alpha, beta, c, latent_features, steps, NDCG
100, 0.0001, 0.01, 10, 100, 0.38345438154748557
100, 0.0001, 0.01, 10, 150, 0.4285127841044469
100, 0.0001, 0.01, 10, 200, 0.4023063198632336
100, 0.0001, 0.01, 10, 250, 0.42097839197947456
100, 0.0001, 0.01, 30, 100, 0.4617582027180531
100, 0.0001, 0.01, 30, 150, 0.48499905209042005
100, 0.0001, 0.01, 30, 200, 0.47680596970642475
100, 0.0001, 0.01, 30, 250, 0.4735376898922636
100, 0.0001, 0.01, 50, 100, 0.3648915919879682
100, 0.0001, 0.01, 50, 150, 0.32672790217741593
100, 0.0001, 0.01, 50, 200, 0.3674288868577398
100, 0.0001, 0.01, 50, 250, 0.34940847927152885
100, 0.0001, 0.01, 70, 100, 0.22230555756433928
100, 0.0001, 0.01, 70, 150, 0.218841046159557
100, 0.0001, 0.01, 70, 200, 0.16288090198509297
100, 0.0001, 0.01, 70, 250, 0.20470434690067102
100, 0.0001, 0.01, 90, 100, 0.15711850593119117
100, 0.0001, 0.01, 90, 150, 0.11417284541684194
100, 0.0001, 0.01, 90, 200, 0.09429861234460399
100, 0.0001, 0.01, 90, 250, 0.07451292951330223
100, 0.0001, 0.01, 110, 100, 0.1745564678648984
100, 0.0001, 0.01, 110, 150, 0.1389726237051161
100, 0.0001, 0.01, 110, 200, 0.1414549884407055
100, 0.0001, 0.01, 110, 250, 0.1459229392208507
100, 1e-06, 100, 3, 100, 0.24523108701929783
100, 1e-06, 100, 3, 150, 0.24520428559825053
100, 1e-06, 100, 3, 200, 0.266628954020149
100, 1e-06, 100, 3, 250, 0.26600200447938943
100, 1e-06, 100, 10, 100, 0.3221764506227929
100, 1e-06, 100, 10, 150, 0.30577159286291733
100, 1e-06, 100, 10, 200, 0.3044994668529106
100, 1e-06, 100, 10, 250, 0.33477561213379003
100, 1e-06, 100, 30, 100, 0.35778831848885184
100, 1e-06, 100, 30, 150, 0.3199202762799913
100, 1e-06, 100, 30, 200, 0.3334782728166633
100, 1e-06, 100, 30, 250, 0.3201244131645349
100, 1e-06, 100, 50, 100, 0.37465449806060447
100, 1e-06, 100, 50, 150, 0.38387233836962975
100, 1e-06, 100, 50, 200, 0.3670514400226918
100, 1e-06, 100, 50, 250, 0.40153089518496915
100, 1e-06, 100, 70, 100, 0.39701496511675294
100, 1e-06, 100, 70, 150, 0.3951876816996226
100, 1e-06, 100, 70, 200, 0.39876288044294184
100, 1e-06, 100, 70, 250, 0.39109965084855625
100, 1e-06, 100, 90, 100, 0.4169419145771534
100, 1e-06, 100, 90, 150, 0.3646976684208035
100, 1e-06, 100, 90, 200, 0.37347200616871135
100, 1e-06, 100, 90, 250, 0.3449438342906047
100, 1e-06, 100, 110, 100, 0.3542165705210033
100, 1e-06, 100, 110, 150, 0.3694548096549616
100, 1e-06, 100, 110, 200, 0.3479517828000215
100, 1e-06, 100, 110, 250, 0.3311442978461765
100, 1e-06, 10, 3, 100, 0.2505951720997578
100, 1e-06, 10, 3, 150, 0.2653388536064266
100, 1e-06, 10, 3, 200, 0.2218724795051801
100, 1e-06, 10, 3, 250, 0.2367952769373978
100, 1e-06, 10, 10, 100, 0.3583395158885825
100, 1e-06, 10, 10, 150, 0.35393819867890336
100, 1e-06, 10, 10, 200, 0.3404957920093238
100, 1e-06, 10, 10, 250, 0.3501626870321097
100, 1e-06, 10, 30, 100, 0.38787786384875483
100, 1e-06, 10, 30, 150, 0.3835036487397673
100, 1e-06, 10, 30, 200, 0.4019417497714893
100, 1e-06, 10, 30, 250, 0.40980335881409446
100, 1e-06, 10, 50, 100, 0.40371526642325395
100, 1e-06, 10, 50, 150, 0.4035813980848566
100, 1e-06, 10, 50, 200, 0.38564445676124914
100, 1e-06, 10, 50, 250, 0.3924151908938142
100, 1e-06, 10, 70, 100, 0.3853064099571397
100, 1e-06, 10, 70, 150, 0.38269919844223194
100, 1e-06, 10, 70, 200, 0.41357809469307905
100, 1e-06, 10, 70, 250, 0.3888799923803586
100, 1e-06, 10, 90, 100, 0.39374514120665977
100, 1e-06, 10, 90, 150, 0.3612372740382007
100, 1e-06, 10, 90, 200, 0.3776747706424189
100, 1e-06, 10, 90, 250, 0.3240980830976128
100, 1e-06, 10, 110, 100, 0.3577801154244127
100, 1e-06, 10, 110, 150, 0.3889165529070415
100, 1e-06, 10, 110, 200, 0.3698133120262944
100, 1e-06, 10, 110, 250, 0.33991793816019
100, 1e-06, 1, 3, 100, 0.26907585558907776
100, 1e-06, 1, 3, 150, 0.26336116070731064
100, 1e-06, 1, 3, 200, 0.24776834580457255
100, 1e-06, 1, 3, 250, 0.26596848800392864
100, 1e-06, 1, 10, 100, 0.37093332501218745
100, 1e-06, 1, 10, 150, 0.40619490294556504
100, 1e-06, 1, 10, 200, 0.3910462246738058
100, 1e-06, 1, 10, 250, 0.4070058976648018
100, 1e-06, 1, 30, 100, 0.4637003740053656
100, 1e-06, 1, 30, 150, 0.4610422056827222
100, 1e-06, 1, 30, 200, 0.4517420782750145
100, 1e-06, 1, 30, 250, 0.4693069534147257
100, 1e-06, 1, 50, 100, 0.4273764546508885
100, 1e-06, 1, 50, 150, 0.4156760478155207
100, 1e-06, 1, 50, 200, 0.38416254891365975
100, 1e-06, 1, 50, 250, 0.3221176549968437
100, 1e-06, 1, 70, 100, 0.3798888659434397
100, 1e-06, 1, 70, 150, 0.27984744400718753
100, 1e-06, 1, 70, 200, 0.24579541402921148
100, 1e-06, 1, 70, 250, 0.2377366626569977
100, 1e-06, 1, 90, 100, 0.37463560533779566
100, 1e-06, 1, 90, 150, 0.2883130833954314
100, 1e-06, 1, 90, 200, 0.2246032826938381
100, 1e-06, 1, 90, 250, 0.19004226595614568
100, 1e-06, 1, 110, 100, 0.32456068637254865
100, 1e-06, 1, 110, 150, 0.2828909867973075
100, 1e-06, 1, 110, 200, 0.2333923064312082
100, 1e-06, 1, 110, 250, 0.18183633069520014
100, 1e-06, 0.1, 3, 100, 0.24506317423768212
100, 1e-06, 0.1, 3, 150, 0.25195754037597007
100, 1e-06, 0.1, 3, 200, 0.2524601772176367
100, 1e-06, 0.1, 3, 250, 0.26585042374955675
100, 1e-06, 0.1, 10, 100, 0.40734564133778567
100, 1e-06, 0.1, 10, 150, 0.4057184737454401
100, 1e-06, 0.1, 10, 200, 0.4175767751274689
100, 1e-06, 0.1, 10, 250, 0.40598480769543793
100, 1e-06, 0.1, 30, 100, 0.44060656710025853
100, 1e-06, 0.1, 30, 150, 0.46087630833805887
100, 1e-06, 0.1, 30, 200, 0.4673411616152024
100, 1e-06, 0.1, 30, 250, 0.43906197556433796
100, 1e-06, 0.1, 50, 100, 0.30763686079076363
100, 1e-06, 0.1, 50, 150, 0.3046061521908571
100, 1e-06, 0.1, 50, 200, 0.33107267841764065
100, 1e-06, 0.1, 50, 250, 0.29876445725900497
100, 1e-06, 0.1, 70, 100, 0.20458755285499255
100, 1e-06, 0.1, 70, 150, 0.19187976126235015
100, 1e-06, 0.1, 70, 200, 0.15959026734001824
100, 1e-06, 0.1, 70, 250, 0.1885440896879963
100, 1e-06, 0.1, 90, 100, 0.22663337482828003
100, 1e-06, 0.1, 90, 150, 0.13178471925103277
100, 1e-06, 0.1, 90, 200, 0.09904768648017286
100, 1e-06, 0.1, 90, 250, 0.08577528449159705
100, 1e-06, 0.1, 110, 100, 0.16861287580192205
100, 1e-06, 0.1, 110, 150, 0.12591087249219954
100, 1e-06, 0.1, 110, 200, 0.1368652533337087
100, 1e-06, 0.1, 110, 250, 0.10393128479933413
100, 1e-06, 0.01, 3, 100, 0.2608737329836
100, 1e-06, 0.01, 3, 150, 0.2479678207302895
100, 1e-06, 0.01, 3, 200, 0.2704620933058682
100, 1e-06, 0.01, 3, 250, 0.22658097791819157
100, 1e-06, 0.01, 10, 100, 0.3997100981692854
100, 1e-06, 0.01, 10, 150, 0.419702944637473
100, 1e-06, 0.01, 10, 200, 0.39028575268751253
100, 1e-06, 0.01, 10, 250, 0.39626053973722847
100, 1e-06, 0.01, 30, 100, 0.47214760213985135
100, 1e-06, 0.01, 30, 150, 0.46765197763241084
100, 1e-06, 0.01, 30, 200, 0.46557614594645086
100, 1e-06, 0.01, 30, 250, 0.46087004296780765
100, 1e-06, 0.01, 50, 100, 0.3868208608141559
100, 1e-06, 0.01, 50, 150, 0.327915291583204
100, 1e-06, 0.01, 50, 200, 0.34334990052764025
100, 1e-06, 0.01, 50, 250, 0.35312151276581366
100, 1e-06, 0.01, 70, 100, 0.23185846624742495
100, 1e-06, 0.01, 70, 150, 0.20324579215319788
100, 1e-06, 0.01, 70, 200, 0.20264400897200058
100, 1e-06, 0.01, 70, 250, 0.2073792016566725
100, 1e-06, 0.01, 90, 100, 0.15888891812406594
100, 1e-06, 0.01, 90, 150, 0.09282481025006618
100, 1e-06, 0.01, 90, 200, 0.09352969517339092
100, 1e-06, 0.01, 90, 250, 0.061074317209807126
100, 1e-06, 0.01, 110, 100, 0.19103320115536618
100, 1e-06, 0.01, 110, 150, 0.11132650562744217
100, 1e-06, 0.01, 110, 200, 0.07589275155045702
100, 1e-06, 0.01, 110, 250, 0.10485233951273046
1, 100, 100, 3, 100, 0.2996274847396138
1, 100, 100, 3, 150, 0.31034908149690815
1, 100, 100, 3, 200, 0.34189716145056187
1, 100, 100, 3, 250, 0.3518360057358478
1, 100, 100, 10, 100, 0.33750039164936946
1, 100, 100, 10, 150, 0.333812686124352
1, 100, 100, 10, 200, 0.309861769711903
1, 100, 100, 10, 250, 0.33913469489625414
1, 100, 100, 30, 100, 0.3624329122895395
1, 100, 100, 30, 150, 0.3469711754306776
1, 100, 100, 30, 200, 0.3337615697460513
1, 100, 100, 30, 250, 0.33827443712961275
1, 100, 100, 50, 100, 0.32196715382546315
1, 100, 100, 50, 150, 0.2989027504420763
1, 100, 100, 50, 200, 0.3177716791399454
1, 100, 100, 50, 250, 0.354552583908894
1, 100, 100, 70, 100, 0.3365760530797634
1, 100, 100, 70, 150, 0.34863495808794853
1, 100, 100, 70, 200, 0.33782169807756324
1, 100, 100, 70, 250, 0.35312684655209026
1, 100, 100, 90, 100, 0.3489349010860178
1, 100, 100, 90, 150, 0.35183115800833653
1, 100, 100, 90, 200, 0.31488750136211896
1, 100, 100, 90, 250, 0.3484184127546893
1, 100, 100, 110, 100, 0.31758293215273253
1, 100, 100, 110, 150, 0.3503740687683184
1, 100, 100, 110, 200, 0.340704256684487
1, 100, 100, 110, 250, 0.3338375072363479
1, 100, 10, 3, 100, 0.298053895354904
1, 100, 10, 3, 150, 0.34069664416114137
1, 100, 10, 3, 200, 0.34120508075088346
1, 100, 10, 3, 250, 0.3497676630832585
1, 100, 10, 10, 100, 0.34072964233702024
1, 100, 10, 10, 150, 0.3469792133783988
1, 100, 10, 10, 200, 0.3441130944714707
1, 100, 10, 10, 250, 0.33536218017785424
1, 100, 10, 30, 100, 0.3481243110959474
1, 100, 10, 30, 150, 0.3522042351056826
1, 100, 10, 30, 200, 0.3149348131893082
1, 100, 10, 30, 250, 0.35224808637504756
1, 100, 10, 50, 100, 0.29934799941794754
1, 100, 10, 50, 150, 0.3458968829473774
1, 100, 10, 50, 200, 0.31600276612829825
1, 100, 10, 50, 250, 0.3238155284330987
1, 100, 10, 70, 100, 0.3260677198051232
1, 100, 10, 70, 150, 0.3347040356582387
1, 100, 10, 70, 200, 0.3455902874893891
1, 100, 10, 70, 250, 0.29337270373511687
1, 100, 10, 90, 100, 0.31869969444330426
1, 100, 10, 90, 150, 0.3431863352612386
1, 100, 10, 90, 200, 0.29583797071898155
1, 100, 10, 90, 250, 0.2978286886244932
1, 100, 10, 110, 100, 0.3033801108228881
1, 100, 10, 110, 150, 0.3429667170697034
1, 100, 10, 110, 200, 0.3193801769248632
1, 100, 10, 110, 250, 0.34852946220290226
1, 100, 1, 3, 100, 0.12948132435516754
1, 100, 1, 3, 150, 0.1249046635962419
1, 100, 1, 3, 200, 0.13880609057001883
1, 100, 1, 3, 250, 0.12155795308965295
1, 100, 1, 10, 100, 0.10711785413553904
1, 100, 1, 10, 150, 0.12740030923845738
1, 100, 1, 10, 200, 0.12918872722203867
1, 100, 1, 10, 250, 0.1363018293128324
1, 100, 1, 30, 100, 0.11903382764199245
1, 100, 1, 30, 150, 0.13435948335581135
1, 100, 1, 30, 200, 0.12560188919745044
1, 100, 1, 30, 250, 0.14402661192482857
1, 100, 1, 50, 100, 0.15958144449868275
1, 100, 1, 50, 150, 0.11723801488480103
1, 100, 1, 50, 200, 0.12925375308532672
1, 100, 1, 50, 250, 0.13250695714192592
1, 100, 1, 70, 100, 0.13565903594617928
1, 100, 1, 70, 150, 0.128130562939816
1, 100, 1, 70, 200, 0.13477950704168382
1, 100, 1, 70, 250, 0.13044732157319397
1, 100, 1, 90, 100, 0.12734608415206547
1, 100, 1, 90, 150, 0.12376374575286377
1, 100, 1, 90, 200, 0.12294386894461017
1, 100, 1, 90, 250, 0.12735658597072355
1, 100, 1, 110, 100, 0.1304199728563435
1, 100, 1, 110, 150, 0.12928708934951724
1, 100, 1, 110, 200, 0.12506951450722859
1, 100, 1, 110, 250, 0.1436225983510997
1, 100, 0.1, 3, 100, 0.14339159104366817
1, 100, 0.1, 3, 150, 0.11838038688239282
1, 100, 0.1, 3, 200, 0.15770710742009905
1, 100, 0.1, 3, 250, 0.12453981604683075
1, 100, 0.1, 10, 100, 0.11955819263003141
1, 100, 0.1, 10, 150, 0.1260564603786659
1, 100, 0.1, 10, 200, 0.12970351761332496
1, 100, 0.1, 10, 250, 0.1180166724737105
1, 100, 0.1, 30, 100, 0.12095598360815694
1, 100, 0.1, 30, 150, 0.1133856902698445
1, 100, 0.1, 30, 200, 0.14088444568084998
1, 100, 0.1, 30, 250, 0.11371303335112895
1, 100, 0.1, 50, 100, 0.1388233854180828
1, 100, 0.1, 50, 150, 0.12450007106086204
1, 100, 0.1, 50, 200, 0.136233224114218
1, 100, 0.1, 50, 250, 0.1242435618128398
1, 100, 0.1, 70, 100, 0.12787699857252252
1, 100, 0.1, 70, 150, 0.11046425696851372
1, 100, 0.1, 70, 200, 0.14422350773612994
1, 100, 0.1, 70, 250, 0.12646169565139193
1, 100, 0.1, 90, 100, 0.1542376865520421
1, 100, 0.1, 90, 150, 0.12835617749838885
1, 100, 0.1, 90, 200, 0.12836566538726646
1, 100, 0.1, 90, 250, 0.12594564476362474
1, 100, 0.1, 110, 100, 0.13272476863657154
1, 100, 0.1, 110, 150, 0.13775737630788518
1, 100, 0.1, 110, 200, 0.14853809568493642
1, 100, 0.1, 110, 250, 0.13690233465403034
1, 100, 0.01, 3, 100, 0.1299029621816082
1, 100, 0.01, 3, 150, 0.11122260789131345
1, 100, 0.01, 3, 200, 0.13084429176169673
1, 100, 0.01, 3, 250, 0.1257103461015898
1, 100, 0.01, 10, 100, 0.13649805954408722
1, 100, 0.01, 10, 150, 0.12066984668898761
1, 100, 0.01, 10, 200, 0.13624069554974064
1, 100, 0.01, 10, 250, 0.1483988577077602
1, 100, 0.01, 30, 100, 0.12798800449608075
1, 100, 0.01, 30, 150, 0.11360965158604497
1, 100, 0.01, 30, 200, 0.12324039893942045
1, 100, 0.01, 30, 250, 0.11655407920621914
1, 100, 0.01, 50, 100, 0.140555430200222
1, 100, 0.01, 50, 150, 0.12969710754172112
1, 100, 0.01, 50, 200, 0.14623595496917235
1, 100, 0.01, 50, 250, 0.12648115782992178
1, 100, 0.01, 70, 100, 0.1562526997015363
1, 100, 0.01, 70, 150, 0.13215658325404422
1, 100, 0.01, 70, 200, 0.128320359620591
1, 100, 0.01, 70, 250, 0.137708652623636
1, 100, 0.01, 90, 100, 0.13196723659859402
1, 100, 0.01, 90, 150, 0.12775486648183212
1, 100, 0.01, 90, 200, 0.12132393528535086
1, 100, 0.01, 90, 250, 0.12872928993755703
1, 100, 0.01, 110, 100, 0.14176460865739932
1, 100, 0.01, 110, 150, 0.11273717884940276
1, 100, 0.01, 110, 200, 0.14034849235339267
1, 100, 0.01, 110, 250, 0.10827882345233662
1, 1, 100, 3, 100, 0.3388242020586627
1, 1, 100, 3, 150, 0.3494659634659868
1, 1, 100, 3, 200, 0.32474668698468667
1, 1, 100, 3, 250, 0.3402132703780103
1, 1, 100, 10, 100, 0.4839874578917583
1, 1, 100, 10, 150, 0.5090056355354149
1, 1, 100, 10, 200, 0.5072739933069668
1, 1, 100, 10, 250, 0.48823447320994695
1, 1, 100, 30, 100, 0.43620259524927135
1, 1, 100, 30, 150, 0.42316152551832187
1, 1, 100, 30, 200, 0.42970000315336476
1, 1, 100, 30, 250, 0.422064812486788
1, 1, 100, 50, 100, 0.404787459596524
1, 1, 100, 50, 150, 0.4033287507879708
1, 1, 100, 50, 200, 0.40401009274699734
1, 1, 100, 50, 250, 0.4061688558805157
1, 1, 100, 70, 100, 0.4042677836749325
1, 1, 100, 70, 150, 0.39523019469185916
1, 1, 100, 70, 200, 0.40252919929217995
1, 1, 100, 70, 250, 0.388531487153519
1, 1, 100, 90, 100, 0.4083796203777768
1, 1, 100, 90, 150, 0.3917739727621719
1, 1, 100, 90, 200, 0.35754437315634746
1, 1, 100, 90, 250, 0.38621946730799545
1, 1, 100, 110, 100, 0.40385891049566375
1, 1, 100, 110, 150, 0.3726331347525395
1, 1, 100, 110, 200, 0.39113209327382537
1, 1, 100, 110, 250, 0.3737735005552984
1, 1, 10, 3, 100, 0.3113049164650697
1, 1, 10, 3, 150, 0.31417361146627676
1, 1, 10, 3, 200, 0.3407119444419467
1, 1, 10, 3, 250, 0.28386248663103736
1, 1, 10, 10, 100, 0.5172441486016922
1, 1, 10, 10, 150, 0.5119180729990017
1, 1, 10, 10, 200, 0.5024386332079076
1, 1, 10, 10, 250, 0.5150277482116029
1, 1, 10, 30, 100, 0.429930939025464
1, 1, 10, 30, 150, 0.41532462454973557
1, 1, 10, 30, 200, 0.409271577731168
1, 1, 10, 30, 250, 0.40605307405242036
1, 1, 10, 50, 100, 0.39703145280218666
1, 1, 10, 50, 150, 0.38215927079228285
1, 1, 10, 50, 200, 0.38003214336745983
1, 1, 10, 50, 250, 0.36980471523214964
1, 1, 10, 70, 100, 0.3425685481655741
1, 1, 10, 70, 150, 0.34697610929225015
1, 1, 10, 70, 200, 0.35712448765084515
1, 1, 10, 70, 250, 0.3520903874037936
1, 1, 10, 90, 100, 0.37393489300323224
1, 1, 10, 90, 150, 0.35854964787820015
1, 1, 10, 90, 200, 0.3581995482161669
1, 1, 10, 90, 250, 0.35588378110793334
1, 1, 10, 110, 100, 0.3814957626934167
1, 1, 10, 110, 150, 0.36552600602903157
1, 1, 10, 110, 200, 0.34336360456014525
1, 1, 10, 110, 250, 0.3737464858552428
1, 1, 1, 3, 100, 0.3296619830440346
1, 1, 1, 3, 150, 0.3386010440263311
1, 1, 1, 3, 200, 0.3305219158057018
1, 1, 1, 3, 250, 0.3164021952544683
1, 1, 1, 10, 100, 0.4978152033882976
1, 1, 1, 10, 150, 0.4875681704884853
1, 1, 1, 10, 200, 0.4881798036252016
1, 1, 1, 10, 250, 0.4791912114989006
1, 1, 1, 30, 100, 0.3899022768166766
1, 1, 1, 30, 150, 0.4110675018811
1, 1, 1, 30, 200, 0.38845588347788296
1, 1, 1, 30, 250, 0.3916583562760927
1, 1, 1, 50, 100, 0.41763388272831437
1, 1, 1, 50, 150, 0.4191197352579394
1, 1, 1, 50, 200, 0.4297059812911603
1, 1, 1, 50, 250, 0.42371900409681934
1, 1, 1, 70, 100, 0.43063432488943293
1, 1, 1, 70, 150, 0.44876935588714906
1, 1, 1, 70, 200, 0.42686724451885605
1, 1, 1, 70, 250, 0.4258134947627547
1, 1, 1, 90, 100, 0.4328555420672802
1, 1, 1, 90, 150, 0.42776321280077406
1, 1, 1, 90, 200, 0.443359830461173
1, 1, 1, 90, 250, 0.45052387388042964
1, 1, 1, 110, 100, 0.45196565885333234
1, 1, 1, 110, 150, 0.4459355615924339
1, 1, 1, 110, 200, 0.45213456586839007
1, 1, 1, 110, 250, 0.4255406288541775
1, 1, 0.1, 3, 100, 0.13379909745062363
1, 1, 0.1, 3, 150, 0.15730207820162717
1, 1, 0.1, 3, 200, 0.1370815247753313
1, 1, 0.1, 3, 250, 0.13499117232327695
1, 1, 0.1, 10, 100, 0.44073981728760386
1, 1, 0.1, 10, 150, 0.47057043002280785
1, 1, 0.1, 10, 200, 0.48448655783512495
1, 1, 0.1, 10, 250, 0.46580540325870795
1, 1, 0.1, 30, 100, 0.3391985847136341
1, 1, 0.1, 30, 150, 0.32646347511041396
1, 1, 0.1, 30, 200, 0.3538094959855029
1, 1, 0.1, 30, 250, 0.334019119062768
1, 1, 0.1, 50, 100, 0.4132318996939813
1, 1, 0.1, 50, 150, 0.4382450383375121
1, 1, 0.1, 50, 200, 0.42252604402769195
1, 1, 0.1, 50, 250, 0.42409314796294156
1, 1, 0.1, 70, 100, 0.46495993563919025
1, 1, 0.1, 70, 150, 0.46485886339162896
1, 1, 0.1, 70, 200, 0.4530965121302158
1, 1, 0.1, 70, 250, 0.45187523467660723
1, 1, 0.1, 90, 100, 0.4753567889117658
1, 1, 0.1, 90, 150, 0.4724571069880972
1, 1, 0.1, 90, 200, 0.45335200464707853
1, 1, 0.1, 90, 250, 0.4497155005895055
1, 1, 0.1, 110, 100, 0.4516470487371558
1, 1, 0.1, 110, 150, 0.43802190657510076
1, 1, 0.1, 110, 200, 0.4736961279926093
1, 1, 0.1, 110, 250, 0.46902271711723664
1, 1, 0.01, 3, 100, 0.1290183805615014
1, 1, 0.01, 3, 150, 0.12025661037716792
1, 1, 0.01, 3, 200, 0.15737983099746147
1, 1, 0.01, 3, 250, 0.1232422363290112
1, 1, 0.01, 10, 100, 0.5008194782183132
1, 1, 0.01, 10, 150, 0.5210919361732137
1, 1, 0.01, 10, 200, 0.4964252546590901
1, 1, 0.01, 10, 250, 0.48962308150988876
1, 1, 0.01, 30, 100, 0.4700177005995393
1, 1, 0.01, 30, 150, 0.4178257783782343
1, 1, 0.01, 30, 200, 0.42436670777356755
1, 1, 0.01, 30, 250, 0.43494202849801533
1, 1, 0.01, 50, 100, 0.43329367127208335
1, 1, 0.01, 50, 150, 0.4178671939749103
1, 1, 0.01, 50, 200, 0.4013235536302133
1, 1, 0.01, 50, 250, 0.41820200422792736
1, 1, 0.01, 70, 100, 0.44451125172389816
1, 1, 0.01, 70, 150, 0.42915847535138946
1, 1, 0.01, 70, 200, 0.46396822996878595
1, 1, 0.01, 70, 250, 0.46725070997094187
1, 1, 0.01, 90, 100, 0.4771512296762404
1, 1, 0.01, 90, 150, 0.47532402238272903
1, 1, 0.01, 90, 200, 0.46535376631730346
1, 1, 0.01, 90, 250, 0.48333038744031703
1, 1, 0.01, 110, 100, 0.46360267358078255
1, 1, 0.01, 110, 150, 0.47314007561367255
1, 1, 0.01, 110, 200, 0.4727824283366627
1, 1, 0.01, 110, 250, 0.47620326015344394
1, 0.01, 100, 3, 100, 0.3355837522075361
1, 0.01, 100, 3, 150, 0.347966256285476
1, 0.01, 100, 3, 200, 0.32178921185065784
1, 0.01, 100, 3, 250, 0.32078471697971417
1, 0.01, 100, 10, 100, 0.43789128655995646
1, 0.01, 100, 10, 150, 0.44956026328373944
1, 0.01, 100, 10, 200, 0.47064124063343116
1, 0.01, 100, 10, 250, 0.4654870384926904
1, 0.01, 100, 30, 100, 0.37269596970334523
1, 0.01, 100, 30, 150, 0.4112612988793743
1, 0.01, 100, 30, 200, 0.3822028255502174
1, 0.01, 100, 30, 250, 0.3870781009225269
1, 0.01, 100, 50, 100, 0.2928671863043077
1, 0.01, 100, 50, 150, 0.30405564581743855
1, 0.01, 100, 50, 200, 0.31489101058526364
1, 0.01, 100, 50, 250, 0.27157476517710777
1, 0.01, 100, 70, 100, 0.2143843934050913
1, 0.01, 100, 70, 150, 0.2286345580673527
1, 0.01, 100, 70, 200, 0.21961767350022204
1, 0.01, 100, 70, 250, 0.1935442353581295
1, 0.01, 100, 90, 100, 0.14604773470970003
1, 0.01, 100, 90, 150, 0.15009627364281047
1, 0.01, 100, 90, 200, 0.12026109998687778
1, 0.01, 100, 90, 250, 0.13889060376734833
1, 0.01, 100, 110, 100, 0.1520347759197657
1, 0.01, 100, 110, 150, 0.12110952548060094
1, 0.01, 100, 110, 200, 0.13855620053961226
1, 0.01, 100, 110, 250, 0.13593794940408654
1, 0.01, 10, 3, 100, 0.326443565216362
1, 0.01, 10, 3, 150, 0.33944483227636213
1, 0.01, 10, 3, 200, 0.3208302133911283
1, 0.01, 10, 3, 250, 0.3439246368211439
1, 0.01, 10, 10, 100, 0.4946382565105458
1, 0.01, 10, 10, 150, 0.5145850320113596
1, 0.01, 10, 10, 200, 0.5055187084631697
1, 0.01, 10, 10, 250, 0.48407982511179026
1, 0.01, 10, 30, 100, 0.3961389209001831
1, 0.01, 10, 30, 150, 0.417232003847418
1, 0.01, 10, 30, 200, 0.37414724407968225
1, 0.01, 10, 30, 250, 0.3815991306883895
1, 0.01, 10, 50, 100, 0.2802677776257443
1, 0.01, 10, 50, 150, 0.30199412276459325
1, 0.01, 10, 50, 200, 0.30219422831562964
1, 0.01, 10, 50, 250, 0.32347139442766804
1, 0.01, 10, 70, 100, 0.1770554186743059
1, 0.01, 10, 70, 150, 0.16981639441375374
1, 0.01, 10, 70, 200, 0.18446903624794772
1, 0.01, 10, 70, 250, 0.1625799743575561
1, 0.01, 10, 90, 100, 0.09241825724980586
1, 0.01, 10, 90, 150, 0.09385076441613775
1, 0.01, 10, 90, 200, 0.07444579981221539
1, 0.01, 10, 90, 250, 0.0678988899093176
1, 0.01, 10, 110, 100, 0.15606798453698098
1, 0.01, 10, 110, 150, 0.18289211055151366
1, 0.01, 10, 110, 200, 0.17918508261705943
1, 0.01, 10, 110, 250, 0.18134691080369764
1, 0.01, 1, 3, 100, 0.3275799781483854
1, 0.01, 1, 3, 150, 0.3180124271980153
1, 0.01, 1, 3, 200, 0.3258146019743892
1, 0.01, 1, 3, 250, 0.32080849467092676
1, 0.01, 1, 10, 100, 0.48301171333881365
1, 0.01, 1, 10, 150, 0.49582731814746317
1, 0.01, 1, 10, 200, 0.49483748992456905
1, 0.01, 1, 10, 250, 0.48433224003763753
1, 0.01, 1, 30, 100, 0.36803969624379834
1, 0.01, 1, 30, 150, 0.34088036513348996
1, 0.01, 1, 30, 200, 0.37363376329852044
1, 0.01, 1, 30, 250, 0.3673115050681017
1, 0.01, 1, 50, 100, 0.2728582170887293
1, 0.01, 1, 50, 150, 0.2834017465060494
1, 0.01, 1, 50, 200, 0.2571822671354816
1, 0.01, 1, 50, 250, 0.24843245124689467
1, 0.01, 1, 70, 100, 0.16442857675522926
1, 0.01, 1, 70, 150, 0.14668140908296443
1, 0.01, 1, 70, 200, 0.16051474747476352
1, 0.01, 1, 70, 250, 0.13962629498319626
1, 0.01, 1, 90, 100, 0.06021036508346223
1, 0.01, 1, 90, 150, 0.0841679056324139
1, 0.01, 1, 90, 200, 0.07538056026647759
1, 0.01, 1, 90, 250, 0.10045738541432636
1, 0.01, 1, 110, 100, 0.20661308712381168
1, 0.01, 1, 110, 150, 0.21370557088102785
1, 0.01, 1, 110, 200, 0.26638505448411726
1, 0.01, 1, 110, 250, 0.2800832951534179
1, 0.01, 0.1, 3, 100, 0.3245239879766114
1, 0.01, 0.1, 3, 150, 0.31168997335323245
1, 0.01, 0.1, 3, 200, 0.3369567716932427
1, 0.01, 0.1, 3, 250, 0.3413647099902342
1, 0.01, 0.1, 10, 100, 0.46756354387904314
1, 0.01, 0.1, 10, 150, 0.45444346439464517
1, 0.01, 0.1, 10, 200, 0.4673463282554746
1, 0.01, 0.1, 10, 250, 0.4620519164778083
1, 0.01, 0.1, 30, 100, 0.3517718233296943
1, 0.01, 0.1, 30, 150, 0.3459793147106071
