alpha, beta, c, latent_features, steps, NDCG
1, 0.01, 0.1, 30, 200, 0.36253174689237366
1, 0.01, 0.1, 30, 250, 0.35517094963719775
1, 0.01, 0.1, 50, 100, 0.25218315872559915
1, 0.01, 0.1, 50, 150, 0.22294995150129876
1, 0.01, 0.1, 50, 200, 0.2425320205403354
1, 0.01, 0.1, 50, 250, 0.24268800139476
1, 0.01, 0.1, 70, 100, 0.113852504583804
1, 0.01, 0.1, 70, 150, 0.10418045343756113
1, 0.01, 0.1, 70, 200, 0.11387134225006537
1, 0.01, 0.1, 70, 250, 0.09276145068089932
1, 0.01, 0.1, 90, 100, 0.06836061803977773
1, 0.01, 0.1, 90, 150, 0.06536515254992929
1, 0.01, 0.1, 90, 200, 0.061628662198459104
1, 0.01, 0.1, 90, 250, 0.06205681506271848
1, 0.01, 0.1, 110, 100, 0.2337085397763184
1, 0.01, 0.1, 110, 150, 0.3109319930907674
1, 0.01, 0.1, 110, 200, 0.3678731535602963
1, 0.01, 0.1, 110, 250, 0.4008649663457502
1, 0.01, 0.01, 3, 100, 0.14574453732973147
1, 0.01, 0.01, 3, 150, 0.12729900743805622
1, 0.01, 0.01, 3, 200, 0.13875353336830748
1, 0.01, 0.01, 3, 250, 0.14003792302486398
1, 0.01, 0.01, 10, 100, 0.4251820627469312
1, 0.01, 0.01, 10, 150, 0.4251750814869254
1, 0.01, 0.01, 10, 200, 0.4343970132434404
1, 0.01, 0.01, 10, 250, 0.43312284514746635
1, 0.01, 0.01, 30, 100, 0.3722251894135505
1, 0.01, 0.01, 30, 150, 0.3569104740326473
1, 0.01, 0.01, 30, 200, 0.3554895713901773
1, 0.01, 0.01, 30, 250, 0.3404432314395359
1, 0.01, 0.01, 50, 100, 0.26196353731775934
1, 0.01, 0.01, 50, 150, 0.2707740724863505
1, 0.01, 0.01, 50, 200, 0.28308314352377795
1, 0.01, 0.01, 50, 250, 0.2667469592214584
1, 0.01, 0.01, 70, 100, 0.2149263252175723
1, 0.01, 0.01, 70, 150, 0.2009915018222343
1, 0.01, 0.01, 70, 200, 0.21198396606930803
1, 0.01, 0.01, 70, 250, 0.21398356349984177
1, 0.01, 0.01, 90, 100, 0.07210304890997853
1, 0.01, 0.01, 90, 150, 0.06548645471272654
1, 0.01, 0.01, 90, 200, 0.06652227831811253
1, 0.01, 0.01, 90, 250, 0.06968514998170101
1, 0.01, 0.01, 110, 100, 0.24811280102869546
1, 0.01, 0.01, 110, 150, 0.29617133700659437
1, 0.01, 0.01, 110, 200, 0.32165391245872355
1, 0.01, 0.01, 110, 250, 0.388114286078943
1, 0.0001, 100, 3, 100, 0.3614602856801132
1, 0.0001, 100, 3, 150, 0.32153944499776466
1, 0.0001, 100, 3, 200, 0.3482922900259784
1, 0.0001, 100, 3, 250, 0.3430349836251371
1, 0.0001, 100, 10, 100, 0.4265210223324216
1, 0.0001, 100, 10, 150, 0.41025042269904494
1, 0.0001, 100, 10, 200, 0.41795285853180997
1, 0.0001, 100, 10, 250, 0.4459738634687253
1, 0.0001, 100, 30, 100, 0.3525214479238531
1, 0.0001, 100, 30, 150, 0.3544076507311564
1, 0.0001, 100, 30, 200, 0.3999224726032399
1, 0.0001, 100, 30, 250, 0.36437832990466007
1, 0.0001, 100, 50, 100, 0.3055426797574079
1, 0.0001, 100, 50, 150, 0.2916226933614322
1, 0.0001, 100, 50, 200, 0.3184671552227719
1, 0.0001, 100, 50, 250, 0.2748035209552955
1, 0.0001, 100, 70, 100, 0.2513360367376569
1, 0.0001, 100, 70, 150, 0.22480857591326447
1, 0.0001, 100, 70, 200, 0.23761765961367515
1, 0.0001, 100, 70, 250, 0.25774410212164833
1, 0.0001, 100, 90, 100, 0.20426812909155545
1, 0.0001, 100, 90, 150, 0.20664705520680393
1, 0.0001, 100, 90, 200, 0.1976769955076782
1, 0.0001, 100, 90, 250, 0.18076984861432419
1, 0.0001, 100, 110, 100, 0.2028901634633056
1, 0.0001, 100, 110, 150, 0.17098165919259428
1, 0.0001, 100, 110, 200, 0.15684219733987897
1, 0.0001, 100, 110, 250, 0.1658798885339355
1, 0.0001, 10, 3, 100, 0.3314578391327001
1, 0.0001, 10, 3, 150, 0.31251145486061344
1, 0.0001, 10, 3, 200, 0.3205306574637191
1, 0.0001, 10, 3, 250, 0.3435046208264291
1, 0.0001, 10, 10, 100, 0.4766169010350063
1, 0.0001, 10, 10, 150, 0.4815968484526099
1, 0.0001, 10, 10, 200, 0.4885383140067328
1, 0.0001, 10, 10, 250, 0.4967313584000715
1, 0.0001, 10, 30, 100, 0.40647519085658146
1, 0.0001, 10, 30, 150, 0.3727284272412519
1, 0.0001, 10, 30, 200, 0.3674636917258664
1, 0.0001, 10, 30, 250, 0.3705516139427315
1, 0.0001, 10, 50, 100, 0.29844868127024826
1, 0.0001, 10, 50, 150, 0.2761940905728438
1, 0.0001, 10, 50, 200, 0.3024362749971506
1, 0.0001, 10, 50, 250, 0.30748591424931004
1, 0.0001, 10, 70, 100, 0.22814559840435603
1, 0.0001, 10, 70, 150, 0.19128839075327794
1, 0.0001, 10, 70, 200, 0.19761977991829263
1, 0.0001, 10, 70, 250, 0.1848486542484156
1, 0.0001, 10, 90, 100, 0.16325630229187052
1, 0.0001, 10, 90, 150, 0.1304293705246552
1, 0.0001, 10, 90, 200, 0.10823041299523549
1, 0.0001, 10, 90, 250, 0.08675033939291137
1, 0.0001, 10, 110, 100, 0.12755613748897976
1, 0.0001, 10, 110, 150, 0.13437449487031747
1, 0.0001, 10, 110, 200, 0.14473164707929942
1, 0.0001, 10, 110, 250, 0.15983891039986062
1, 0.0001, 1, 3, 100, 0.3312931995467681
1, 0.0001, 1, 3, 150, 0.3258572306054022
1, 0.0001, 1, 3, 200, 0.3397966841233868
1, 0.0001, 1, 3, 250, 0.32658462535925564
1, 0.0001, 1, 10, 100, 0.49565939954677246
1, 0.0001, 1, 10, 150, 0.4991086013915376
1, 0.0001, 1, 10, 200, 0.5180913275894659
1, 0.0001, 1, 10, 250, 0.4833622105512682
1, 0.0001, 1, 30, 100, 0.4168177312539668
1, 0.0001, 1, 30, 150, 0.4005072479626879
1, 0.0001, 1, 30, 200, 0.4026613354896307
1, 0.0001, 1, 30, 250, 0.40243566499978806
1, 0.0001, 1, 50, 100, 0.27927813402022145
1, 0.0001, 1, 50, 150, 0.2988451930292074
1, 0.0001, 1, 50, 200, 0.2944109780535617
1, 0.0001, 1, 50, 250, 0.27744634435351245
1, 0.0001, 1, 70, 100, 0.1837039186848458
1, 0.0001, 1, 70, 150, 0.18320520959732314
1, 0.0001, 1, 70, 200, 0.16069196913537875
1, 0.0001, 1, 70, 250, 0.18480337945434133
1, 0.0001, 1, 90, 100, 0.07553635996261902
1, 0.0001, 1, 90, 150, 0.08411389267005986
1, 0.0001, 1, 90, 200, 0.07430634140350618
1, 0.0001, 1, 90, 250, 0.07328514827267466
1, 0.0001, 1, 110, 100, 0.19586811404617882
1, 0.0001, 1, 110, 150, 0.18859482383028006
1, 0.0001, 1, 110, 200, 0.20455337233107315
1, 0.0001, 1, 110, 250, 0.2187075483331159
1, 0.0001, 0.1, 3, 100, 0.33494815661955135
1, 0.0001, 0.1, 3, 150, 0.3364126019745577
1, 0.0001, 0.1, 3, 200, 0.31574473667108227
1, 0.0001, 0.1, 3, 250, 0.33074604217253717
1, 0.0001, 0.1, 10, 100, 0.5144802517360699
1, 0.0001, 0.1, 10, 150, 0.512749316900744
1, 0.0001, 0.1, 10, 200, 0.49186781933084667
1, 0.0001, 0.1, 10, 250, 0.5235161108922339
1, 0.0001, 0.1, 30, 100, 0.3249548266674534
1, 0.0001, 0.1, 30, 150, 0.3558608689945553
1, 0.0001, 0.1, 30, 200, 0.36129682329505064
1, 0.0001, 0.1, 30, 250, 0.36365230485171374
1, 0.0001, 0.1, 50, 100, 0.2920428750421835
1, 0.0001, 0.1, 50, 150, 0.25367490239848006
1, 0.0001, 0.1, 50, 200, 0.2434090491125254
1, 0.0001, 0.1, 50, 250, 0.2524026602460449
1, 0.0001, 0.1, 70, 100, 0.14722291424213793
1, 0.0001, 0.1, 70, 150, 0.1464918361614939
1, 0.0001, 0.1, 70, 200, 0.15886353970692432
1, 0.0001, 0.1, 70, 250, 0.1499815290763683
1, 0.0001, 0.1, 90, 100, 0.07236455039706134
1, 0.0001, 0.1, 90, 150, 0.07910654580220647
1, 0.0001, 0.1, 90, 200, 0.06565397288342494
1, 0.0001, 0.1, 90, 250, 0.06798813389727108
1, 0.0001, 0.1, 110, 100, 0.1622970255023012
1, 0.0001, 0.1, 110, 150, 0.17241866746904277
1, 0.0001, 0.1, 110, 200, 0.14060319189502302
1, 0.0001, 0.1, 110, 250, 0.16100831109507163
1, 0.0001, 0.01, 3, 100, 0.34310313520904195
1, 0.0001, 0.01, 3, 150, 0.353655467709544
1, 0.0001, 0.01, 3, 200, 0.31419902061762617
1, 0.0001, 0.01, 3, 250, 0.3012463320686848
1, 0.0001, 0.01, 10, 100, 0.501239716314186
1, 0.0001, 0.01, 10, 150, 0.484614534623273
1, 0.0001, 0.01, 10, 200, 0.4913374794289141
1, 0.0001, 0.01, 10, 250, 0.48441452173144617
1, 0.0001, 0.01, 30, 100, 0.3958323811419071
1, 0.0001, 0.01, 30, 150, 0.36198556709347557
1, 0.0001, 0.01, 30, 200, 0.384090408394659
1, 0.0001, 0.01, 30, 250, 0.3784779917314417
1, 0.0001, 0.01, 50, 100, 0.29680330584566494
1, 0.0001, 0.01, 50, 150, 0.3135998217541777
1, 0.0001, 0.01, 50, 200, 0.279706429269784
1, 0.0001, 0.01, 50, 250, 0.28908413473898426
1, 0.0001, 0.01, 70, 100, 0.17732242001277207
1, 0.0001, 0.01, 70, 150, 0.15992135862788953
1, 0.0001, 0.01, 70, 200, 0.15923560719438548
1, 0.0001, 0.01, 70, 250, 0.15400489552073662
1, 0.0001, 0.01, 90, 100, 0.06714795678460266
1, 0.0001, 0.01, 90, 150, 0.060209595465589495
1, 0.0001, 0.01, 90, 200, 0.044690436683299924
1, 0.0001, 0.01, 90, 250, 0.06120287869449195
1, 0.0001, 0.01, 110, 100, 0.22407533782581218
1, 0.0001, 0.01, 110, 150, 0.22169246657298664
1, 0.0001, 0.01, 110, 200, 0.2166226651286381
1, 0.0001, 0.01, 110, 250, 0.23433783621236967
1, 1e-06, 100, 3, 100, 0.33736541706984047
1, 1e-06, 100, 3, 150, 0.32505136346898444
1, 1e-06, 100, 3, 200, 0.3132726604871051
1, 1e-06, 100, 3, 250, 0.3260242721633035
1, 1e-06, 100, 10, 100, 0.40460053847559985
1, 1e-06, 100, 10, 150, 0.44614010656403996
1, 1e-06, 100, 10, 200, 0.4564561508720944
1, 1e-06, 100, 10, 250, 0.44894266538499883
1, 1e-06, 100, 30, 100, 0.3918453309215051
1, 1e-06, 100, 30, 150, 0.3834454641314035
1, 1e-06, 100, 30, 200, 0.3686241213688886
1, 1e-06, 100, 30, 250, 0.42136374453838643
1, 1e-06, 100, 50, 100, 0.2842808778311729
1, 1e-06, 100, 50, 150, 0.28589645196417984
1, 1e-06, 100, 50, 200, 0.3198927241351196
1, 1e-06, 100, 50, 250, 0.3279084215598903
1, 1e-06, 100, 70, 100, 0.25332971306638863
1, 1e-06, 100, 70, 150, 0.2316525827456947
1, 1e-06, 100, 70, 200, 0.2615329266934834
1, 1e-06, 100, 70, 250, 0.25456226115400105
1, 1e-06, 100, 90, 100, 0.21022284639778788
1, 1e-06, 100, 90, 150, 0.20928896487187437
1, 1e-06, 100, 90, 200, 0.1697522309513998
1, 1e-06, 100, 90, 250, 0.16564269861553366
1, 1e-06, 100, 110, 100, 0.16305544984580922
1, 1e-06, 100, 110, 150, 0.1675873095123569
1, 1e-06, 100, 110, 200, 0.17183089725959605
1, 1e-06, 100, 110, 250, 0.1541197403635226
1, 1e-06, 10, 3, 100, 0.3272555474122856
1, 1e-06, 10, 3, 150, 0.33670904518035916
1, 1e-06, 10, 3, 200, 0.33635019135090893
1, 1e-06, 10, 3, 250, 0.34979647541996384
1, 1e-06, 10, 10, 100, 0.4651898782985287
1, 1e-06, 10, 10, 150, 0.4684666658154422
1, 1e-06, 10, 10, 200, 0.4854222627922773
1, 1e-06, 10, 10, 250, 0.4700928354285957
1, 1e-06, 10, 30, 100, 0.38628109024511564
1, 1e-06, 10, 30, 150, 0.3914257383494195
1, 1e-06, 10, 30, 200, 0.3723290624562759
1, 1e-06, 10, 30, 250, 0.39149494648327016
1, 1e-06, 10, 50, 100, 0.30192571859824974
1, 1e-06, 10, 50, 150, 0.3150218851544789
1, 1e-06, 10, 50, 200, 0.29314699135036754
1, 1e-06, 10, 50, 250, 0.2990622607875896
1, 1e-06, 10, 70, 100, 0.21574413765136036
1, 1e-06, 10, 70, 150, 0.21904481511925622
1, 1e-06, 10, 70, 200, 0.19780789787484213
1, 1e-06, 10, 70, 250, 0.1782517048791189
1, 1e-06, 10, 90, 100, 0.1512549727952176
1, 1e-06, 10, 90, 150, 0.11881817206129362
1, 1e-06, 10, 90, 200, 0.13629240744046026
1, 1e-06, 10, 90, 250, 0.11848708406354636
1, 1e-06, 10, 110, 100, 0.16922994633577293
1, 1e-06, 10, 110, 150, 0.13132868758344135
1, 1e-06, 10, 110, 200, 0.13927424069180716
1, 1e-06, 10, 110, 250, 0.13370295387190842
1, 1e-06, 1, 3, 100, 0.3102108982648613
1, 1e-06, 1, 3, 150, 0.33675166329317335
1, 1e-06, 1, 3, 200, 0.34121481687725075
1, 1e-06, 1, 3, 250, 0.31786614765971083
1, 1e-06, 1, 10, 100, 0.5214340908506067
1, 1e-06, 1, 10, 150, 0.5135345932786989
1, 1e-06, 1, 10, 200, 0.4922440826839746
1, 1e-06, 1, 10, 250, 0.5093289004921406
1, 1e-06, 1, 30, 100, 0.40432365511622964
1, 1e-06, 1, 30, 150, 0.39759469814017384
1, 1e-06, 1, 30, 200, 0.41016270992491655
1, 1e-06, 1, 30, 250, 0.40470692391666874
1, 1e-06, 1, 50, 100, 0.2776290846517569
1, 1e-06, 1, 50, 150, 0.2798853546064484
1, 1e-06, 1, 50, 200, 0.297913898642973
1, 1e-06, 1, 50, 250, 0.3016894903924362
1, 1e-06, 1, 70, 100, 0.19049809479813726
1, 1e-06, 1, 70, 150, 0.18968156780772863
1, 1e-06, 1, 70, 200, 0.17108122960393593
1, 1e-06, 1, 70, 250, 0.18921017886698688
1, 1e-06, 1, 90, 100, 0.07989310102586207
1, 1e-06, 1, 90, 150, 0.07040937585751232
1, 1e-06, 1, 90, 200, 0.05928485272082252
1, 1e-06, 1, 90, 250, 0.06369133463151389
1, 1e-06, 1, 110, 100, 0.07939402803281552
1, 1e-06, 1, 110, 150, 0.0868191823908857
1, 1e-06, 1, 110, 200, 0.11248429268923939
1, 1e-06, 1, 110, 250, 0.14078443926295467
1, 1e-06, 0.1, 3, 100, 0.3501720873551599
1, 1e-06, 0.1, 3, 150, 0.33830682845487603
1, 1e-06, 0.1, 3, 200, 0.33660129823961377
1, 1e-06, 0.1, 3, 250, 0.30821531934703417
1, 1e-06, 0.1, 10, 100, 0.5218084606542877
1, 1e-06, 0.1, 10, 150, 0.4955216655019437
1, 1e-06, 0.1, 10, 200, 0.5151234620010271
1, 1e-06, 0.1, 10, 250, 0.4828374718262681
1, 1e-06, 0.1, 30, 100, 0.4050538889368799
1, 1e-06, 0.1, 30, 150, 0.3710946053349937
1, 1e-06, 0.1, 30, 200, 0.38300264232260256
1, 1e-06, 0.1, 30, 250, 0.3875214207497833
1, 1e-06, 0.1, 50, 100, 0.28208550273354427
1, 1e-06, 0.1, 50, 150, 0.30698603711586897
1, 1e-06, 0.1, 50, 200, 0.3220934335354789
1, 1e-06, 0.1, 50, 250, 0.3107916122398564
1, 1e-06, 0.1, 70, 100, 0.19188451524643416
1, 1e-06, 0.1, 70, 150, 0.15401462831675652
1, 1e-06, 0.1, 70, 200, 0.178704639276048
1, 1e-06, 0.1, 70, 250, 0.18408877355981434
1, 1e-06, 0.1, 90, 100, 0.06206709593361736
1, 1e-06, 0.1, 90, 150, 0.05630140480954816
1, 1e-06, 0.1, 90, 200, 0.0959188374537997
1, 1e-06, 0.1, 90, 250, 0.07766272687229131
1, 1e-06, 0.1, 110, 100, 0.23421572664467039
1, 1e-06, 0.1, 110, 150, 0.20516784141329733
1, 1e-06, 0.1, 110, 200, 0.21123730925809295
1, 1e-06, 0.1, 110, 250, 0.22172030386220967
1, 1e-06, 0.01, 3, 100, 0.31696293025894245
1, 1e-06, 0.01, 3, 150, 0.3225927524991142
1, 1e-06, 0.01, 3, 200, 0.33302560220950966
1, 1e-06, 0.01, 3, 250, 0.3250059474543076
1, 1e-06, 0.01, 10, 100, 0.47940519373335627
1, 1e-06, 0.01, 10, 150, 0.48516710938598573
1, 1e-06, 0.01, 10, 200, 0.5112126762213779
1, 1e-06, 0.01, 10, 250, 0.48928890116287604
1, 1e-06, 0.01, 30, 100, 0.3993471804357108
1, 1e-06, 0.01, 30, 150, 0.39215587729739815
1, 1e-06, 0.01, 30, 200, 0.38561282186566564
1, 1e-06, 0.01, 30, 250, 0.3891232010373091
1, 1e-06, 0.01, 50, 100, 0.2935339273358847
1, 1e-06, 0.01, 50, 150, 0.29820490428289154
1, 1e-06, 0.01, 50, 200, 0.31562292528053837
1, 1e-06, 0.01, 50, 250, 0.32293437211056736
1, 1e-06, 0.01, 70, 100, 0.15273406792889238
1, 1e-06, 0.01, 70, 150, 0.14702856817002266
1, 1e-06, 0.01, 70, 200, 0.1686343630032206
1, 1e-06, 0.01, 70, 250, 0.15293071252478868
1, 1e-06, 0.01, 90, 100, 0.06157035109823441
1, 1e-06, 0.01, 90, 150, 0.07665210125619482
1, 1e-06, 0.01, 90, 200, 0.0682110727719389
1, 1e-06, 0.01, 90, 250, 0.0887551660900551
1, 1e-06, 0.01, 110, 100, 0.2884272772727232
1, 1e-06, 0.01, 110, 150, 0.27291682974027226
1, 1e-06, 0.01, 110, 200, 0.25804005698689764
1, 1e-06, 0.01, 110, 250, 0.2699189098526666
0.01, 100, 100, 3, 100, 0.31024293244389445
0.01, 100, 100, 3, 150, 0.3367228262026892
0.01, 100, 100, 3, 200, 0.311588857271468
0.01, 100, 100, 3, 250, 0.28726750266374657
0.01, 100, 100, 10, 100, 0.31375514418576084
0.01, 100, 100, 10, 150, 0.31422384990205676
0.01, 100, 100, 10, 200, 0.3066880445175213
0.01, 100, 100, 10, 250, 0.33310484498217136
0.01, 100, 100, 30, 100, 0.3335910092138972
0.01, 100, 100, 30, 150, 0.3274173711529224
0.01, 100, 100, 30, 200, 0.33589762570681403
0.01, 100, 100, 30, 250, 0.320818724810611
0.01, 100, 100, 50, 100, 0.31942067432834625
0.01, 100, 100, 50, 150, 0.33353186978457877
0.01, 100, 100, 50, 200, 0.32375994320134005
0.01, 100, 100, 50, 250, 0.33215235548625427
0.01, 100, 100, 70, 100, 0.31956042298265463
0.01, 100, 100, 70, 150, 0.32791474147566324
0.01, 100, 100, 70, 200, 0.32892620792718197
0.01, 100, 100, 70, 250, 0.30664457778740667
0.01, 100, 100, 90, 100, 0.3171857392210271
0.01, 100, 100, 90, 150, 0.3153468471849737
0.01, 100, 100, 90, 200, 0.3312059477177766
0.01, 100, 100, 90, 250, 0.329919957022019
0.01, 100, 100, 110, 100, 0.3194605631819345
0.01, 100, 100, 110, 150, 0.30820445151117926
0.01, 100, 100, 110, 200, 0.3229400326907793
0.01, 100, 100, 110, 250, 0.3355371694581401
0.01, 100, 10, 3, 100, 0.33700337838816735
0.01, 100, 10, 3, 150, 0.33008222508665747
0.01, 100, 10, 3, 200, 0.32615473868645073
0.01, 100, 10, 3, 250, 0.3355718128652896
0.01, 100, 10, 10, 100, 0.3401002687988763
0.01, 100, 10, 10, 150, 0.32802671353094043
0.01, 100, 10, 10, 200, 0.3347206780270492
0.01, 100, 10, 10, 250, 0.32916409005171965
0.01, 100, 10, 30, 100, 0.32509209336963224
0.01, 100, 10, 30, 150, 0.34640148552276734
0.01, 100, 10, 30, 200, 0.31600794119625686
0.01, 100, 10, 30, 250, 0.30247093632713407
0.01, 100, 10, 50, 100, 0.32214262727332044
0.01, 100, 10, 50, 150, 0.3464004750037067
0.01, 100, 10, 50, 200, 0.33706273364724965
0.01, 100, 10, 50, 250, 0.31412839544358284
0.01, 100, 10, 70, 100, 0.34276438219395183
0.01, 100, 10, 70, 150, 0.3239121767460712
0.01, 100, 10, 70, 200, 0.307641689029635
0.01, 100, 10, 70, 250, 0.30683664962498847
0.01, 100, 10, 90, 100, 0.33626047355890065
0.01, 100, 10, 90, 150, 0.31917272416549003
0.01, 100, 10, 90, 200, 0.34111133493026
0.01, 100, 10, 90, 250, 0.3243300849320056
0.01, 100, 10, 110, 100, 0.329059436126842
0.01, 100, 10, 110, 150, 0.3311374127293516
0.01, 100, 10, 110, 200, 0.31877526379013643
0.01, 100, 10, 110, 250, 0.3343743335132222
0.01, 100, 1, 3, 100, 0.12095220340966797
0.01, 100, 1, 3, 150, 0.14303411961027723
0.01, 100, 1, 3, 200, 0.11985463914486047
0.01, 100, 1, 3, 250, 0.1201122643800754
0.01, 100, 1, 10, 100, 0.12867263883715116
0.01, 100, 1, 10, 150, 0.12331191122166561
0.01, 100, 1, 10, 200, 0.1464673389896321
0.01, 100, 1, 10, 250, 0.14886366608985546
0.01, 100, 1, 30, 100, 0.12293980576025491
0.01, 100, 1, 30, 150, 0.1260065603491465
0.01, 100, 1, 30, 200, 0.12422766746142727
0.01, 100, 1, 30, 250, 0.1297881332848476
0.01, 100, 1, 50, 100, 0.15046094563716925
0.01, 100, 1, 50, 150, 0.15885277002569115
0.01, 100, 1, 50, 200, 0.13625208500682773
0.01, 100, 1, 50, 250, 0.09828215604373627
0.01, 100, 1, 70, 100, 0.1376499897540425
0.01, 100, 1, 70, 150, 0.1339910072782991
0.01, 100, 1, 70, 200, 0.12285251792393753
0.01, 100, 1, 70, 250, 0.1291509434643036
0.01, 100, 1, 90, 100, 0.14436177402936892
0.01, 100, 1, 90, 150, 0.13682243282099693
0.01, 100, 1, 90, 200, 0.11806499167522504
0.01, 100, 1, 90, 250, 0.12122176912251374
0.01, 100, 1, 110, 100, 0.1250232079496584
0.01, 100, 1, 110, 150, 0.11406678397272357
0.01, 100, 1, 110, 200, 0.12125560427829365
0.01, 100, 1, 110, 250, 0.13615434285622027
0.01, 100, 0.1, 3, 100, 0.13687287698602643
0.01, 100, 0.1, 3, 150, 0.1329975767706194
0.01, 100, 0.1, 3, 200, 0.13157756810820728
0.01, 100, 0.1, 3, 250, 0.13842516733409252
0.01, 100, 0.1, 10, 100, 0.1420524939947693
0.01, 100, 0.1, 10, 150, 0.14874007459539307
0.01, 100, 0.1, 10, 200, 0.142805364290986
0.01, 100, 0.1, 10, 250, 0.11232071253939493
0.01, 100, 0.1, 30, 100, 0.1210066172066801
0.01, 100, 0.1, 30, 150, 0.14541499606227265
0.01, 100, 0.1, 30, 200, 0.1258643013399931
0.01, 100, 0.1, 30, 250, 0.11505291890562258
0.01, 100, 0.1, 50, 100, 0.12974271990419659
0.01, 100, 0.1, 50, 150, 0.13174708938188584
0.01, 100, 0.1, 50, 200, 0.12559349204114725
0.01, 100, 0.1, 50, 250, 0.13850734938111553
0.01, 100, 0.1, 70, 100, 0.13850280839682763
0.01, 100, 0.1, 70, 150, 0.12079656878681388
0.01, 100, 0.1, 70, 200, 0.1228235783158815
0.01, 100, 0.1, 70, 250, 0.141843598405234
0.01, 100, 0.1, 90, 100, 0.1293376274575833
0.01, 100, 0.1, 90, 150, 0.10727783697251732
0.01, 100, 0.1, 90, 200, 0.12775298751623831
0.01, 100, 0.1, 90, 250, 0.11525903649865946
0.01, 100, 0.1, 110, 100, 0.1339626283101008
0.01, 100, 0.1, 110, 150, 0.12082215610824855
0.01, 100, 0.1, 110, 200, 0.13155183763554754
0.01, 100, 0.1, 110, 250, 0.13768520724407135
0.01, 100, 0.01, 3, 100, 0.15592365527522462
0.01, 100, 0.01, 3, 150, 0.1397681324238062
0.01, 100, 0.01, 3, 200, 0.11653785404048154
0.01, 100, 0.01, 3, 250, 0.11633008954131212
0.01, 100, 0.01, 10, 100, 0.12477309377248198
0.01, 100, 0.01, 10, 150, 0.11501615686647294
0.01, 100, 0.01, 10, 200, 0.11607631939279141
0.01, 100, 0.01, 10, 250, 0.12999561654435607
0.01, 100, 0.01, 30, 100, 0.11726457656652821
0.01, 100, 0.01, 30, 150, 0.13379299471811845
0.01, 100, 0.01, 30, 200, 0.14360347359272158
0.01, 100, 0.01, 30, 250, 0.14168154365082208
0.01, 100, 0.01, 50, 100, 0.1537367850010331
0.01, 100, 0.01, 50, 150, 0.1382977282122423
0.01, 100, 0.01, 50, 200, 0.12804703888550595
0.01, 100, 0.01, 50, 250, 0.12454434133561611
0.01, 100, 0.01, 70, 100, 0.13802492405459899
0.01, 100, 0.01, 70, 150, 0.13709291042065083
0.01, 100, 0.01, 70, 200, 0.12651773487449242
0.01, 100, 0.01, 70, 250, 0.15085216880740143
0.01, 100, 0.01, 90, 100, 0.13963506275042176
0.01, 100, 0.01, 90, 150, 0.12543571576035845
0.01, 100, 0.01, 90, 200, 0.12135278624901336
0.01, 100, 0.01, 90, 250, 0.1390429978522593
0.01, 100, 0.01, 110, 100, 0.12663620905004602
0.01, 100, 0.01, 110, 150, 0.12709371089270738
0.01, 100, 0.01, 110, 200, 0.1571837781859294
0.01, 100, 0.01, 110, 250, 0.13864755158562392
0.01, 1, 100, 3, 100, 0.32115994947557835
0.01, 1, 100, 3, 150, 0.3356744840104298
0.01, 1, 100, 3, 200, 0.28116766863457593
0.01, 1, 100, 3, 250, 0.3089921451595815
0.01, 1, 100, 10, 100, 0.3102467340796658
0.01, 1, 100, 10, 150, 0.31082791823286887
0.01, 1, 100, 10, 200, 0.31397035110064475
0.01, 1, 100, 10, 250, 0.31444336355964136
0.01, 1, 100, 30, 100, 0.3360068400958555
0.01, 1, 100, 30, 150, 0.30804338330845293
0.01, 1, 100, 30, 200, 0.3214280772139548
0.01, 1, 100, 30, 250, 0.3247613805272202
0.01, 1, 100, 50, 100, 0.3218058071450426
0.01, 1, 100, 50, 150, 0.3122259908198849
0.01, 1, 100, 50, 200, 0.3284296633361175
0.01, 1, 100, 50, 250, 0.31216872149119057
0.01, 1, 100, 70, 100, 0.3362762608790748
0.01, 1, 100, 70, 150, 0.31356045639741237
0.01, 1, 100, 70, 200, 0.3350001175968241
0.01, 1, 100, 70, 250, 0.3211679895827373
0.01, 1, 100, 90, 100, 0.33700530416836477
0.01, 1, 100, 90, 150, 0.2900599722134865
0.01, 1, 100, 90, 200, 0.3296035068912866
0.01, 1, 100, 90, 250, 0.3337193290344057
0.01, 1, 100, 110, 100, 0.33243085382587373
0.01, 1, 100, 110, 150, 0.3331830252239467
0.01, 1, 100, 110, 200, 0.346217786269855
0.01, 1, 100, 110, 250, 0.32076666393999853
0.01, 1, 10, 3, 100, 0.3119398455424679
0.01, 1, 10, 3, 150, 0.3398014938202356
0.01, 1, 10, 3, 200, 0.32900495664074286
0.01, 1, 10, 3, 250, 0.3162994570964189
0.01, 1, 10, 10, 100, 0.3093339560032468
0.01, 1, 10, 10, 150, 0.297879741909143
0.01, 1, 10, 10, 200, 0.307708168552685
0.01, 1, 10, 10, 250, 0.34612885647556096
0.01, 1, 10, 30, 100, 0.329819085569903
0.01, 1, 10, 30, 150, 0.3165787443193054
0.01, 1, 10, 30, 200, 0.33560012063435407
0.01, 1, 10, 30, 250, 0.3247587536098305
0.01, 1, 10, 50, 100, 0.33259276176278635
0.01, 1, 10, 50, 150, 0.3235102581126677
0.01, 1, 10, 50, 200, 0.32934187465480574
0.01, 1, 10, 50, 250, 0.3120221807383071
0.01, 1, 10, 70, 100, 0.3289213505441611
