alpha, beta, latent_features, steps, NDCG
1e-05, 100, 5, 200, nan
1e-05, 100, 10, 50, nan
1e-05, 100, 10, 100, nan
1e-05, 100, 10, 150, nan
1e-05, 100, 10, 200, nan
1e-05, 100, 20, 50, nan
1e-05, 100, 20, 100, nan
1e-05, 100, 20, 150, nan
1e-05, 100, 20, 200, nan
1e-05, 100, 30, 50, nan
1e-05, 100, 30, 100, nan
1e-05, 100, 30, 150, nan
1e-05, 100, 30, 200, nan
1e-05, 100, 50, 50, 0.039836517402102964
1e-05, 100, 50, 100, 0.027609334779960727
1e-05, 100, 50, 150, 0.03375975706877852
1e-05, 100, 50, 200, 0.023184741765758562
1e-05, 100, 80, 50, 0.023188555043774456
1e-05, 100, 80, 100, 0.019920619964177304
1e-05, 100, 80, 150, 0.02518619860273439
1e-05, 100, 80, 200, 0.022776492031007605
1e-05, 100, 100, 50, 0.02797973969811327
1e-05, 100, 100, 100, 0.027992412384091468
1e-05, 100, 100, 150, 0.029019838998135383
1e-05, 100, 100, 200, 0.024872855366237435
1e-05, 10, 5, 50, nan
1e-05, 10, 5, 100, nan
1e-05, 10, 5, 150, nan
1e-05, 10, 5, 200, nan
1e-05, 10, 10, 50, nan
1e-05, 10, 10, 100, nan
1e-05, 10, 10, 150, nan
1e-05, 10, 10, 200, nan
1e-05, 10, 20, 50, nan
1e-05, 10, 20, 100, nan
1e-05, 10, 20, 150, nan
1e-05, 10, 20, 200, nan
1e-05, 10, 30, 50, nan
1e-05, 10, 30, 100, nan
1e-05, 10, 30, 150, nan
1e-05, 10, 30, 200, nan
1e-05, 10, 50, 50, 0.027963316131453933
1e-05, 10, 50, 100, 0.02804310807401131
1e-05, 10, 50, 150, 0.023734064179715592
1e-05, 10, 50, 200, 0.021374464514947556
1e-05, 10, 80, 50, 0.023843515444851977
1e-05, 10, 80, 100, 0.023597429628095672
1e-05, 10, 80, 150, 0.03250948812611403
1e-05, 10, 80, 200, 0.022975953916724814
1e-05, 10, 100, 50, 0.02281647351579331
1e-05, 10, 100, 100, 0.02773423849586904
1e-05, 10, 100, 150, 0.024778493091177908
1e-05, 10, 100, 200, 0.024325718944542066
1e-05, 1, 5, 50, nan
1e-05, 1, 5, 100, nan
1e-05, 1, 5, 150, nan
1e-05, 1, 5, 200, nan
1e-05, 1, 10, 50, nan
1e-05, 1, 10, 100, nan
1e-05, 1, 10, 150, nan
1e-05, 1, 10, 200, nan
1e-05, 1, 20, 50, nan
1e-05, 1, 20, 100, nan
1e-05, 1, 20, 150, nan
1e-05, 1, 20, 200, nan
1e-05, 1, 30, 50, nan
1e-05, 1, 30, 100, nan
1e-05, 1, 30, 150, nan
1e-05, 1, 30, 200, nan
1e-05, 1, 50, 50, nan
1e-05, 1, 50, 100, nan
1e-05, 1, 50, 150, nan
1e-05, 1, 50, 200, nan
1e-05, 1, 80, 50, nan
1e-05, 1, 80, 100, nan
1e-05, 1, 80, 150, nan
1e-05, 1, 80, 200, nan
1e-05, 1, 100, 50, nan
1e-05, 1, 100, 100, nan
1e-05, 1, 100, 150, nan
1e-05, 1, 100, 200, nan
1e-05, 0.1, 5, 50, 0.20995009582894536
1e-05, 0.1, 5, 100, 0.21270517012413914
1e-05, 0.1, 5, 150, 0.2178517085716061
1e-05, 0.1, 5, 200, 0.2081139589367274
1e-05, 0.1, 10, 50, 0.20719523658552075
1e-05, 0.1, 10, 100, 0.2069419538854306
1e-05, 0.1, 10, 150, 0.2104778627473272
1e-05, 0.1, 10, 200, 0.20922648258514162
1e-05, 0.1, 20, 50, 0.21018849211185106
1e-05, 0.1, 20, 100, 0.21180848434512434
1e-05, 0.1, 20, 150, 0.21300365962197682
1e-05, 0.1, 20, 200, 0.20481819675626192
1e-05, 0.1, 30, 50, 0.20376829212551564
1e-05, 0.1, 30, 100, 0.20872082632866562
1e-05, 0.1, 30, 150, 0.21281022802721522
1e-05, 0.1, 30, 200, 0.21095332371888387
1e-05, 0.1, 50, 50, 0.20905498290550814
1e-05, 0.1, 50, 100, 0.2086203940702184
1e-05, 0.1, 50, 150, 0.20313740209092954
1e-05, 0.1, 50, 200, 0.21607619393511496
1e-05, 0.1, 80, 50, 0.20422592380912624
1e-05, 0.1, 80, 100, 0.21239382160700904
1e-05, 0.1, 80, 150, 0.20623984392226746
1e-05, 0.1, 80, 200, 0.21259828933089062
1e-05, 0.1, 100, 50, 0.2097906437081014
1e-05, 0.1, 100, 100, 0.2171865758094937
1e-05, 0.1, 100, 150, 0.21041189107483357
1e-05, 0.1, 100, 200, 0.2167662667613533
1e-05, 0.01, 5, 50, 0.02377083504529399
1e-05, 0.01, 5, 100, 0.016756159104218026
1e-05, 0.01, 5, 150, 0.019562713082192346
1e-05, 0.01, 5, 200, 0.02591848671342954
1e-05, 0.01, 10, 50, 0.02381412285132955
1e-05, 0.01, 10, 100, 0.027123149292231807
1e-05, 0.01, 10, 150, 0.02047115516439291
1e-05, 0.01, 10, 200, 0.021050563216779936
1e-05, 0.01, 20, 50, 0.020792340193115533
1e-05, 0.01, 20, 100, 0.02209348434297755
1e-05, 0.01, 20, 150, 0.027903080410031637
1e-05, 0.01, 20, 200, 0.02573900455545549
1e-05, 0.01, 30, 50, 0.02723602445981223
1e-05, 0.01, 30, 100, 0.025570690656337693
1e-05, 0.01, 30, 150, 0.02469209635857223
1e-05, 0.01, 30, 200, 0.03240456437937095
1e-05, 0.01, 50, 50, 0.027269978266217493
1e-05, 0.01, 50, 100, 0.03189688274414887
1e-05, 0.01, 50, 150, 0.029678239630749264
1e-05, 0.01, 50, 200, 0.027770193039781062
1e-05, 0.01, 80, 50, 0.026537434552400242
1e-05, 0.01, 80, 100, 0.025533956810138966
1e-05, 0.01, 80, 150, 0.028078644841470286
1e-05, 0.01, 80, 200, 0.033634819466360086
1e-05, 0.01, 100, 50, 0.026116260524051905
1e-05, 0.01, 100, 100, 0.02240799680530384
1e-05, 0.01, 100, 150, 0.0268985638803349
1e-05, 0.01, 100, 200, 0.027684080573969514
1e-05, 0.001, 5, 50, 0.21176121340486864
1e-05, 0.001, 5, 100, 0.213428405205487
1e-05, 0.001, 5, 150, 0.2076507175704293
1e-05, 0.001, 5, 200, 0.21250676959630327
1e-05, 0.001, 10, 50, 0.21200451090570988
1e-05, 0.001, 10, 100, 0.20678082726483818
1e-05, 0.001, 10, 150, 0.21203856578971741
1e-05, 0.001, 10, 200, 0.20625609333682754
1e-05, 0.001, 20, 50, 0.21028148111416545
1e-05, 0.001, 20, 100, 0.20488420468265364
1e-05, 0.001, 20, 150, 0.2077443257285812
1e-05, 0.001, 20, 200, 0.20617547118024462
1e-05, 0.001, 30, 50, 0.2117828066951621
1e-05, 0.001, 30, 100, 0.21265819216901616
1e-05, 0.001, 30, 150, 0.21094981742700733
1e-05, 0.001, 30, 200, 0.20457814718760803
1e-05, 0.001, 50, 50, 0.20567449772971463
1e-05, 0.001, 50, 100, 0.20665362536747509
1e-05, 0.001, 50, 150, 0.2120758417040859
1e-05, 0.001, 50, 200, 0.2082865505946962
1e-05, 0.001, 80, 50, 0.21338738646933653
1e-05, 0.001, 80, 100, 0.210798777899673
1e-05, 0.001, 80, 150, 0.21018671426951976
1e-05, 0.001, 80, 200, 0.2099339105202111
1e-05, 0.001, 100, 50, 0.21305135139817147
1e-05, 0.001, 100, 100, 0.20531642320939117
1e-05, 0.001, 100, 150, 0.21043910085721365
1e-05, 0.001, 100, 200, 0.2083096032269494
1e-05, 0.0001, 5, 50, 0.2314724478758829
1e-05, 0.0001, 5, 100, 0.2414199475846961
1e-05, 0.0001, 5, 150, 0.15895519864342755
1e-05, 0.0001, 5, 200, 0.23838071791721852
1e-05, 0.0001, 10, 50, 0.29086379180981475
1e-05, 0.0001, 10, 100, 0.2965737397641887
1e-05, 0.0001, 10, 150, 0.27894087278419016
1e-05, 0.0001, 10, 200, 0.30014960317787054
1e-05, 0.0001, 20, 50, 0.30267889921918845
1e-05, 0.0001, 20, 100, 0.2734526690147801
1e-05, 0.0001, 20, 150, 0.31937813875011173
1e-05, 0.0001, 20, 200, 0.2905237477263489
1e-05, 0.0001, 30, 50, 0.31295867754045026
1e-05, 0.0001, 30, 100, 0.2962629096528567
1e-05, 0.0001, 30, 150, 0.3063456166376989
1e-05, 0.0001, 30, 200, 0.32020691691066205
1e-05, 0.0001, 50, 50, 0.28957769869384525
1e-05, 0.0001, 50, 100, 0.3234114599618228
1e-05, 0.0001, 50, 150, 0.30807369414691377
1e-05, 0.0001, 50, 200, 0.329113654298001
1e-05, 0.0001, 80, 50, 0.30646863738324204
1e-05, 0.0001, 80, 100, 0.31426580023356576
1e-05, 0.0001, 80, 150, 0.31122028735201956
1e-05, 0.0001, 80, 200, 0.3092897259590662
1e-05, 0.0001, 100, 50, 0.30532126136190546
1e-05, 0.0001, 100, 100, 0.3226443580076504
1e-05, 0.0001, 100, 150, 0.3358371852282747
1e-05, 0.0001, 100, 200, 0.31805773626834294
1e-05, 1e-05, 5, 50, 0.1846904773403869
1e-05, 1e-05, 5, 100, nan
1e-05, 1e-05, 5, 150, 0.18187936748079922
1e-05, 1e-05, 5, 200, 0.1735896319245514
1e-05, 1e-05, 10, 50, 0.18746018594660993
1e-05, 1e-05, 10, 100, 0.2307931836600457
1e-05, 1e-05, 10, 150, nan
1e-05, 1e-05, 10, 200, 0.22317774345920913
1e-05, 1e-05, 20, 50, 0.2473867357738304
1e-05, 1e-05, 20, 100, 0.22071967079037286
1e-05, 1e-05, 20, 150, 0.24242630230033102
1e-05, 1e-05, 20, 200, 0.24667782941766042
1e-05, 1e-05, 30, 50, 0.2435457979221038
1e-05, 1e-05, 30, 100, 0.2576301833308155
1e-05, 1e-05, 30, 150, 0.2637081528184119
1e-05, 1e-05, 30, 200, 0.26065482134346984
1e-05, 1e-05, 50, 50, 0.25656620765488747
1e-05, 1e-05, 50, 100, 0.2629990799402011
1e-05, 1e-05, 50, 150, 0.2685549360648714
1e-05, 1e-05, 50, 200, 0.2597512286259563
1e-05, 1e-05, 80, 50, 0.24211059459081172
1e-05, 1e-05, 80, 100, 0.24991686386565742
1e-05, 1e-05, 80, 150, 0.24704472452580553
1e-05, 1e-05, 80, 200, 0.2666700715482076
1e-05, 1e-05, 100, 50, 0.2538882635821151
1e-05, 1e-05, 100, 100, 0.25497622255311986
1e-05, 1e-05, 100, 150, 0.260714123649082
1e-05, 1e-05, 100, 200, 0.2758960950143143
1e-05, 1e-06, 5, 50, 0.2021366949544418
1e-05, 1e-06, 5, 100, nan
1e-05, 1e-06, 5, 150, nan
1e-05, 1e-06, 5, 200, nan
1e-05, 1e-06, 10, 50, 0.23299594153009723
1e-05, 1e-06, 10, 100, 0.2039166599868429
1e-05, 1e-06, 10, 150, nan
1e-05, 1e-06, 10, 200, nan
1e-05, 1e-06, 20, 50, 0.24579362416271852
1e-05, 1e-06, 20, 100, 0.16178871212395923
1e-05, 1e-06, 20, 150, nan
1e-05, 1e-06, 20, 200, 0.1735115815691491
1e-05, 1e-06, 30, 50, 0.23232795795145372
1e-05, 1e-06, 30, 100, 0.24362803096041966
1e-05, 1e-06, 30, 150, 0.15606479738164347
1e-05, 1e-06, 30, 200, 0.21862325863374452
1e-05, 1e-06, 50, 50, 0.23979479949815138
1e-05, 1e-06, 50, 100, 0.22511286720000168
1e-05, 1e-06, 50, 150, 0.23145154804187118
1e-05, 1e-06, 50, 200, 0.2132302195314608
1e-05, 1e-06, 80, 50, 0.2302993823769133
1e-05, 1e-06, 80, 100, 0.2299576569823117
1e-05, 1e-06, 80, 150, 0.22584921464176363
1e-05, 1e-06, 80, 200, 0.23174512721724205
1e-05, 1e-06, 100, 50, 0.23382211199061212
1e-05, 1e-06, 100, 100, 0.23695129063603906
1e-05, 1e-06, 100, 150, 0.2397581966629611
1e-05, 1e-06, 100, 200, 0.19558044049738244
1e-06, 100, 5, 50, nan
1e-06, 100, 5, 100, nan
1e-06, 100, 5, 150, nan
1e-06, 100, 5, 200, nan
1e-06, 100, 10, 50, nan
1e-06, 100, 10, 100, nan
1e-06, 100, 10, 150, nan
1e-06, 100, 10, 200, nan
1e-06, 100, 20, 50, nan
1e-06, 100, 20, 100, 0.02321756187239283
1e-06, 100, 20, 150, nan
1e-06, 100, 20, 200, 0.026248647483387465
1e-06, 100, 30, 50, 0.03209114057562526
1e-06, 100, 30, 100, 0.027644247983474535
1e-06, 100, 30, 150, 0.02536328181985536
1e-06, 100, 30, 200, 0.03240442658228006
1e-06, 100, 50, 50, 0.03236592371060448
1e-06, 100, 50, 100, 0.026466207266510396
1e-06, 100, 50, 150, 0.02164514019815126
1e-06, 100, 50, 200, 0.029174984644033168
1e-06, 100, 80, 50, 0.030208188570387647
1e-06, 100, 80, 100, 0.038545994811162616
1e-06, 100, 80, 150, 0.026100280133423276
1e-06, 100, 80, 200, 0.024806162824842826
1e-06, 100, 100, 50, 0.02705037618287275
1e-06, 100, 100, 100, 0.03236856945408287
1e-06, 100, 100, 150, 0.02584004111058918
1e-06, 100, 100, 200, 0.020657619908423856
1e-06, 10, 5, 50, nan
1e-06, 10, 5, 100, nan
1e-06, 10, 5, 150, nan
1e-06, 10, 5, 200, nan
1e-06, 10, 10, 50, nan
1e-06, 10, 10, 100, nan
1e-06, 10, 10, 150, nan
1e-06, 10, 10, 200, nan
1e-06, 10, 20, 50, nan
1e-06, 10, 20, 100, nan
1e-06, 10, 20, 150, nan
1e-06, 10, 20, 200, nan
1e-06, 10, 30, 50, 0.022768871528423194
1e-06, 10, 30, 100, 0.031103722523815856
1e-06, 10, 30, 150, nan
1e-06, 10, 30, 200, 0.027291643614643018
1e-06, 10, 50, 50, 0.037585152164151835
1e-06, 10, 50, 100, 0.03171110439977958
1e-06, 10, 50, 150, 0.029249268228243256
1e-06, 10, 50, 200, 0.022927818503639716
1e-06, 10, 80, 50, 0.024258109555622517
1e-06, 10, 80, 100, 0.02521414021371325
1e-06, 10, 80, 150, 0.032579353172143416
1e-06, 10, 80, 200, 0.03551197834251471
1e-06, 10, 100, 50, 0.03207271729274947
1e-06, 10, 100, 100, 0.03313962436632207
1e-06, 10, 100, 150, 0.028765822376530522
1e-06, 10, 100, 200, 0.033485452328035924
1e-06, 1, 5, 50, nan
1e-06, 1, 5, 100, nan
1e-06, 1, 5, 150, nan
1e-06, 1, 5, 200, nan
1e-06, 1, 10, 50, nan
1e-06, 1, 10, 100, nan
1e-06, 1, 10, 150, nan
1e-06, 1, 10, 200, nan
1e-06, 1, 20, 50, nan
1e-06, 1, 20, 100, nan
1e-06, 1, 20, 150, nan
1e-06, 1, 20, 200, nan
1e-06, 1, 30, 50, nan
1e-06, 1, 30, 100, nan
1e-06, 1, 30, 150, nan
1e-06, 1, 30, 200, nan
1e-06, 1, 50, 50, nan
1e-06, 1, 50, 100, nan
1e-06, 1, 50, 150, nan
1e-06, 1, 50, 200, nan
1e-06, 1, 80, 50, nan
1e-06, 1, 80, 100, nan
1e-06, 1, 80, 150, nan
1e-06, 1, 80, 200, nan
1e-06, 1, 100, 50, nan
1e-06, 1, 100, 100, nan
1e-06, 1, 100, 150, nan
1e-06, 1, 100, 200, nan
1e-06, 0.1, 5, 50, nan
1e-06, 0.1, 5, 100, nan
1e-06, 0.1, 5, 150, nan
1e-06, 0.1, 5, 200, nan
1e-06, 0.1, 10, 50, nan
1e-06, 0.1, 10, 100, nan
1e-06, 0.1, 10, 150, nan
1e-06, 0.1, 10, 200, nan
1e-06, 0.1, 20, 50, nan
1e-06, 0.1, 20, 100, nan
1e-06, 0.1, 20, 150, nan
1e-06, 0.1, 20, 200, nan
1e-06, 0.1, 30, 50, 0.02348285400604232
1e-06, 0.1, 30, 100, 0.023217851565521044
1e-06, 0.1, 30, 150, 0.02589939577611991
1e-06, 0.1, 30, 200, 0.016873117277500065
1e-06, 0.1, 50, 50, 0.008039510363107093
1e-06, 0.1, 50, 100, 0.01205736969646127
1e-06, 0.1, 50, 150, 0.012966884481768139
1e-06, 0.1, 50, 200, 0.014370856990611998
1e-06, 0.1, 80, 50, 0.02944420693556667
1e-06, 0.1, 80, 100, 0.034120332077696575
1e-06, 0.1, 80, 150, 0.03041879425926914
1e-06, 0.1, 80, 200, 0.033584890967560024
1e-06, 0.1, 100, 50, 0.034299952023653435
1e-06, 0.1, 100, 100, 0.03328166576165649
1e-06, 0.1, 100, 150, 0.03446507934849969
1e-06, 0.1, 100, 200, 0.03518008983854558
1e-06, 0.01, 5, 50, 0.009365761017657749
1e-06, 0.01, 5, 100, 0.008885601760277275
1e-06, 0.01, 5, 150, 0.010979676401774729
1e-06, 0.01, 5, 200, 0.010337932801346813
1e-06, 0.01, 10, 50, 0.007759957836340959
1e-06, 0.01, 10, 100, 0.006535574506921313
1e-06, 0.01, 10, 150, 0.011039160716445331
1e-06, 0.01, 10, 200, 0.01170195193335579
1e-06, 0.01, 20, 50, 0.005060558714418935
1e-06, 0.01, 20, 100, 0.0041935200290742014
1e-06, 0.01, 20, 150, 0.002055361981104904
1e-06, 0.01, 20, 200, 0.0049372723366614924
1e-06, 0.01, 30, 50, 0.007515931742708543
1e-06, 0.01, 30, 100, 0.006662349871583884
1e-06, 0.01, 30, 150, 0.2200771445298526
1e-06, 0.01, 30, 200, 0.2234213257947964
1e-06, 0.01, 50, 50, 0.2234486449264464
1e-06, 0.01, 50, 100, 0.21152059585717334
1e-06, 0.01, 50, 150, 0.211803494735111
1e-06, 0.01, 50, 200, 0.22285537319492313
1e-06, 0.01, 80, 50, 0.21220166600157878
1e-06, 0.01, 80, 100, 0.2179639493641794
1e-06, 0.01, 80, 150, 0.21029349691939356
1e-06, 0.01, 80, 200, 0.2172448382662747
1e-06, 0.01, 100, 50, 0.21983772538799767
1e-06, 0.01, 100, 100, 0.22538261523487182
1e-06, 0.01, 100, 150, 0.2188818097372664
1e-06, 0.01, 100, 200, 0.2232940683974463
1e-06, 0.001, 5, 50, 0.008853554375853577
1e-06, 0.001, 5, 100, 0.007776278542478983
1e-06, 0.001, 5, 150, 0.007339159069191105
1e-06, 0.001, 5, 200, 0.006411542156264628
1e-06, 0.001, 10, 50, 0.005022506240179102
1e-06, 0.001, 10, 100, 0.005221433715216053
1e-06, 0.001, 10, 150, 0.0054825086968806735
1e-06, 0.001, 10, 200, 0.004229941689531949
1e-06, 0.001, 20, 50, 0.20475889240978612
1e-06, 0.001, 20, 100, 0.21813543126002727
1e-06, 0.001, 20, 150, 0.21347108620435967
1e-06, 0.001, 20, 200, 0.21421193546364592
1e-06, 0.001, 30, 50, 0.2208977077580261
1e-06, 0.001, 30, 100, 0.22029410310089997
1e-06, 0.001, 30, 150, 0.21448175889195753
1e-06, 0.001, 30, 200, 0.2158462995112636
1e-06, 0.001, 50, 50, 0.2091472233715923
1e-06, 0.001, 50, 100, 0.20907377687922055
1e-06, 0.001, 50, 150, 0.19348435896439709
1e-06, 0.001, 50, 200, 0.161188585958316
1e-06, 0.001, 80, 50, 0.07269168031690701
1e-06, 0.001, 80, 100, 0.08908937616390447
1e-06, 0.001, 80, 150, 0.08716306198698284
1e-06, 0.001, 80, 200, 0.08454500414078091
1e-06, 0.001, 100, 50, 0.059728900318389885
1e-06, 0.001, 100, 100, 0.05212007702721881
1e-06, 0.001, 100, 150, 0.06161479877125673
1e-06, 0.001, 100, 200, 0.06258206676447471
1e-06, 0.0001, 5, 50, 0.20882269111230334
1e-06, 0.0001, 5, 100, 0.21151550870186137
1e-06, 0.0001, 5, 150, 0.20315623892947676
1e-06, 0.0001, 5, 200, 0.2120933517907895
1e-06, 0.0001, 10, 50, 0.2100077161502973
1e-06, 0.0001, 10, 100, 0.21024107109907816
1e-06, 0.0001, 10, 150, 0.2046450074806339
1e-06, 0.0001, 10, 200, 0.21252981326539372
1e-06, 0.0001, 20, 50, 0.2118541040139599
1e-06, 0.0001, 20, 100, 0.2024415447465457
1e-06, 0.0001, 20, 150, 0.21066231401542085
1e-06, 0.0001, 20, 200, 0.20828412396173904
1e-06, 0.0001, 30, 50, 0.2043849029702023
1e-06, 0.0001, 30, 100, 0.21258480262679127
1e-06, 0.0001, 30, 150, 0.212164130406184
1e-06, 0.0001, 30, 200, 0.20833458045722972
1e-06, 0.0001, 50, 50, 0.2061731351081094
1e-06, 0.0001, 50, 100, 0.21345762588079004
1e-06, 0.0001, 50, 150, 0.2105089422183929
1e-06, 0.0001, 50, 200, 0.20991205035863153
1e-06, 0.0001, 80, 50, 0.21056957054290057
1e-06, 0.0001, 80, 100, 0.21479337857975608
1e-06, 0.0001, 80, 150, 0.21594101328303206
1e-06, 0.0001, 80, 200, 0.205983800096843
1e-06, 0.0001, 100, 50, 0.21132600655238767
1e-06, 0.0001, 100, 100, 0.20787433862901122
1e-06, 0.0001, 100, 150, 0.20786260607897875
1e-06, 0.0001, 100, 200, 0.2092355524912779
1e-06, 1e-05, 5, 50, 0.1971794688831531
1e-06, 1e-05, 5, 100, 0.2090476974303006
1e-06, 1e-05, 5, 150, 0.24096160461987007
1e-06, 1e-05, 5, 200, 0.241770024021698
1e-06, 1e-05, 10, 50, 0.19402629128061347
1e-06, 1e-05, 10, 100, 0.2359141816295517
1e-06, 1e-05, 10, 150, 0.17590745566993538
1e-06, 1e-05, 10, 200, 0.2069237825123459
1e-06, 1e-05, 20, 50, 0.247947407200085
1e-06, 1e-05, 20, 100, 0.25097958868147857
1e-06, 1e-05, 20, 150, 0.24103531522350996
1e-06, 1e-05, 20, 200, 0.22745085218460825
1e-06, 1e-05, 30, 50, 0.278736347407557
1e-06, 1e-05, 30, 100, 0.2844489458331829
1e-06, 1e-05, 30, 150, 0.2658509443715058
1e-06, 1e-05, 30, 200, 0.25638560103594854
1e-06, 1e-05, 50, 50, 0.2692532977233763
1e-06, 1e-05, 50, 100, 0.2895551889194602
1e-06, 1e-05, 50, 150, 0.2697146870058288
1e-06, 1e-05, 50, 200, 0.22991992409379877
1e-06, 1e-05, 80, 50, 0.29676663918626295
1e-06, 1e-05, 80, 100, 0.29961234702405865
1e-06, 1e-05, 80, 150, 0.29638553415020297
1e-06, 1e-05, 80, 200, 0.28021279219956186
1e-06, 1e-05, 100, 50, 0.285454532508467
1e-06, 1e-05, 100, 100, 0.27463425791606627
1e-06, 1e-05, 100, 150, 0.3053982217184538
1e-06, 1e-05, 100, 200, 0.29715819490907946
1e-06, 1e-06, 5, 50, nan
1e-06, 1e-06, 5, 100, 0.18641221790335638
1e-06, 1e-06, 5, 150, 0.16674277683918318
1e-06, 1e-06, 5, 200, nan
1e-06, 1e-06, 10, 50, 0.15962563655416445
1e-06, 1e-06, 10, 100, 0.16228548728131187
1e-06, 1e-06, 10, 150, 0.14888324193687996
1e-06, 1e-06, 10, 200, 0.19696352590492439
1e-06, 1e-06, 20, 50, 0.14164232941197577
1e-06, 1e-06, 20, 100, nan
1e-06, 1e-06, 20, 150, 0.17783455229238365
1e-06, 1e-06, 20, 200, nan
1e-06, 1e-06, 30, 50, 0.15433177620123195
1e-06, 1e-06, 30, 100, nan
1e-06, 1e-06, 30, 150, nan
1e-06, 1e-06, 30, 200, nan
1e-06, 1e-06, 50, 50, 0.2339294024592265
1e-06, 1e-06, 50, 100, 0.24024705232931629
1e-06, 1e-06, 50, 150, nan
1e-06, 1e-06, 50, 200, nan
1e-06, 1e-06, 80, 50, nan
1e-06, 1e-06, 80, 100, 0.22188493201042547
1e-06, 1e-06, 80, 150, 0.1996554813659631
1e-06, 1e-06, 80, 200, nan
1e-06, 1e-06, 100, 50, 0.18402357629766047
1e-06, 1e-06, 100, 100, nan
1e-06, 1e-06, 100, 150, 0.179991355206492
1e-06, 1e-06, 100, 200, 0.1725639560492377
