alpha, beta, latent_features, steps, C, NDCG
1000000.0, 1e-08, 20, 50, 1, 0.08717169792888821
1000000.0, 1e-08, 20, 50, 0.1, 0.056988366404776995
1000000.0, 1e-08, 20, 50, 0.01, 0.10462870073333853
1000000.0, 1e-08, 20, 50, 0.001, 0.10281612805909855
1000000.0, 1e-08, 20, 50, 0.0001, 0.10173885032423438
1000000.0, 1e-08, 20, 50, 1e-05, 0.08998752450190878
1000000.0, 1e-08, 20, 50, 1e-06, 0.08555537584436991
1000000.0, 1e-08, 20, 50, 0, 0.08922273284127623
1000000.0, 1e-08, 20, 100, 1000, nan
1000000.0, 1e-08, 20, 100, 100, 0.12313918489535731
1000000.0, 1e-08, 20, 100, 1, 0.06970581705342044
1000000.0, 1e-08, 20, 100, 0.1, 0.08377013705190546
1000000.0, 1e-08, 20, 100, 0.01, 0.07758366133172025
1000000.0, 1e-08, 20, 100, 0.001, 0.11506305880582106
1000000.0, 1e-08, 20, 100, 0.0001, 0.0807694178141596
1000000.0, 1e-08, 20, 100, 1e-05, 0.09012371185013095
1000000.0, 1e-08, 20, 100, 1e-06, 0.08628898268462121
1000000.0, 1e-08, 20, 100, 0, 0.12649873649719798
1000000.0, 1e-08, 20, 150, 1000, nan
1000000.0, 1e-08, 20, 150, 100, 0.09832683710943588
1000000.0, 1e-08, 20, 150, 1, 0.07922483431054038
1000000.0, 1e-08, 20, 150, 0.1, 0.11760181622628699
1000000.0, 1e-08, 20, 150, 0.01, 0.12566285766412627
1000000.0, 1e-08, 20, 150, 0.001, 0.0965304189423691
1000000.0, 1e-08, 20, 150, 0.0001, 0.10118680405723937
1000000.0, 1e-08, 20, 150, 1e-05, 0.11323191761148933
1000000.0, 1e-08, 20, 150, 1e-06, 0.11472204696985373
1000000.0, 1e-08, 20, 150, 0, 0.16144768041389226
1000000.0, 1e-08, 20, 200, 1000, nan
1000000.0, 1e-08, 20, 200, 100, 0.09891845922361364
1000000.0, 1e-08, 20, 200, 1, 0.07262479598087576
1000000.0, 1e-08, 20, 200, 0.1, 0.1053272394346754
1000000.0, 1e-08, 20, 200, 0.01, 0.123327109682666
1000000.0, 1e-08, 20, 200, 0.001, 0.15429439688308935
1000000.0, 1e-08, 20, 200, 0.0001, 0.10769452417903452
1000000.0, 1e-08, 20, 200, 1e-05, 0.12548830107208234
1000000.0, 1e-08, 20, 200, 1e-06, 0.12192308212119532
1000000.0, 1e-08, 20, 200, 0, 0.0834068411769671
1000000.0, 1e-10, 3, 1, 1000, 0.08109225164581865
1000000.0, 1e-10, 3, 1, 100, 0.07684529244224036
1000000.0, 1e-10, 3, 1, 1, 0.16878006574400384
1000000.0, 1e-10, 3, 1, 0.1, 0.11512077022400412
1000000.0, 1e-10, 3, 1, 0.01, 0.1061276868765357
1000000.0, 1e-10, 3, 1, 0.001, 0.1238511742452011
1000000.0, 1e-10, 3, 1, 0.0001, 0.09306246871164287
1000000.0, 1e-10, 3, 1, 1e-05, 0.15211890309480425
1000000.0, 1e-10, 3, 1, 1e-06, 0.1093330866143198
1000000.0, 1e-10, 3, 1, 0, 0.09445262038404416
1000000.0, 1e-10, 3, 50, 1000, nan
1000000.0, 1e-10, 3, 50, 100, 0.14319184961831846
1000000.0, 1e-10, 3, 50, 1, 0.16975315829236887
1000000.0, 1e-10, 3, 50, 0.1, 0.18926426997441745
1000000.0, 1e-10, 3, 50, 0.01, 0.3676916425604391
1000000.0, 1e-10, 3, 50, 0.001, 0.21303890089511954
1000000.0, 1e-10, 3, 50, 0.0001, 0.1485425206421912
1000000.0, 1e-10, 3, 50, 1e-05, 0.30280679504697966
1000000.0, 1e-10, 3, 50, 1e-06, 0.2974561395870384
1000000.0, 1e-10, 3, 50, 0, 0.39396431284701505
1000000.0, 1e-10, 3, 100, 1000, nan
1000000.0, 1e-10, 3, 100, 100, 0.21535630750177176
1000000.0, 1e-10, 3, 100, 1, 0.1452195859039198
1000000.0, 1e-10, 3, 100, 0.1, 0.29243222085348286
1000000.0, 1e-10, 3, 100, 0.01, 0.341115616782731
1000000.0, 1e-10, 3, 100, 0.001, 0.2297231762569444
1000000.0, 1e-10, 3, 100, 0.0001, 0.2517407266828417
1000000.0, 1e-10, 3, 100, 1e-05, 0.2692995036038973
1000000.0, 1e-10, 3, 100, 1e-06, 0.31359576197166344
1000000.0, 1e-10, 3, 100, 0, 0.32874533752588014
1000000.0, 1e-10, 3, 150, 1000, nan
1000000.0, 1e-10, 3, 150, 100, 0.15218024373807723
1000000.0, 1e-10, 3, 150, 1, 0.1555376533299123
1000000.0, 1e-10, 3, 150, 0.1, 0.3380242255462983
1000000.0, 1e-10, 3, 150, 0.01, 0.33400134011611293
1000000.0, 1e-10, 3, 150, 0.001, 0.3504759031225936
1000000.0, 1e-10, 3, 150, 0.0001, 0.14852915651381618
1000000.0, 1e-10, 3, 150, 1e-05, 0.2157929762821603
1000000.0, 1e-10, 3, 150, 1e-06, 0.3180122404022025
1000000.0, 1e-10, 3, 150, 0, 0.3597861524712668
1000000.0, 1e-10, 3, 200, 1000, nan
1000000.0, 1e-10, 3, 200, 100, 0.13736191072838638
1000000.0, 1e-10, 3, 200, 1, 0.1325857891778631
1000000.0, 1e-10, 3, 200, 0.1, 0.36449229403110833
1000000.0, 1e-10, 3, 200, 0.01, 0.30946530156204655
1000000.0, 1e-10, 3, 200, 0.001, 0.1803566916439106
1000000.0, 1e-10, 3, 200, 0.0001, 0.23205497736815633
1000000.0, 1e-10, 3, 200, 1e-05, 0.2339864065040506
1000000.0, 1e-10, 3, 200, 1e-06, 0.3534309797328674
1000000.0, 1e-10, 3, 200, 0, 0.2958927986071027
1000000.0, 1e-10, 5, 1, 1000, 0.1034700199848222
1000000.0, 1e-10, 5, 1, 100, 0.09044005441148453
1000000.0, 1e-10, 5, 1, 1, 0.06671466626699046
1000000.0, 1e-10, 5, 1, 0.1, 0.11267023022660543
1000000.0, 1e-10, 5, 1, 0.01, 0.11143215239682076
1000000.0, 1e-10, 5, 1, 0.001, 0.13746108948676136
1000000.0, 1e-10, 5, 1, 0.0001, 0.09277934131681727
1000000.0, 1e-10, 5, 1, 1e-05, 0.0897460435138004
1000000.0, 1e-10, 5, 1, 1e-06, 0.13388161954145472
1000000.0, 1e-10, 5, 1, 0, 0.09086510462630638
1000000.0, 1e-10, 5, 50, 1000, nan
1000000.0, 1e-10, 5, 50, 100, 0.15643875432598478
1000000.0, 1e-10, 5, 50, 1, 0.12173619185697668
1000000.0, 1e-10, 5, 50, 0.1, 0.22735769633264838
1000000.0, 1e-10, 5, 50, 0.01, 0.25821440572654947
1000000.0, 1e-10, 5, 50, 0.001, 0.16911398722834228
1000000.0, 1e-10, 5, 50, 0.0001, 0.1339637015140644
1000000.0, 1e-10, 5, 50, 1e-05, 0.1572961066475263
1000000.0, 1e-10, 5, 50, 1e-06, 0.128562608241608
1000000.0, 1e-10, 5, 50, 0, 0.11250493237728493
1000000.0, 1e-10, 5, 100, 1000, nan
1000000.0, 1e-10, 5, 100, 100, 0.12066554851888926
1000000.0, 1e-10, 5, 100, 1, 0.10766315558321281
1000000.0, 1e-10, 5, 100, 0.1, 0.1857616998067006
1000000.0, 1e-10, 5, 100, 0.01, 0.26584484398159325
1000000.0, 1e-10, 5, 100, 0.001, 0.15545276033146846
1000000.0, 1e-10, 5, 100, 0.0001, 0.12077103266592838
1000000.0, 1e-10, 5, 100, 1e-05, 0.311129870648061
1000000.0, 1e-10, 5, 100, 1e-06, 0.14362297536843927
1000000.0, 1e-10, 5, 100, 0, 0.10188697532666086
1000000.0, 1e-10, 5, 150, 1000, nan
1000000.0, 1e-10, 5, 150, 100, 0.16396147600681682
1000000.0, 1e-10, 5, 150, 1, 0.13302710480322313
1000000.0, 1e-10, 5, 150, 0.1, 0.22786386377285353
1000000.0, 1e-10, 5, 150, 0.01, 0.26263432160468814
1000000.0, 1e-10, 5, 150, 0.001, 0.16284093379991105
1000000.0, 1e-10, 5, 150, 0.0001, 0.15261653771230096
1000000.0, 1e-10, 5, 150, 1e-05, 0.18921067661802662
1000000.0, 1e-10, 5, 150, 1e-06, 0.25266190625919493
1000000.0, 1e-10, 5, 150, 0, 0.1312414886188198
1000000.0, 1e-10, 5, 200, 1000, nan
1000000.0, 1e-10, 5, 200, 100, 0.16444853089911443
1000000.0, 1e-10, 5, 200, 1, 0.11298373579361497
1000000.0, 1e-10, 5, 200, 0.1, 0.2563414336837086
1000000.0, 1e-10, 5, 200, 0.01, 0.21650332847338113
1000000.0, 1e-10, 5, 200, 0.001, 0.13906956206452914
1000000.0, 1e-10, 5, 200, 0.0001, 0.21108580809583924
1000000.0, 1e-10, 5, 200, 1e-05, 0.3235054060760362
1000000.0, 1e-10, 5, 200, 1e-06, 0.18936552365180126
1000000.0, 1e-10, 5, 200, 0, 0.26797737487127266
1000000.0, 1e-10, 10, 1, 1000, 0.08902885405965776
1000000.0, 1e-10, 10, 1, 100, 0.11250862226940953
1000000.0, 1e-10, 10, 1, 1, 0.12354029118935961
1000000.0, 1e-10, 10, 1, 0.1, 0.0893430245366311
1000000.0, 1e-10, 10, 1, 0.01, 0.1146453349413027
1000000.0, 1e-10, 10, 1, 0.001, 0.11441344157381322
1000000.0, 1e-10, 10, 1, 0.0001, 0.16597622922682675
1000000.0, 1e-10, 10, 1, 1e-05, 0.15457576923015373
1000000.0, 1e-10, 10, 1, 1e-06, 0.13156775800665282
1000000.0, 1e-10, 10, 1, 0, 0.12241272810725123
1000000.0, 1e-10, 10, 50, 1000, nan
1000000.0, 1e-10, 10, 50, 100, 0.12178824638137666
1000000.0, 1e-10, 10, 50, 1, 0.09239496465572106
1000000.0, 1e-10, 10, 50, 0.1, 0.08248989388812934
1000000.0, 1e-10, 10, 50, 0.01, 0.07902666961426234
1000000.0, 1e-10, 10, 50, 0.001, 0.07098949515890186
1000000.0, 1e-10, 10, 50, 0.0001, 0.09504240296883468
1000000.0, 1e-10, 10, 50, 1e-05, 0.09254884838129601
1000000.0, 1e-10, 10, 50, 1e-06, 0.09936087780912464
1000000.0, 1e-10, 10, 50, 0, 0.06188669634861405
1000000.0, 1e-10, 10, 100, 1000, nan
1000000.0, 1e-10, 10, 100, 100, 0.11457096871394935
1000000.0, 1e-10, 10, 100, 1, 0.09883930519943966
1000000.0, 1e-10, 10, 100, 0.1, 0.13018153612521813
1000000.0, 1e-10, 10, 100, 0.01, 0.12063061121436026
1000000.0, 1e-10, 10, 100, 0.001, 0.06868430891380202
1000000.0, 1e-10, 10, 100, 0.0001, 0.052086069222927585
1000000.0, 1e-10, 10, 100, 1e-05, 0.07922736465141943
1000000.0, 1e-10, 10, 100, 1e-06, 0.08524661213814133
1000000.0, 1e-10, 10, 100, 0, 0.05566814083258438
1000000.0, 1e-10, 10, 150, 1000, nan
1000000.0, 1e-10, 10, 150, 100, 0.11734508622576632
1000000.0, 1e-10, 10, 150, 1, 0.10568143975778219
1000000.0, 1e-10, 10, 150, 0.1, 0.16614076742755343
1000000.0, 1e-10, 10, 150, 0.01, 0.09033326936612332
1000000.0, 1e-10, 10, 150, 0.001, 0.084543462148958
1000000.0, 1e-10, 10, 150, 0.0001, 0.09359881631746993
1000000.0, 1e-10, 10, 150, 1e-05, 0.10321010195180765
1000000.0, 1e-10, 10, 150, 1e-06, 0.06330349159690668
1000000.0, 1e-10, 10, 150, 0, 0.08642015019785636
1000000.0, 1e-10, 10, 200, 1000, nan
1000000.0, 1e-10, 10, 200, 100, 0.16770487512682336
1000000.0, 1e-10, 10, 200, 1, 0.14862073983737648
1000000.0, 1e-10, 10, 200, 0.1, 0.1277330100735945
1000000.0, 1e-10, 10, 200, 0.01, 0.08107046309384353
1000000.0, 1e-10, 10, 200, 0.001, 0.059430759202671234
1000000.0, 1e-10, 10, 200, 0.0001, 0.1011183812184871
1000000.0, 1e-10, 10, 200, 1e-05, 0.07930547049307428
1000000.0, 1e-10, 10, 200, 1e-06, 0.0972148739035706
1000000.0, 1e-10, 10, 200, 0, 0.09107857042291037
1000000.0, 1e-10, 15, 1, 1000, 0.09283736134636136
1000000.0, 1e-10, 15, 1, 100, 0.11118779003147622
1000000.0, 1e-10, 15, 1, 1, 0.19411508324558954
1000000.0, 1e-10, 15, 1, 0.1, 0.13187306618026803
1000000.0, 1e-10, 15, 1, 0.01, 0.15755272672614906
1000000.0, 1e-10, 15, 1, 0.001, 0.13521887481652362
1000000.0, 1e-10, 15, 1, 0.0001, 0.1577285183394905
1000000.0, 1e-10, 15, 1, 1e-05, 0.19687427803123292
1000000.0, 1e-10, 15, 1, 1e-06, 0.14666063267125978
1000000.0, 1e-10, 15, 1, 0, 0.1400474821522326
1000000.0, 1e-10, 15, 50, 1000, nan
1000000.0, 1e-10, 15, 50, 100, 0.0930892144332705
1000000.0, 1e-10, 15, 50, 1, 0.08168120490530109
1000000.0, 1e-10, 15, 50, 0.1, 0.08128693144304057
1000000.0, 1e-10, 15, 50, 0.01, 0.07952607924354509
1000000.0, 1e-10, 15, 50, 0.001, 0.09163723775105231
1000000.0, 1e-10, 15, 50, 0.0001, 0.10484315519855991
1000000.0, 1e-10, 15, 50, 1e-05, 0.09070428456987686
1000000.0, 1e-10, 15, 50, 1e-06, 0.07071265121089704
1000000.0, 1e-10, 15, 50, 0, 0.09542905140179002
1000000.0, 1e-10, 15, 100, 1000, nan
1000000.0, 1e-10, 15, 100, 100, 0.09598819221946682
1000000.0, 1e-10, 15, 100, 1, 0.0684377915076459
1000000.0, 1e-10, 15, 100, 0.1, 0.08647444788914146
1000000.0, 1e-10, 15, 100, 0.01, 0.11800222216052936
1000000.0, 1e-10, 15, 100, 0.001, 0.10438006384694822
1000000.0, 1e-10, 15, 100, 0.0001, 0.06422327060739702
1000000.0, 1e-10, 15, 100, 1e-05, 0.0821173814985327
1000000.0, 1e-10, 15, 100, 1e-06, 0.09867132267724252
1000000.0, 1e-10, 15, 100, 0, 0.07383026855592843
1000000.0, 1e-10, 15, 150, 1000, nan
1000000.0, 1e-10, 15, 150, 100, 0.14265864422826346
1000000.0, 1e-10, 15, 150, 1, 0.09848090205975779
1000000.0, 1e-10, 15, 150, 0.1, 0.0895206463748631
1000000.0, 1e-10, 15, 150, 0.01, 0.0901124585670397
1000000.0, 1e-10, 15, 150, 0.001, 0.05849614223641793
1000000.0, 1e-10, 15, 150, 0.0001, 0.09374006614033363
1000000.0, 1e-10, 15, 150, 1e-05, 0.0693490681022947
1000000.0, 1e-10, 15, 150, 1e-06, 0.07589835985401665
1000000.0, 1e-10, 15, 150, 0, 0.09984878869314086
1000000.0, 1e-10, 15, 200, 1000, nan
1000000.0, 1e-10, 15, 200, 100, 0.11812015272345083
1000000.0, 1e-10, 15, 200, 1, 0.0922672787857193
1000000.0, 1e-10, 15, 200, 0.1, 0.08704170581730081
1000000.0, 1e-10, 15, 200, 0.01, 0.09706282944800623
1000000.0, 1e-10, 15, 200, 0.001, 0.07899653183020527
1000000.0, 1e-10, 15, 200, 0.0001, 0.08775659807347973
1000000.0, 1e-10, 15, 200, 1e-05, 0.09744944360658847
1000000.0, 1e-10, 15, 200, 1e-06, 0.12523583627692042
1000000.0, 1e-10, 15, 200, 0, 0.09812106057023526
1000000.0, 1e-10, 20, 1, 1000, 0.20125138347438173
1000000.0, 1e-10, 20, 1, 100, 0.18291135049784693
1000000.0, 1e-10, 20, 1, 1, 0.14150085946878008
1000000.0, 1e-10, 20, 1, 0.1, 0.15160711617389722
1000000.0, 1e-10, 20, 1, 0.01, 0.1502750550165074
1000000.0, 1e-10, 20, 1, 0.001, 0.13333636376326158
1000000.0, 1e-10, 20, 1, 0.0001, 0.19414889987389003
1000000.0, 1e-10, 20, 1, 1e-05, 0.1612543140294963
1000000.0, 1e-10, 20, 1, 1e-06, 0.15812423249647772
1000000.0, 1e-10, 20, 1, 0, 0.1705974782532614
1000000.0, 1e-10, 20, 50, 1000, nan
1000000.0, 1e-10, 20, 50, 100, 0.0682441480819994
1000000.0, 1e-10, 20, 50, 1, 0.08735182053740498
1000000.0, 1e-10, 20, 50, 0.1, 0.07056971200817916
1000000.0, 1e-10, 20, 50, 0.01, 0.10076424105986874
1000000.0, 1e-10, 20, 50, 0.001, 0.09155686338534885
1000000.0, 1e-10, 20, 50, 0.0001, 0.07200620971056503
1000000.0, 1e-10, 20, 50, 1e-05, 0.0982145793332539
1000000.0, 1e-10, 20, 50, 1e-06, 0.12317549003854764
1000000.0, 1e-10, 20, 50, 0, 0.11922554263388935
1000000.0, 1e-10, 20, 100, 1000, nan
1000000.0, 1e-10, 20, 100, 100, 0.07840379511201208
1000000.0, 1e-10, 20, 100, 1, 0.0619947566055926
1000000.0, 1e-10, 20, 100, 0.1, 0.09465688280804489
1000000.0, 1e-10, 20, 100, 0.01, 0.13004414996847563
1000000.0, 1e-10, 20, 100, 0.001, 0.11379880684110864
1000000.0, 1e-10, 20, 100, 0.0001, 0.10412711468412555
1000000.0, 1e-10, 20, 100, 1e-05, 0.09619533963089925
1000000.0, 1e-10, 20, 100, 1e-06, 0.07624270548150495
1000000.0, 1e-10, 20, 100, 0, 0.07639060328081747
1000000.0, 1e-10, 20, 150, 1000, nan
1000000.0, 1e-10, 20, 150, 100, 0.12618138552576494
1000000.0, 1e-10, 20, 150, 1, 0.06698057743408599
1000000.0, 1e-10, 20, 150, 0.1, 0.09511305744401147
1000000.0, 1e-10, 20, 150, 0.01, 0.09812075462466399
1000000.0, 1e-10, 20, 150, 0.001, 0.11968909115027009
1000000.0, 1e-10, 20, 150, 0.0001, 0.08205846280365638
1000000.0, 1e-10, 20, 150, 1e-05, 0.08743223337177476
1000000.0, 1e-10, 20, 150, 1e-06, 0.10696704852666816
1000000.0, 1e-10, 20, 150, 0, 0.08335156949334492
1000000.0, 1e-10, 20, 200, 1000, nan
1000000.0, 1e-10, 20, 200, 100, 0.10980738286585953
1000000.0, 1e-10, 20, 200, 1, 0.06006047800173479
1000000.0, 1e-10, 20, 200, 0.1, 0.09820083077688001
1000000.0, 1e-10, 20, 200, 0.01, 0.1439851013438848
1000000.0, 1e-10, 20, 200, 0.001, 0.1338846071795249
1000000.0, 1e-10, 20, 200, 0.0001, 0.10352442837732698
1000000.0, 1e-10, 20, 200, 1e-05, 0.08715983426351066
1000000.0, 1e-10, 20, 200, 1e-06, 0.11523419668751433
1000000.0, 1e-10, 20, 200, 0, 0.11235506464338098
10000.0, 100000000.0, 3, 1, 1000, 0.508830624889853
10000.0, 100000000.0, 3, 1, 100, 0.5011093388469896
10000.0, 100000000.0, 3, 1, 1, 0.5112291588383877
10000.0, 100000000.0, 3, 1, 0.1, 0.5190332579243201
10000.0, 100000000.0, 3, 1, 0.01, 0.49710699259786734
10000.0, 100000000.0, 3, 1, 0.001, 0.5018521402245617
10000.0, 100000000.0, 3, 1, 0.0001, 0.5091653221833383
10000.0, 100000000.0, 3, 1, 1e-05, 0.49452923644993374
10000.0, 100000000.0, 3, 1, 1e-06, 0.534572681610577
10000.0, 100000000.0, 3, 1, 0, 0.5242235180403926
10000.0, 100000000.0, 3, 50, 1000, 0.1380781035441293
10000.0, 100000000.0, 3, 50, 100, 0.11965617480416847
10000.0, 100000000.0, 3, 50, 1, 0.5275231428064616
10000.0, 100000000.0, 3, 50, 0.1, 0.5030023552679749
10000.0, 100000000.0, 3, 50, 0.01, 0.5129429692088331
10000.0, 100000000.0, 3, 50, 0.001, 0.488630717720177
10000.0, 100000000.0, 3, 50, 0.0001, 0.4895572271494179
10000.0, 100000000.0, 3, 50, 1e-05, 0.5108430107403568
10000.0, 100000000.0, 3, 50, 1e-06, 0.5247555554594279
10000.0, 100000000.0, 3, 50, 0, 0.013394961205727333
10000.0, 100000000.0, 3, 100, 1000, 0.16755124245653744
10000.0, 100000000.0, 3, 100, 100, 0.13401138229562945
10000.0, 100000000.0, 3, 100, 1, 0.5155360887782419
10000.0, 100000000.0, 3, 100, 0.1, 0.5070050229757258
10000.0, 100000000.0, 3, 100, 0.01, 0.5025054055284167
10000.0, 100000000.0, 3, 100, 0.001, 0.4994944355079059
10000.0, 100000000.0, 3, 100, 0.0001, 0.5295185764817587
10000.0, 100000000.0, 3, 100, 1e-05, 0.5081018184028483
10000.0, 100000000.0, 3, 100, 1e-06, 0.5275409177848369
10000.0, 100000000.0, 3, 100, 0, 0.005709733511055761
10000.0, 100000000.0, 3, 150, 1000, 0.15550087941157875
10000.0, 100000000.0, 3, 150, 100, 0.1272010482731661
10000.0, 100000000.0, 3, 150, 1, 0.5106100320358972
10000.0, 100000000.0, 3, 150, 0.1, 0.4919528764740842
10000.0, 100000000.0, 3, 150, 0.01, 0.5010834360072633
10000.0, 100000000.0, 3, 150, 0.001, 0.5004385458140805
10000.0, 100000000.0, 3, 150, 0.0001, 0.500141541708068
10000.0, 100000000.0, 3, 150, 1e-05, 0.5138787331876524
10000.0, 100000000.0, 3, 150, 1e-06, 0.506722823768164
10000.0, 100000000.0, 3, 150, 0, 0.016781074974339675
10000.0, 100000000.0, 3, 200, 1000, 0.1278002180955244
10000.0, 100000000.0, 3, 200, 100, 0.12342332591257828
10000.0, 100000000.0, 3, 200, 1, 0.500066218987406
10000.0, 100000000.0, 3, 200, 0.1, 0.5083126855001843
10000.0, 100000000.0, 3, 200, 0.01, 0.5000610493161473
10000.0, 100000000.0, 3, 200, 0.001, 0.5061757294904222
10000.0, 100000000.0, 3, 200, 0.0001, 0.4969580177646481
10000.0, 100000000.0, 3, 200, 1e-05, 0.5255296321334176
10000.0, 100000000.0, 3, 200, 1e-06, 0.5060252738072729
10000.0, 100000000.0, 3, 200, 0, 0.020662955894051573
10000.0, 100000000.0, 5, 1, 1000, 0.5100616346008641
10000.0, 100000000.0, 5, 1, 100, 0.5290735057221663
10000.0, 100000000.0, 5, 1, 1, 0.482427588274437
10000.0, 100000000.0, 5, 1, 0.1, 0.5222138369594281
10000.0, 100000000.0, 5, 1, 0.01, 0.5072749201703908
10000.0, 100000000.0, 5, 1, 0.001, 0.5089787120022518
10000.0, 100000000.0, 5, 1, 0.0001, 0.5010233132888104
10000.0, 100000000.0, 5, 1, 1e-05, 0.49560950089212175
10000.0, 100000000.0, 5, 1, 1e-06, 0.4991511061841779
10000.0, 100000000.0, 5, 1, 0, 0.5080704266041972
10000.0, 100000000.0, 5, 50, 1000, 0.13954776376213723
10000.0, 100000000.0, 5, 50, 100, 0.10867339668084144
10000.0, 100000000.0, 5, 50, 1, 0.5104265496132279
10000.0, 100000000.0, 5, 50, 0.1, 0.4760975337164364
10000.0, 100000000.0, 5, 50, 0.01, 0.49815330164922195
10000.0, 100000000.0, 5, 50, 0.001, 0.507292419504227
10000.0, 100000000.0, 5, 50, 0.0001, 0.501523972165224
10000.0, 100000000.0, 5, 50, 1e-05, 0.5146930503473091
10000.0, 100000000.0, 5, 50, 1e-06, 0.5060594690944091
10000.0, 100000000.0, 5, 50, 0, 0.01301943438354072
10000.0, 100000000.0, 5, 100, 1000, 0.12237088116588411
10000.0, 100000000.0, 5, 100, 100, 0.12807629347307628
10000.0, 100000000.0, 5, 100, 1, 0.5015922412905975
10000.0, 100000000.0, 5, 100, 0.1, 0.5265756332986169
10000.0, 100000000.0, 5, 100, 0.01, 0.49803549652574985
10000.0, 100000000.0, 5, 100, 0.001, 0.5048427942866052
10000.0, 100000000.0, 5, 100, 0.0001, 0.5034092959508393
10000.0, 100000000.0, 5, 100, 1e-05, 0.5016867712032154
10000.0, 100000000.0, 5, 100, 1e-06, 0.50930700248441
10000.0, 100000000.0, 5, 100, 0, 0.016025812949762373
10000.0, 100000000.0, 5, 150, 1000, 0.1253411208314439
10000.0, 100000000.0, 5, 150, 100, 0.11014675812000277
10000.0, 100000000.0, 5, 150, 1, 0.49708775140118305
10000.0, 100000000.0, 5, 150, 0.1, 0.516606402832634
10000.0, 100000000.0, 5, 150, 0.01, 0.5008237516460459
10000.0, 100000000.0, 5, 150, 0.001, 0.514163015586602
10000.0, 100000000.0, 5, 150, 0.0001, 0.519900369657787
10000.0, 100000000.0, 5, 150, 1e-05, 0.5061796027861037
10000.0, 100000000.0, 5, 150, 1e-06, 0.5101509286372038
10000.0, 100000000.0, 5, 150, 0, 0.011663416571643907
10000.0, 100000000.0, 5, 200, 1000, 0.1591129340591323
10000.0, 100000000.0, 5, 200, 100, 0.12086394703115073
10000.0, 100000000.0, 5, 200, 1, 0.5018692369191047
10000.0, 100000000.0, 5, 200, 0.1, 0.47790896633243024
10000.0, 100000000.0, 5, 200, 0.01, 0.491675920028899
10000.0, 100000000.0, 5, 200, 0.001, 0.5033146499266402
10000.0, 100000000.0, 5, 200, 0.0001, 0.5075391257853096
10000.0, 100000000.0, 5, 200, 1e-05, 0.5400529771352205
10000.0, 100000000.0, 5, 200, 1e-06, 0.5049521289332302
10000.0, 100000000.0, 5, 200, 0, 0.0070646309561197785
10000.0, 100000000.0, 10, 1, 1000, 0.48739713683363783
10000.0, 100000000.0, 10, 1, 100, 0.5205935589641403
10000.0, 100000000.0, 10, 1, 1, 0.4960892454328048
10000.0, 100000000.0, 10, 1, 0.1, 0.5225240932217093
10000.0, 100000000.0, 10, 1, 0.01, 0.5132407848564324
10000.0, 100000000.0, 10, 1, 0.001, 0.49021044407894365
10000.0, 100000000.0, 10, 1, 0.0001, 0.48767414423739786
10000.0, 100000000.0, 10, 1, 1e-05, 0.5106213542007123
10000.0, 100000000.0, 10, 1, 1e-06, 0.5012779520083457
10000.0, 100000000.0, 10, 1, 0, 0.5212683691912217
10000.0, 100000000.0, 10, 50, 1000, 0.13677552165558438
10000.0, 100000000.0, 10, 50, 100, 0.10526077269653118
10000.0, 100000000.0, 10, 50, 1, 0.5138561028353765
10000.0, 100000000.0, 10, 50, 0.1, 0.5240290725150255
10000.0, 100000000.0, 10, 50, 0.01, 0.5115036337903666
10000.0, 100000000.0, 10, 50, 0.001, 0.5099791374571925
10000.0, 100000000.0, 10, 50, 0.0001, 0.49195426125047814
10000.0, 100000000.0, 10, 50, 1e-05, 0.4920468144948223
10000.0, 100000000.0, 10, 50, 1e-06, 0.5105039092315021
10000.0, 100000000.0, 10, 50, 0, 0.02096108013794656
10000.0, 100000000.0, 10, 100, 1000, 0.13563888110563277
10000.0, 100000000.0, 10, 100, 100, 0.12153126921304079
10000.0, 100000000.0, 10, 100, 1, 0.5123786864710211
10000.0, 100000000.0, 10, 100, 0.1, 0.5082752307031686
10000.0, 100000000.0, 10, 100, 0.01, 0.5142909163515728
10000.0, 100000000.0, 10, 100, 0.001, 0.5013378873095106
10000.0, 100000000.0, 10, 100, 0.0001, 0.49899513566405224
10000.0, 100000000.0, 10, 100, 1e-05, 0.5086462776250751
10000.0, 100000000.0, 10, 100, 1e-06, 0.4839402792416438
10000.0, 100000000.0, 10, 100, 0, 0.4970255064605302
10000.0, 100000000.0, 10, 150, 1000, 0.1419008613331615
10000.0, 100000000.0, 10, 150, 100, 0.12306493262642589
10000.0, 100000000.0, 10, 150, 1, 0.5029135529650188
10000.0, 100000000.0, 10, 150, 0.1, 0.4987290859606418
10000.0, 100000000.0, 10, 150, 0.01, 0.5190157287240394
10000.0, 100000000.0, 10, 150, 0.001, 0.5085529197603557
10000.0, 100000000.0, 10, 150, 0.0001, 0.48897067180062687
10000.0, 100000000.0, 10, 150, 1e-05, 0.5152592542827893
10000.0, 100000000.0, 10, 150, 1e-06, 0.5199370309698758
10000.0, 100000000.0, 10, 150, 0, 0.016067997689031104
10000.0, 100000000.0, 10, 200, 1000, 0.162387542555016
10000.0, 100000000.0, 10, 200, 100, 0.11284593899296157
10000.0, 100000000.0, 10, 200, 1, 0.516124391007995
10000.0, 100000000.0, 10, 200, 0.1, 0.49125235097167497
10000.0, 100000000.0, 10, 200, 0.01, 0.49314586445298964
10000.0, 100000000.0, 10, 200, 0.001, 0.4897581949139427
