alpha, regularization, latent_features, learning_rate, NDCG
100000.0, 0.001, 100, 1, 1e-09, 0.5044649542739489
100000.0, 0.001, 100, 1, 1e-10, 0.18382454003970722
100000.0, 0.001, 100, 1, 1e-11, 0.1743656362818706
100000.0, 0.001, 200, 1, 1e-08, nan
100000.0, 0.001, 200, 1, 1e-09, 0.5003773512400751
100000.0, 0.001, 200, 1, 1e-10, 0.1854515001493261
100000.0, 0.001, 200, 1, 1e-11, 0.17936498667601083
100000.0, 0.001, 300, 1, 1e-08, nan
100000.0, 0.001, 300, 1, 1e-09, 0.5076717592880655
100000.0, 0.001, 300, 1, 1e-10, 0.1727451065466285
100000.0, 0.001, 300, 1, 1e-11, 0.19297033694970608
100000.0, 0.001, 500, 1, 1e-08, nan
100000.0, 0.001, 500, 1, 1e-09, 0.5070281950565111
100000.0, 0.001, 500, 1, 1e-10, 0.23274917587944532
100000.0, 0.001, 500, 1, 1e-11, 0.15283174469240346
100000.0, 0.0001, 50, 1, 1e-08, nan
100000.0, 0.0001, 50, 1, 1e-09, 0.5062227402835368
100000.0, 0.0001, 50, 1, 1e-10, 0.18269094244865458
100000.0, 0.0001, 50, 1, 1e-11, 0.17667441420663166
100000.0, 0.0001, 75, 1, 1e-08, nan
100000.0, 0.0001, 75, 1, 1e-09, 0.4857706824683396
100000.0, 0.0001, 75, 1, 1e-10, 0.16417393532995464
100000.0, 0.0001, 75, 1, 1e-11, 0.19647888657357818
100000.0, 0.0001, 100, 1, 1e-08, nan
100000.0, 0.0001, 100, 1, 1e-09, 0.5010472691383643
100000.0, 0.0001, 100, 1, 1e-10, 0.19994609558242116
100000.0, 0.0001, 100, 1, 1e-11, 0.16600108925326432
100000.0, 0.0001, 200, 1, 1e-08, nan
100000.0, 0.0001, 200, 1, 1e-09, 0.5086945276427781
100000.0, 0.0001, 200, 1, 1e-10, 0.1458435910727386
100000.0, 0.0001, 200, 1, 1e-11, 0.1775487666964776
100000.0, 0.0001, 300, 1, 1e-08, nan
100000.0, 0.0001, 300, 1, 1e-09, 0.4962554482235676
100000.0, 0.0001, 300, 1, 1e-10, 0.17271349412183418
100000.0, 0.0001, 300, 1, 1e-11, 0.18685886362865034
100000.0, 0.0001, 500, 1, 1e-08, nan
100000.0, 0.0001, 500, 1, 1e-09, 0.5017650590144807
100000.0, 0.0001, 500, 1, 1e-10, 0.14365701117403323
100000.0, 0.0001, 500, 1, 1e-11, 0.19011178889767374
100000.0, 1e-05, 50, 1, 1e-08, nan
100000.0, 1e-05, 50, 1, 1e-09, 0.49824346108292283
100000.0, 1e-05, 50, 1, 1e-10, 0.17762739124543414
100000.0, 1e-05, 50, 1, 1e-11, 0.17287288103655377
100000.0, 1e-05, 75, 1, 1e-08, nan
100000.0, 1e-05, 75, 1, 1e-09, 0.5182895632564365
100000.0, 1e-05, 75, 1, 1e-10, 0.1715772950981153
100000.0, 1e-05, 75, 1, 1e-11, 0.15229584795198786
100000.0, 1e-05, 100, 1, 1e-08, nan
100000.0, 1e-05, 100, 1, 1e-09, 0.5032940232810297
100000.0, 1e-05, 100, 1, 1e-10, 0.16584986997642406
100000.0, 1e-05, 100, 1, 1e-11, 0.1929148468442575
100000.0, 1e-05, 200, 1, 1e-08, nan
100000.0, 1e-05, 200, 1, 1e-09, 0.501865938286313
100000.0, 1e-05, 200, 1, 1e-10, 0.17125609537965425
100000.0, 1e-05, 200, 1, 1e-11, 0.17438236310489327
100000.0, 1e-05, 300, 1, 1e-08, nan
100000.0, 1e-05, 300, 1, 1e-09, 0.4870901270309497
100000.0, 1e-05, 300, 1, 1e-10, 0.18400154334988353
100000.0, 1e-05, 300, 1, 1e-11, 0.18891490980068895
100000.0, 1e-05, 500, 1, 1e-08, nan
100000.0, 1e-05, 500, 1, 1e-09, 0.4757405127471182
100000.0, 1e-05, 500, 1, 1e-10, 0.17581373210217563
100000.0, 1e-05, 500, 1, 1e-11, 0.16568617370449087
100000.0, 1e-06, 50, 1, 1e-08, nan
100000.0, 1e-06, 50, 1, 1e-09, 0.5167782825683582
100000.0, 1e-06, 50, 1, 1e-10, 0.1818259293849961
100000.0, 1e-06, 50, 1, 1e-11, 0.17673795752986166
100000.0, 1e-06, 75, 1, 1e-08, nan
100000.0, 1e-06, 75, 1, 1e-09, 0.5099314963228136
100000.0, 1e-06, 75, 1, 1e-10, 0.18050009028618674
100000.0, 1e-06, 75, 1, 1e-11, 0.1828704348318185
100000.0, 1e-06, 100, 1, 1e-08, nan
100000.0, 1e-06, 100, 1, 1e-09, 0.48355538400562736
100000.0, 1e-06, 100, 1, 1e-10, 0.18800084484227295
100000.0, 1e-06, 100, 1, 1e-11, 0.17646814309837988
100000.0, 1e-06, 200, 1, 1e-08, nan
100000.0, 1e-06, 200, 1, 1e-09, 0.500787423951235
100000.0, 1e-06, 200, 1, 1e-10, 0.1592520311003603
100000.0, 1e-06, 200, 1, 1e-11, 0.15858872353549708
100000.0, 1e-06, 300, 1, 1e-08, nan
100000.0, 1e-06, 300, 1, 1e-09, 0.47999279429414693
100000.0, 1e-06, 300, 1, 1e-10, 0.1980603537866104
100000.0, 1e-06, 300, 1, 1e-11, 0.17301564386373208
100000.0, 1e-06, 500, 1, 1e-08, nan
100000.0, 1e-06, 500, 1, 1e-09, 0.49063177408029296
100000.0, 1e-06, 500, 1, 1e-10, 0.19480699678388277
100000.0, 1e-06, 500, 1, 1e-11, 0.1740060508434929
100000.0, 1e-07, 50, 1, 1e-08, nan
100000.0, 1e-07, 50, 1, 1e-09, 0.4843831095043243
100000.0, 1e-07, 50, 1, 1e-10, 0.16405180675363623
100000.0, 1e-07, 50, 1, 1e-11, 0.18197407728202067
100000.0, 1e-07, 75, 1, 1e-08, nan
100000.0, 1e-07, 75, 1, 1e-09, 0.4963944951382169
100000.0, 1e-07, 75, 1, 1e-10, 0.1651003299073023
100000.0, 1e-07, 75, 1, 1e-11, 0.15751195661821218
100000.0, 1e-07, 100, 1, 1e-08, nan
100000.0, 1e-07, 100, 1, 1e-09, 0.4938886957533222
100000.0, 1e-07, 100, 1, 1e-10, 0.16317733990635486
100000.0, 1e-07, 100, 1, 1e-11, 0.19157851799303124
100000.0, 1e-07, 200, 1, 1e-08, nan
100000.0, 1e-07, 200, 1, 1e-09, 0.5039620417509382
100000.0, 1e-07, 200, 1, 1e-10, 0.20053211160811885
100000.0, 1e-07, 200, 1, 1e-11, 0.14485085659222915
100000.0, 1e-07, 300, 1, 1e-08, nan
100000.0, 1e-07, 300, 1, 1e-09, 0.4907935024070988
100000.0, 1e-07, 300, 1, 1e-10, 0.2018982526521526
100000.0, 1e-07, 300, 1, 1e-11, 0.16373152595069368
100000.0, 1e-07, 500, 1, 1e-08, nan
100000.0, 1e-07, 500, 1, 1e-09, 0.5010599171037992
100000.0, 1e-07, 500, 1, 1e-10, 0.18578569714031254
100000.0, 1e-07, 500, 1, 1e-11, 0.18118605359517226
100000.0, 1e-08, 50, 1, 1e-08, nan
100000.0, 1e-08, 50, 1, 1e-09, 0.4958233061789646
100000.0, 1e-08, 50, 1, 1e-10, 0.19046779559437862
100000.0, 1e-08, 50, 1, 1e-11, 0.1918663428010162
100000.0, 1e-08, 75, 1, 1e-08, nan
100000.0, 1e-08, 75, 1, 1e-09, 0.4779240203530197
100000.0, 1e-08, 75, 1, 1e-10, 0.17252788046639617
100000.0, 1e-08, 75, 1, 1e-11, 0.15291994936060466
100000.0, 1e-08, 100, 1, 1e-08, nan
100000.0, 1e-08, 100, 1, 1e-09, 0.4958076318588467
100000.0, 1e-08, 100, 1, 1e-10, 0.19040614611382048
100000.0, 1e-08, 100, 1, 1e-11, 0.17448169842620498
100000.0, 1e-08, 200, 1, 1e-08, nan
100000.0, 1e-08, 200, 1, 1e-09, 0.483790992854118
100000.0, 1e-08, 200, 1, 1e-10, 0.19650910571259395
100000.0, 1e-08, 200, 1, 1e-11, 0.17378418613945548
100000.0, 1e-08, 300, 1, 1e-08, nan
100000.0, 1e-08, 300, 1, 1e-09, 0.503323113379252
100000.0, 1e-08, 300, 1, 1e-10, 0.2149149925066748
100000.0, 1e-08, 300, 1, 1e-11, 0.1908817552539916
100000.0, 1e-08, 500, 1, 1e-08, nan
100000.0, 1e-08, 500, 1, 1e-09, 0.49057200779620275
100000.0, 1e-08, 500, 1, 1e-10, 0.19185043975259317
100000.0, 1e-08, 500, 1, 1e-11, 0.1748091785051587
100000.0, 1e-09, 50, 1, 1e-08, nan
100000.0, 1e-09, 50, 1, 1e-09, 0.5079317500617978
100000.0, 1e-09, 50, 1, 1e-10, 0.197160300542494
100000.0, 1e-09, 50, 1, 1e-11, 0.19091224454919548
100000.0, 1e-09, 75, 1, 1e-08, nan
100000.0, 1e-09, 75, 1, 1e-09, 0.5047862893700655
100000.0, 1e-09, 75, 1, 1e-10, 0.18556068942375006
100000.0, 1e-09, 75, 1, 1e-11, 0.16835912862498353
100000.0, 1e-09, 100, 1, 1e-08, nan
100000.0, 1e-09, 100, 1, 1e-09, 0.5109769246828031
100000.0, 1e-09, 100, 1, 1e-10, 0.18252590553751769
100000.0, 1e-09, 100, 1, 1e-11, 0.19398969212966796
100000.0, 1e-09, 200, 1, 1e-08, nan
100000.0, 1e-09, 200, 1, 1e-09, 0.519065724656885
100000.0, 1e-09, 200, 1, 1e-10, 0.16428804765777102
100000.0, 1e-09, 200, 1, 1e-11, 0.1752167938398646
100000.0, 1e-09, 300, 1, 1e-08, nan
100000.0, 1e-09, 300, 1, 1e-09, 0.503437690483123
100000.0, 1e-09, 300, 1, 1e-10, 0.1762632286669723
100000.0, 1e-09, 300, 1, 1e-11, 0.19069968309623225
100000.0, 1e-09, 500, 1, 1e-08, nan
100000.0, 1e-09, 500, 1, 1e-09, 0.49502745599725223
100000.0, 1e-09, 500, 1, 1e-10, 0.18031182014376557
100000.0, 1e-09, 500, 1, 1e-11, 0.16431663597210605
100000.0, 1e-10, 50, 1, 1e-08, nan
100000.0, 1e-10, 50, 1, 1e-09, 0.5047441602901057
100000.0, 1e-10, 50, 1, 1e-10, 0.15318356058864777
100000.0, 1e-10, 50, 1, 1e-11, 0.15101000926818306
100000.0, 1e-10, 75, 1, 1e-08, nan
100000.0, 1e-10, 75, 1, 1e-09, 0.5007412667090692
100000.0, 1e-10, 75, 1, 1e-10, 0.2125916405036095
100000.0, 1e-10, 75, 1, 1e-11, 0.17316043200858344
100000.0, 1e-10, 100, 1, 1e-08, nan
100000.0, 1e-10, 100, 1, 1e-09, 0.4903958583703959
100000.0, 1e-10, 100, 1, 1e-10, 0.17196090644689935
100000.0, 1e-10, 100, 1, 1e-11, 0.18476366623721607
100000.0, 1e-10, 200, 1, 1e-08, nan
100000.0, 1e-10, 200, 1, 1e-09, 0.49697648368059744
100000.0, 1e-10, 200, 1, 1e-10, 0.1873192299007126
100000.0, 1e-10, 200, 1, 1e-11, 0.17327071706469077
100000.0, 1e-10, 300, 1, 1e-08, nan
100000.0, 1e-10, 300, 1, 1e-09, 0.5003877894344987
100000.0, 1e-10, 300, 1, 1e-10, 0.17987528253568758
100000.0, 1e-10, 300, 1, 1e-11, 0.173730182955335
100000.0, 1e-10, 500, 1, 1e-08, nan
100000.0, 1e-10, 500, 1, 1e-09, 0.500982618964695
100000.0, 1e-10, 500, 1, 1e-10, 0.20116372242304664
100000.0, 1e-10, 500, 1, 1e-11, 0.20522251003160857
10000.0, 0.001, 50, 1, 1e-08, 0.5107109823293551
10000.0, 0.001, 50, 1, 1e-09, 0.17368756050296677
10000.0, 0.001, 50, 1, 1e-10, 0.126545300729249
10000.0, 0.001, 50, 1, 1e-11, 0.17429783219233133
10000.0, 0.001, 75, 1, 1e-08, 0.480917126536819
10000.0, 0.001, 75, 1, 1e-09, 0.1883044201342852
10000.0, 0.001, 75, 1, 1e-10, 0.17081332011286282
10000.0, 0.001, 75, 1, 1e-11, 0.1744422120846933
10000.0, 0.001, 100, 1, 1e-08, 0.4817224217584228
10000.0, 0.001, 100, 1, 1e-09, 0.190148686771828
10000.0, 0.001, 100, 1, 1e-10, 0.1609930259143611
10000.0, 0.001, 100, 1, 1e-11, 0.17600411607438218
10000.0, 0.001, 200, 1, 1e-08, 0.48736202862646144
10000.0, 0.001, 200, 1, 1e-09, 0.1483587941108167
10000.0, 0.001, 200, 1, 1e-10, 0.19682604238557164
10000.0, 0.001, 200, 1, 1e-11, 0.18596954826938764
10000.0, 0.001, 300, 1, 1e-08, 0.5065247643197989
10000.0, 0.001, 300, 1, 1e-09, 0.1914245516503649
10000.0, 0.001, 300, 1, 1e-10, 0.1507893749294476
10000.0, 0.001, 300, 1, 1e-11, 0.16908059647812115
10000.0, 0.001, 500, 1, 1e-08, 0.4894691912245987
10000.0, 0.001, 500, 1, 1e-09, 0.17099183345808627
10000.0, 0.001, 500, 1, 1e-10, 0.174295916845957
10000.0, 0.001, 500, 1, 1e-11, 0.17833463957983894
10000.0, 0.0001, 50, 1, 1e-08, 0.48672204983712825
10000.0, 0.0001, 50, 1, 1e-09, 0.18024631432360855
10000.0, 0.0001, 50, 1, 1e-10, 0.14913668466552915
10000.0, 0.0001, 50, 1, 1e-11, 0.18311693478067387
10000.0, 0.0001, 75, 1, 1e-08, 0.5065130779200695
10000.0, 0.0001, 75, 1, 1e-09, 0.19975822187977496
10000.0, 0.0001, 75, 1, 1e-10, 0.15566768620940305
10000.0, 0.0001, 75, 1, 1e-11, 0.18633571071996374
10000.0, 0.0001, 100, 1, 1e-08, 0.49740415178222286
10000.0, 0.0001, 100, 1, 1e-09, 0.16921267973712378
10000.0, 0.0001, 100, 1, 1e-10, 0.1916968294667537
10000.0, 0.0001, 100, 1, 1e-11, 0.1664821320772464
10000.0, 0.0001, 200, 1, 1e-08, 0.5074907725823521
10000.0, 0.0001, 200, 1, 1e-09, 0.17763354933043568
10000.0, 0.0001, 200, 1, 1e-10, 0.1923228227038303
10000.0, 0.0001, 200, 1, 1e-11, 0.18359297996801563
10000.0, 0.0001, 300, 1, 1e-08, 0.4998050157485985
10000.0, 0.0001, 300, 1, 1e-09, 0.18074232893982778
10000.0, 0.0001, 300, 1, 1e-10, 0.17220965614398992
10000.0, 0.0001, 300, 1, 1e-11, 0.17021603082868317
10000.0, 0.0001, 500, 1, 1e-08, 0.4984979256484431
10000.0, 0.0001, 500, 1, 1e-09, 0.1828786375569841
10000.0, 0.0001, 500, 1, 1e-10, 0.18567272579790692
10000.0, 0.0001, 500, 1, 1e-11, 0.1357166805221548
10000.0, 1e-05, 50, 1, 1e-08, 0.5166171609808508
10000.0, 1e-05, 50, 1, 1e-09, 0.18891367157498787
10000.0, 1e-05, 50, 1, 1e-10, 0.1749778621533128
10000.0, 1e-05, 50, 1, 1e-11, 0.15596476549414642
10000.0, 1e-05, 75, 1, 1e-08, 0.5087427711834954
10000.0, 1e-05, 75, 1, 1e-09, 0.1575550969667963
10000.0, 1e-05, 75, 1, 1e-10, 0.15957373939622962
10000.0, 1e-05, 75, 1, 1e-11, 0.1818242849744556
10000.0, 1e-05, 100, 1, 1e-08, 0.5038402103719587
10000.0, 1e-05, 100, 1, 1e-09, 0.18042761224100226
10000.0, 1e-05, 100, 1, 1e-10, 0.16743088612539203
10000.0, 1e-05, 100, 1, 1e-11, 0.18143752064848162
10000.0, 1e-05, 200, 1, 1e-08, 0.48768640297716
10000.0, 1e-05, 200, 1, 1e-09, 0.1895307005606459
10000.0, 1e-05, 200, 1, 1e-10, 0.18517662875188365
10000.0, 1e-05, 200, 1, 1e-11, 0.17234588334242837
10000.0, 1e-05, 300, 1, 1e-08, 0.4898013213735459
10000.0, 1e-05, 300, 1, 1e-09, 0.18119432669646277
10000.0, 1e-05, 300, 1, 1e-10, 0.18596444911182886
10000.0, 1e-05, 300, 1, 1e-11, 0.16723073527385907
10000.0, 1e-05, 500, 1, 1e-08, 0.5041227546802949
10000.0, 1e-05, 500, 1, 1e-09, 0.20057414364987522
10000.0, 1e-05, 500, 1, 1e-10, 0.17536224730770023
10000.0, 1e-05, 500, 1, 1e-11, 0.18085512814196547
10000.0, 1e-06, 50, 1, 1e-08, 0.49589739370423
10000.0, 1e-06, 50, 1, 1e-09, 0.18727103907082887
10000.0, 1e-06, 50, 1, 1e-10, 0.19109958326022547
10000.0, 1e-06, 50, 1, 1e-11, 0.18083897916871267
10000.0, 1e-06, 75, 1, 1e-08, 0.5018013082955198
10000.0, 1e-06, 75, 1, 1e-09, 0.18895803692104537
10000.0, 1e-06, 75, 1, 1e-10, 0.17815948075887064
10000.0, 1e-06, 75, 1, 1e-11, 0.1881332066241355
10000.0, 1e-06, 100, 1, 1e-08, 0.48219654331211764
10000.0, 1e-06, 100, 1, 1e-09, 0.17657969300204215
10000.0, 1e-06, 100, 1, 1e-10, 0.1665929014204009
10000.0, 1e-06, 100, 1, 1e-11, 0.1772287100743936
10000.0, 1e-06, 200, 1, 1e-08, 0.49748210349677785
10000.0, 1e-06, 200, 1, 1e-09, 0.20202057866593093
10000.0, 1e-06, 200, 1, 1e-10, 0.15897501142094245
10000.0, 1e-06, 200, 1, 1e-11, 0.17067657429697902
10000.0, 1e-06, 300, 1, 1e-08, 0.4978723937830004
10000.0, 1e-06, 300, 1, 1e-09, 0.1794475037799964
10000.0, 1e-06, 300, 1, 1e-10, 0.19330390452397075
10000.0, 1e-06, 300, 1, 1e-11, 0.1840616374756844
10000.0, 1e-06, 500, 1, 1e-08, 0.49820535287865547
10000.0, 1e-06, 500, 1, 1e-09, 0.1709584202147134
10000.0, 1e-06, 500, 1, 1e-10, 0.17014684538401334
10000.0, 1e-06, 500, 1, 1e-11, 0.16810027141995332
10000.0, 1e-07, 50, 1, 1e-08, 0.5048111005016895
10000.0, 1e-07, 50, 1, 1e-09, 0.18259756411028125
10000.0, 1e-07, 50, 1, 1e-10, 0.16727899111978786
10000.0, 1e-07, 50, 1, 1e-11, 0.16932116321595192
10000.0, 1e-07, 75, 1, 1e-08, 0.5055646401633314
10000.0, 1e-07, 75, 1, 1e-09, 0.18973341246099196
10000.0, 1e-07, 75, 1, 1e-10, 0.1563796220284744
10000.0, 1e-07, 75, 1, 1e-11, 0.1793199015519794
10000.0, 1e-07, 100, 1, 1e-08, 0.49527061875774303
10000.0, 1e-07, 100, 1, 1e-09, 0.1854629928910581
10000.0, 1e-07, 100, 1, 1e-10, 0.15330260545372956
10000.0, 1e-07, 100, 1, 1e-11, 0.18158825119091673
10000.0, 1e-07, 200, 1, 1e-08, 0.4983699110003324
10000.0, 1e-07, 200, 1, 1e-09, 0.17368407052317683
10000.0, 1e-07, 200, 1, 1e-10, 0.17539358499808944
10000.0, 1e-07, 200, 1, 1e-11, 0.1698735557168444
10000.0, 1e-07, 300, 1, 1e-08, 0.5158639035829037
10000.0, 1e-07, 300, 1, 1e-09, 0.19796806139506612
10000.0, 1e-07, 300, 1, 1e-10, 0.16693887718455055
10000.0, 1e-07, 300, 1, 1e-11, 0.1584219704072761
10000.0, 1e-07, 500, 1, 1e-08, 0.5139505547907534
10000.0, 1e-07, 500, 1, 1e-09, 0.18571536526734364
10000.0, 1e-07, 500, 1, 1e-10, 0.18325349165148985
10000.0, 1e-07, 500, 1, 1e-11, 0.17358954967225163
10000.0, 1e-08, 50, 1, 1e-08, 0.5066734386248606
10000.0, 1e-08, 50, 1, 1e-09, 0.16563672483313505
10000.0, 1e-08, 50, 1, 1e-10, 0.18944961085971523
10000.0, 1e-08, 50, 1, 1e-11, 0.17358523113859878
10000.0, 1e-08, 75, 1, 1e-08, 0.49603924205987054
10000.0, 1e-08, 75, 1, 1e-09, 0.1698832801174399
10000.0, 1e-08, 75, 1, 1e-10, 0.16449964092558364
10000.0, 1e-08, 75, 1, 1e-11, 0.18613822698553623
10000.0, 1e-08, 100, 1, 1e-08, 0.5022705054340293
10000.0, 1e-08, 100, 1, 1e-09, 0.15874811747980444
10000.0, 1e-08, 100, 1, 1e-10, 0.15736119915193952
10000.0, 1e-08, 100, 1, 1e-11, 0.19337624012178647
10000.0, 1e-08, 200, 1, 1e-08, 0.5040290587258832
10000.0, 1e-08, 200, 1, 1e-09, 0.1629151563862311
10000.0, 1e-08, 200, 1, 1e-10, 0.1834992178351799
10000.0, 1e-08, 200, 1, 1e-11, 0.196806021820492
10000.0, 1e-08, 300, 1, 1e-08, 0.5185335547564136
10000.0, 1e-08, 300, 1, 1e-09, 0.19304889550574683
10000.0, 1e-08, 300, 1, 1e-10, 0.16968775368084124
10000.0, 1e-08, 300, 1, 1e-11, 0.15357572664615382
10000.0, 1e-08, 500, 1, 1e-08, 0.501625066219132
10000.0, 1e-08, 500, 1, 1e-09, 0.19526809045593346
10000.0, 1e-08, 500, 1, 1e-10, 0.16942393825946042
10000.0, 1e-08, 500, 1, 1e-11, 0.17044148430967762
10000.0, 1e-09, 50, 1, 1e-08, 0.501153915730488
10000.0, 1e-09, 50, 1, 1e-09, 0.16720603943313442
10000.0, 1e-09, 50, 1, 1e-10, 0.17215013249910027
10000.0, 1e-09, 50, 1, 1e-11, 0.16805860457234378
10000.0, 1e-09, 75, 1, 1e-08, 0.49952969935529123
10000.0, 1e-09, 75, 1, 1e-09, 0.20060431781811727
10000.0, 1e-09, 75, 1, 1e-10, 0.17729493122750284
10000.0, 1e-09, 75, 1, 1e-11, 0.1659358591772979
10000.0, 1e-09, 100, 1, 1e-08, 0.5093612410931232
10000.0, 1e-09, 100, 1, 1e-09, 0.15680209162233807
10000.0, 1e-09, 100, 1, 1e-10, 0.16673518576218968
10000.0, 1e-09, 100, 1, 1e-11, 0.15804840087054173
10000.0, 1e-09, 200, 1, 1e-08, 0.5143856989016328
10000.0, 1e-09, 200, 1, 1e-09, 0.1920938346188969
10000.0, 1e-09, 200, 1, 1e-10, 0.15658583149685673
10000.0, 1e-09, 200, 1, 1e-11, 0.17019158997873984
10000.0, 1e-09, 300, 1, 1e-08, 0.49662018155123455
10000.0, 1e-09, 300, 1, 1e-09, 0.17701762189366527
10000.0, 1e-09, 300, 1, 1e-10, 0.18953602900485766
10000.0, 1e-09, 300, 1, 1e-11, 0.1692606690174001
10000.0, 1e-09, 500, 1, 1e-08, 0.5065083088428577
10000.0, 1e-09, 500, 1, 1e-09, 0.1649283786518069
10000.0, 1e-09, 500, 1, 1e-10, 0.17931223371288474
10000.0, 1e-09, 500, 1, 1e-11, 0.1894443159546483
10000.0, 1e-10, 50, 1, 1e-08, 0.4804897054397616
10000.0, 1e-10, 50, 1, 1e-09, 0.1670876595731164
10000.0, 1e-10, 50, 1, 1e-10, 0.18411289706857464
10000.0, 1e-10, 50, 1, 1e-11, 0.19381744453100264
10000.0, 1e-10, 75, 1, 1e-08, 0.5125146761371099
10000.0, 1e-10, 75, 1, 1e-09, 0.1711478158536261
10000.0, 1e-10, 75, 1, 1e-10, 0.203850991589711
10000.0, 1e-10, 75, 1, 1e-11, 0.15920422631646286
10000.0, 1e-10, 100, 1, 1e-08, 0.4945817996598126
10000.0, 1e-10, 100, 1, 1e-09, 0.1512384075305866
10000.0, 1e-10, 100, 1, 1e-10, 0.1777905762364539
10000.0, 1e-10, 100, 1, 1e-11, 0.1626071439073413
10000.0, 1e-10, 200, 1, 1e-08, 0.506030059133935
10000.0, 1e-10, 200, 1, 1e-09, 0.1756852201079212
10000.0, 1e-10, 200, 1, 1e-10, 0.1706920828163874
10000.0, 1e-10, 200, 1, 1e-11, 0.15354281510482667
10000.0, 1e-10, 300, 1, 1e-08, 0.492055860209663
10000.0, 1e-10, 300, 1, 1e-09, 0.16637741800312625
10000.0, 1e-10, 300, 1, 1e-10, 0.13865999976776427
10000.0, 1e-10, 300, 1, 1e-11, 0.17236940038088686
10000.0, 1e-10, 500, 1, 1e-08, 0.5139153759294298
10000.0, 1e-10, 500, 1, 1e-09, 0.1931814081194391
10000.0, 1e-10, 500, 1, 1e-10, 0.1688333267907822
10000.0, 1e-10, 500, 1, 1e-11, 0.13711441353454568
1000.0, 0.001, 50, 1, 1e-08, 0.1662176146365101
1000.0, 0.001, 50, 1, 1e-09, 0.16641349375108586
1000.0, 0.001, 50, 1, 1e-10, 0.17443913943687214
1000.0, 0.001, 50, 1, 1e-11, 0.16672315170556562
1000.0, 0.001, 75, 1, 1e-08, 0.19969469924573194
1000.0, 0.001, 75, 1, 1e-09, 0.1669691709410875
1000.0, 0.001, 75, 1, 1e-10, 0.1509412949883771
1000.0, 0.001, 75, 1, 1e-11, 0.1841763175909802
1000.0, 0.001, 100, 1, 1e-08, 0.17393888076738195
1000.0, 0.001, 100, 1, 1e-09, 0.16591309145042982
1000.0, 0.001, 100, 1, 1e-10, 0.19564159069918388
1000.0, 0.001, 100, 1, 1e-11, 0.20229143016745688
1000.0, 0.001, 200, 1, 1e-08, 0.16396228837487584
1000.0, 0.001, 200, 1, 1e-09, 0.1623471264737711
1000.0, 0.001, 200, 1, 1e-10, 0.1647022258064453
1000.0, 0.001, 200, 1, 1e-11, 0.18833520549537408
1000.0, 0.001, 300, 1, 1e-08, 0.19581822462816617
1000.0, 0.001, 300, 1, 1e-09, 0.1748454724840865
1000.0, 0.001, 300, 1, 1e-10, 0.1634394131671864
1000.0, 0.001, 300, 1, 1e-11, 0.1536022835933811
1000.0, 0.001, 500, 1, 1e-08, 0.1775931782190688
1000.0, 0.001, 500, 1, 1e-09, 0.15545303990915907
1000.0, 0.001, 500, 1, 1e-10, 0.17281221409027558
1000.0, 0.001, 500, 1, 1e-11, 0.18940248844581017
1000.0, 0.0001, 50, 1, 1e-08, 0.15726766655735605
1000.0, 0.0001, 50, 1, 1e-09, 0.17053675722514247
1000.0, 0.0001, 50, 1, 1e-10, 0.19404169647324715
1000.0, 0.0001, 50, 1, 1e-11, 0.18542957611827648
1000.0, 0.0001, 75, 1, 1e-08, 0.18265841082246437
1000.0, 0.0001, 75, 1, 1e-09, 0.1880307514809546
1000.0, 0.0001, 75, 1, 1e-10, 0.16109425823077728
1000.0, 0.0001, 75, 1, 1e-11, 0.16630724496409652
1000.0, 0.0001, 100, 1, 1e-08, 0.17397573414282455
1000.0, 0.0001, 100, 1, 1e-09, 0.1746782452616351
1000.0, 0.0001, 100, 1, 1e-10, 0.1616264148923241
1000.0, 0.0001, 100, 1, 1e-11, 0.17652054851523263
1000.0, 0.0001, 200, 1, 1e-08, 0.15690616092468673
1000.0, 0.0001, 200, 1, 1e-09, 0.18242748981316054
1000.0, 0.0001, 200, 1, 1e-10, 0.16090808086747674
1000.0, 0.0001, 200, 1, 1e-11, 0.16837943058415597
1000.0, 0.0001, 300, 1, 1e-08, 0.2027801104137307
1000.0, 0.0001, 300, 1, 1e-09, 0.15875527497466652
1000.0, 0.0001, 300, 1, 1e-10, 0.17658231806168798
1000.0, 0.0001, 300, 1, 1e-11, 0.16159378492958074
1000.0, 0.0001, 500, 1, 1e-08, 0.19725826870922636
1000.0, 0.0001, 500, 1, 1e-09, 0.1621777859090246
1000.0, 0.0001, 500, 1, 1e-10, 0.17441818641905737
1000.0, 0.0001, 500, 1, 1e-11, 0.17163221197644682
1000.0, 1e-05, 50, 1, 1e-08, 0.16443363444327413
1000.0, 1e-05, 50, 1, 1e-09, 0.197461798325148
1000.0, 1e-05, 50, 1, 1e-10, 0.1575303512111525
1000.0, 1e-05, 50, 1, 1e-11, 0.176212375253049
1000.0, 1e-05, 75, 1, 1e-08, 0.18830201689215392
1000.0, 1e-05, 75, 1, 1e-09, 0.17079707824303142
1000.0, 1e-05, 75, 1, 1e-10, 0.16615029746917123
1000.0, 1e-05, 75, 1, 1e-11, 0.1666650478611239
1000.0, 1e-05, 100, 1, 1e-08, 0.1754603236941665
1000.0, 1e-05, 100, 1, 1e-09, 0.16470275241262855
1000.0, 1e-05, 100, 1, 1e-10, 0.17547153105170227
1000.0, 1e-05, 100, 1, 1e-11, 0.176929413191144
