alpha, regularization, latent_features, learning_rate, NDCG
100000000.0, 1e-07, 300, 1, 1e-08, nan
100000000.0, 1e-07, 300, 1, 1e-09, nan
100000000.0, 1e-07, 300, 1, 1e-10, nan
100000000.0, 1e-07, 300, 1, 1e-11, 0.18533825937844473
100000000.0, 1e-07, 500, 1, 1e-08, nan
100000000.0, 1e-07, 500, 1, 1e-09, nan
100000000.0, 1e-07, 500, 1, 1e-10, nan
100000000.0, 1e-07, 500, 1, 1e-11, 0.26906262880018117
100000000.0, 1e-08, 50, 1, 1e-08, nan
100000000.0, 1e-08, 50, 1, 1e-09, nan
100000000.0, 1e-08, 50, 1, 1e-10, nan
100000000.0, 1e-08, 50, 1, 1e-11, 0.2278455087294337
100000000.0, 1e-08, 75, 1, 1e-08, nan
100000000.0, 1e-08, 75, 1, 1e-09, nan
100000000.0, 1e-08, 75, 1, 1e-10, nan
100000000.0, 1e-08, 75, 1, 1e-11, 0.20539792143972208
100000000.0, 1e-08, 100, 1, 1e-08, nan
100000000.0, 1e-08, 100, 1, 1e-09, nan
100000000.0, 1e-08, 100, 1, 1e-10, nan
100000000.0, 1e-08, 100, 1, 1e-11, 0.15889518068585956
100000000.0, 1e-08, 200, 1, 1e-08, nan
100000000.0, 1e-08, 200, 1, 1e-09, nan
100000000.0, 1e-08, 200, 1, 1e-10, nan
100000000.0, 1e-08, 200, 1, 1e-11, 0.2244129827754012
100000000.0, 1e-08, 300, 1, 1e-08, nan
100000000.0, 1e-08, 300, 1, 1e-09, nan
100000000.0, 1e-08, 300, 1, 1e-10, nan
100000000.0, 1e-08, 300, 1, 1e-11, 0.15271216709427982
100000000.0, 1e-08, 500, 1, 1e-08, nan
100000000.0, 1e-08, 500, 1, 1e-09, nan
100000000.0, 1e-08, 500, 1, 1e-10, nan
100000000.0, 1e-08, 500, 1, 1e-11, 0.15098952475922978
100000000.0, 1e-09, 50, 1, 1e-08, nan
100000000.0, 1e-09, 50, 1, 1e-09, nan
100000000.0, 1e-09, 50, 1, 1e-10, nan
100000000.0, 1e-09, 50, 1, 1e-11, 0.20202939223949795
100000000.0, 1e-09, 75, 1, 1e-08, nan
100000000.0, 1e-09, 75, 1, 1e-09, nan
100000000.0, 1e-09, 75, 1, 1e-10, nan
100000000.0, 1e-09, 75, 1, 1e-11, 0.2196233898694054
100000000.0, 1e-09, 100, 1, 1e-08, nan
100000000.0, 1e-09, 100, 1, 1e-09, nan
100000000.0, 1e-09, 100, 1, 1e-10, nan
100000000.0, 1e-09, 100, 1, 1e-11, 0.17942332935082156
100000000.0, 1e-09, 200, 1, 1e-08, nan
100000000.0, 1e-09, 200, 1, 1e-09, nan
100000000.0, 1e-09, 200, 1, 1e-10, nan
100000000.0, 1e-09, 200, 1, 1e-11, 0.16539536565664978
100000000.0, 1e-09, 300, 1, 1e-08, nan
100000000.0, 1e-09, 300, 1, 1e-09, nan
100000000.0, 1e-09, 300, 1, 1e-10, nan
100000000.0, 1e-09, 300, 1, 1e-11, 0.19591758134766324
100000000.0, 1e-09, 500, 1, 1e-08, nan
100000000.0, 1e-09, 500, 1, 1e-09, nan
100000000.0, 1e-09, 500, 1, 1e-10, nan
100000000.0, 1e-09, 500, 1, 1e-11, 0.2756363409315834
100000000.0, 1e-10, 50, 1, 1e-08, nan
100000000.0, 1e-10, 50, 1, 1e-09, nan
100000000.0, 1e-10, 50, 1, 1e-10, nan
100000000.0, 1e-10, 50, 1, 1e-11, 0.193853024862444
100000000.0, 1e-10, 75, 1, 1e-08, nan
100000000.0, 1e-10, 75, 1, 1e-09, nan
100000000.0, 1e-10, 75, 1, 1e-10, nan
100000000.0, 1e-10, 75, 1, 1e-11, 0.29993715388773645
100000000.0, 1e-10, 100, 1, 1e-08, nan
100000000.0, 1e-10, 100, 1, 1e-09, nan
100000000.0, 1e-10, 100, 1, 1e-10, nan
100000000.0, 1e-10, 100, 1, 1e-11, 0.16365059305320692
100000000.0, 1e-10, 200, 1, 1e-08, nan
100000000.0, 1e-10, 200, 1, 1e-09, nan
100000000.0, 1e-10, 200, 1, 1e-10, nan
100000000.0, 1e-10, 200, 1, 1e-11, 0.1365910070610944
100000000.0, 1e-10, 300, 1, 1e-08, nan
100000000.0, 1e-10, 300, 1, 1e-09, nan
100000000.0, 1e-10, 300, 1, 1e-10, nan
100000000.0, 1e-10, 300, 1, 1e-11, 0.2217099878593474
100000000.0, 1e-10, 500, 1, 1e-08, nan
100000000.0, 1e-10, 500, 1, 1e-09, nan
100000000.0, 1e-10, 500, 1, 1e-10, nan
100000000.0, 1e-10, 500, 1, 1e-11, 0.24393793763249924
10000000.0, 0.001, 50, 1, 1e-08, nan
10000000.0, 0.001, 50, 1, 1e-09, nan
10000000.0, 0.001, 50, 1, 1e-10, nan
10000000.0, 0.001, 50, 1, 1e-11, 0.47810760330476915
10000000.0, 0.001, 75, 1, 1e-08, nan
10000000.0, 0.001, 75, 1, 1e-09, nan
10000000.0, 0.001, 75, 1, 1e-10, 0.17427777582595635
10000000.0, 0.001, 75, 1, 1e-11, 0.49926673721260073
10000000.0, 0.001, 100, 1, 1e-08, nan
10000000.0, 0.001, 100, 1, 1e-09, nan
10000000.0, 0.001, 100, 1, 1e-10, nan
10000000.0, 0.001, 100, 1, 1e-11, 0.517762648178726
10000000.0, 0.001, 200, 1, 1e-08, nan
10000000.0, 0.001, 200, 1, 1e-09, nan
10000000.0, 0.001, 200, 1, 1e-10, nan
10000000.0, 0.001, 200, 1, 1e-11, 0.508485488122126
10000000.0, 0.001, 300, 1, 1e-08, nan
10000000.0, 0.001, 300, 1, 1e-09, nan
10000000.0, 0.001, 300, 1, 1e-10, nan
10000000.0, 0.001, 300, 1, 1e-11, 0.49173735616137365
10000000.0, 0.001, 500, 1, 1e-08, nan
10000000.0, 0.001, 500, 1, 1e-09, nan
10000000.0, 0.001, 500, 1, 1e-10, nan
10000000.0, 0.001, 500, 1, 1e-11, 0.4859417930041293
10000000.0, 0.0001, 50, 1, 1e-08, nan
10000000.0, 0.0001, 50, 1, 1e-09, nan
10000000.0, 0.0001, 50, 1, 1e-10, 0.06533555999602329
10000000.0, 0.0001, 50, 1, 1e-11, 0.4865270419424921
10000000.0, 0.0001, 75, 1, 1e-08, nan
10000000.0, 0.0001, 75, 1, 1e-09, nan
10000000.0, 0.0001, 75, 1, 1e-10, 0.26833781089611897
10000000.0, 0.0001, 75, 1, 1e-11, 0.5202729627468723
10000000.0, 0.0001, 100, 1, 1e-08, nan
10000000.0, 0.0001, 100, 1, 1e-09, nan
10000000.0, 0.0001, 100, 1, 1e-10, nan
10000000.0, 0.0001, 100, 1, 1e-11, 0.48425268294524204
10000000.0, 0.0001, 200, 1, 1e-08, nan
10000000.0, 0.0001, 200, 1, 1e-09, nan
10000000.0, 0.0001, 200, 1, 1e-10, nan
10000000.0, 0.0001, 200, 1, 1e-11, 0.4730166126086143
10000000.0, 0.0001, 300, 1, 1e-08, nan
10000000.0, 0.0001, 300, 1, 1e-09, nan
10000000.0, 0.0001, 300, 1, 1e-10, nan
10000000.0, 0.0001, 300, 1, 1e-11, 0.4854462565696868
10000000.0, 0.0001, 500, 1, 1e-08, nan
10000000.0, 0.0001, 500, 1, 1e-09, nan
10000000.0, 0.0001, 500, 1, 1e-10, nan
10000000.0, 0.0001, 500, 1, 1e-11, 0.48996666290893914
10000000.0, 1e-05, 50, 1, 1e-08, nan
10000000.0, 1e-05, 50, 1, 1e-09, nan
10000000.0, 1e-05, 50, 1, 1e-10, 0.1882331823165804
10000000.0, 1e-05, 50, 1, 1e-11, 0.4948378547271832
10000000.0, 1e-05, 75, 1, 1e-08, nan
10000000.0, 1e-05, 75, 1, 1e-09, nan
10000000.0, 1e-05, 75, 1, 1e-10, 0.17291017497319422
10000000.0, 1e-05, 75, 1, 1e-11, 0.5047744936668916
10000000.0, 1e-05, 100, 1, 1e-08, nan
10000000.0, 1e-05, 100, 1, 1e-09, nan
10000000.0, 1e-05, 100, 1, 1e-10, nan
10000000.0, 1e-05, 100, 1, 1e-11, 0.4834953120463162
10000000.0, 1e-05, 200, 1, 1e-08, nan
10000000.0, 1e-05, 200, 1, 1e-09, nan
10000000.0, 1e-05, 200, 1, 1e-10, nan
10000000.0, 1e-05, 200, 1, 1e-11, 0.5010715290044195
10000000.0, 1e-05, 300, 1, 1e-08, nan
10000000.0, 1e-05, 300, 1, 1e-09, nan
10000000.0, 1e-05, 300, 1, 1e-10, nan
10000000.0, 1e-05, 300, 1, 1e-11, 0.5183506520510459
10000000.0, 1e-05, 500, 1, 1e-08, nan
10000000.0, 1e-05, 500, 1, 1e-09, nan
10000000.0, 1e-05, 500, 1, 1e-10, nan
10000000.0, 1e-05, 500, 1, 1e-11, 0.5199577895831011
10000000.0, 1e-06, 50, 1, 1e-08, nan
10000000.0, 1e-06, 50, 1, 1e-09, nan
10000000.0, 1e-06, 50, 1, 1e-10, 0.1507613817397207
10000000.0, 1e-06, 50, 1, 1e-11, 0.5127478736861621
10000000.0, 1e-06, 75, 1, 1e-08, nan
10000000.0, 1e-06, 75, 1, 1e-09, nan
10000000.0, 1e-06, 75, 1, 1e-10, 0.060424097208709025
10000000.0, 1e-06, 75, 1, 1e-11, 0.47002487803691845
10000000.0, 1e-06, 100, 1, 1e-08, nan
10000000.0, 1e-06, 100, 1, 1e-09, nan
10000000.0, 1e-06, 100, 1, 1e-10, nan
10000000.0, 1e-06, 100, 1, 1e-11, 0.4902196420788743
10000000.0, 1e-06, 200, 1, 1e-08, nan
10000000.0, 1e-06, 200, 1, 1e-09, nan
10000000.0, 1e-06, 200, 1, 1e-10, nan
10000000.0, 1e-06, 200, 1, 1e-11, 0.5063560659056074
10000000.0, 1e-06, 300, 1, 1e-08, nan
10000000.0, 1e-06, 300, 1, 1e-09, nan
10000000.0, 1e-06, 300, 1, 1e-10, nan
10000000.0, 1e-06, 300, 1, 1e-11, 0.49406721437519324
10000000.0, 1e-06, 500, 1, 1e-08, nan
10000000.0, 1e-06, 500, 1, 1e-09, nan
10000000.0, 1e-06, 500, 1, 1e-10, nan
10000000.0, 1e-06, 500, 1, 1e-11, 0.502361005066611
10000000.0, 1e-07, 50, 1, 1e-08, nan
10000000.0, 1e-07, 50, 1, 1e-09, nan
10000000.0, 1e-07, 50, 1, 1e-10, nan
10000000.0, 1e-07, 50, 1, 1e-11, 0.47128526838334994
10000000.0, 1e-07, 75, 1, 1e-08, nan
10000000.0, 1e-07, 75, 1, 1e-09, nan
10000000.0, 1e-07, 75, 1, 1e-10, nan
10000000.0, 1e-07, 75, 1, 1e-11, 0.5013561219010401
10000000.0, 1e-07, 100, 1, 1e-08, nan
10000000.0, 1e-07, 100, 1, 1e-09, nan
10000000.0, 1e-07, 100, 1, 1e-10, nan
10000000.0, 1e-07, 100, 1, 1e-11, 0.508544508563343
10000000.0, 1e-07, 200, 1, 1e-08, nan
10000000.0, 1e-07, 200, 1, 1e-09, nan
10000000.0, 1e-07, 200, 1, 1e-10, nan
10000000.0, 1e-07, 200, 1, 1e-11, 0.480049522007994
10000000.0, 1e-07, 300, 1, 1e-08, nan
10000000.0, 1e-07, 300, 1, 1e-09, nan
10000000.0, 1e-07, 300, 1, 1e-10, nan
10000000.0, 1e-07, 300, 1, 1e-11, 0.48625097071510837
10000000.0, 1e-07, 500, 1, 1e-08, nan
10000000.0, 1e-07, 500, 1, 1e-09, nan
10000000.0, 1e-07, 500, 1, 1e-10, nan
10000000.0, 1e-07, 500, 1, 1e-11, 0.513947122629973
10000000.0, 1e-08, 50, 1, 1e-08, nan
10000000.0, 1e-08, 50, 1, 1e-09, nan
10000000.0, 1e-08, 50, 1, 1e-10, 0.20314533638558058
10000000.0, 1e-08, 50, 1, 1e-11, 0.5069582903506727
10000000.0, 1e-08, 75, 1, 1e-08, nan
10000000.0, 1e-08, 75, 1, 1e-09, nan
10000000.0, 1e-08, 75, 1, 1e-10, nan
10000000.0, 1e-08, 75, 1, 1e-11, 0.5181572654487631
10000000.0, 1e-08, 100, 1, 1e-08, nan
10000000.0, 1e-08, 100, 1, 1e-09, nan
10000000.0, 1e-08, 100, 1, 1e-10, nan
10000000.0, 1e-08, 100, 1, 1e-11, 0.47834140362314165
10000000.0, 1e-08, 200, 1, 1e-08, nan
10000000.0, 1e-08, 200, 1, 1e-09, nan
10000000.0, 1e-08, 200, 1, 1e-10, nan
10000000.0, 1e-08, 200, 1, 1e-11, 0.49896076207875323
10000000.0, 1e-08, 300, 1, 1e-08, nan
10000000.0, 1e-08, 300, 1, 1e-09, nan
10000000.0, 1e-08, 300, 1, 1e-10, nan
10000000.0, 1e-08, 300, 1, 1e-11, 0.4937263353400484
10000000.0, 1e-08, 500, 1, 1e-08, nan
10000000.0, 1e-08, 500, 1, 1e-09, nan
10000000.0, 1e-08, 500, 1, 1e-10, nan
10000000.0, 1e-08, 500, 1, 1e-11, 0.5143730825111441
10000000.0, 1e-09, 50, 1, 1e-08, nan
10000000.0, 1e-09, 50, 1, 1e-09, nan
10000000.0, 1e-09, 50, 1, 1e-10, 0.18818564643655328
10000000.0, 1e-09, 50, 1, 1e-11, 0.4833775427709399
10000000.0, 1e-09, 75, 1, 1e-08, nan
10000000.0, 1e-09, 75, 1, 1e-09, nan
10000000.0, 1e-09, 75, 1, 1e-10, nan
10000000.0, 1e-09, 75, 1, 1e-11, 0.49761178566536257
10000000.0, 1e-09, 100, 1, 1e-08, nan
10000000.0, 1e-09, 100, 1, 1e-09, nan
10000000.0, 1e-09, 100, 1, 1e-10, 0.20985420956167858
10000000.0, 1e-09, 100, 1, 1e-11, 0.531254411965445
10000000.0, 1e-09, 200, 1, 1e-08, nan
10000000.0, 1e-09, 200, 1, 1e-09, nan
10000000.0, 1e-09, 200, 1, 1e-10, nan
10000000.0, 1e-09, 200, 1, 1e-11, 0.5068271550590046
10000000.0, 1e-09, 300, 1, 1e-08, nan
10000000.0, 1e-09, 300, 1, 1e-09, nan
10000000.0, 1e-09, 300, 1, 1e-10, nan
10000000.0, 1e-09, 300, 1, 1e-11, 0.48705025290226894
10000000.0, 1e-09, 500, 1, 1e-08, nan
10000000.0, 1e-09, 500, 1, 1e-09, nan
10000000.0, 1e-09, 500, 1, 1e-10, nan
10000000.0, 1e-09, 500, 1, 1e-11, 0.5111835711577187
10000000.0, 1e-10, 50, 1, 1e-08, nan
10000000.0, 1e-10, 50, 1, 1e-09, nan
10000000.0, 1e-10, 50, 1, 1e-10, 0.16476745956217737
10000000.0, 1e-10, 50, 1, 1e-11, 0.4896224582471087
10000000.0, 1e-10, 75, 1, 1e-08, nan
10000000.0, 1e-10, 75, 1, 1e-09, nan
10000000.0, 1e-10, 75, 1, 1e-10, 0.2801059705668172
10000000.0, 1e-10, 75, 1, 1e-11, 0.5193020438114208
10000000.0, 1e-10, 100, 1, 1e-08, nan
10000000.0, 1e-10, 100, 1, 1e-09, nan
10000000.0, 1e-10, 100, 1, 1e-10, 0.14358949720915795
10000000.0, 1e-10, 100, 1, 1e-11, 0.49682681638865794
10000000.0, 1e-10, 200, 1, 1e-08, nan
10000000.0, 1e-10, 200, 1, 1e-09, nan
10000000.0, 1e-10, 200, 1, 1e-10, nan
10000000.0, 1e-10, 200, 1, 1e-11, 0.49395447568283657
10000000.0, 1e-10, 300, 1, 1e-08, nan
10000000.0, 1e-10, 300, 1, 1e-09, nan
10000000.0, 1e-10, 300, 1, 1e-10, nan
10000000.0, 1e-10, 300, 1, 1e-11, 0.48807079089250893
10000000.0, 1e-10, 500, 1, 1e-08, nan
10000000.0, 1e-10, 500, 1, 1e-09, nan
10000000.0, 1e-10, 500, 1, 1e-10, nan
10000000.0, 1e-10, 500, 1, 1e-11, 0.47543127939159935
1000000.0, 0.001, 50, 1, 1e-08, nan
1000000.0, 0.001, 50, 1, 1e-09, nan
1000000.0, 0.001, 50, 1, 1e-10, 0.514324403390164
1000000.0, 0.001, 50, 1, 1e-11, 0.17590490440010753
1000000.0, 0.001, 75, 1, 1e-08, nan
1000000.0, 0.001, 75, 1, 1e-09, nan
1000000.0, 0.001, 75, 1, 1e-10, 0.48533706720283837
1000000.0, 0.001, 75, 1, 1e-11, 0.17209809407511473
1000000.0, 0.001, 100, 1, 1e-08, nan
1000000.0, 0.001, 100, 1, 1e-09, nan
1000000.0, 0.001, 100, 1, 1e-10, 0.5002857059265051
1000000.0, 0.001, 100, 1, 1e-11, 0.16970268881439068
1000000.0, 0.001, 200, 1, 1e-08, nan
1000000.0, 0.001, 200, 1, 1e-09, nan
1000000.0, 0.001, 200, 1, 1e-10, 0.48492130800096367
1000000.0, 0.001, 200, 1, 1e-11, 0.1959617156549385
1000000.0, 0.001, 300, 1, 1e-08, nan
1000000.0, 0.001, 300, 1, 1e-09, nan
1000000.0, 0.001, 300, 1, 1e-10, 0.500681534795046
1000000.0, 0.001, 300, 1, 1e-11, 0.17792865559941606
1000000.0, 0.001, 500, 1, 1e-08, nan
1000000.0, 0.001, 500, 1, 1e-09, nan
1000000.0, 0.001, 500, 1, 1e-10, 0.521353212741954
1000000.0, 0.001, 500, 1, 1e-11, 0.1972125003458014
1000000.0, 0.0001, 50, 1, 1e-08, nan
1000000.0, 0.0001, 50, 1, 1e-09, nan
1000000.0, 0.0001, 50, 1, 1e-10, 0.5149105877523167
1000000.0, 0.0001, 50, 1, 1e-11, 0.19117134927774518
1000000.0, 0.0001, 75, 1, 1e-08, nan
1000000.0, 0.0001, 75, 1, 1e-09, nan
1000000.0, 0.0001, 75, 1, 1e-10, 0.5050677854724721
1000000.0, 0.0001, 75, 1, 1e-11, 0.16376156836915828
1000000.0, 0.0001, 100, 1, 1e-08, nan
1000000.0, 0.0001, 100, 1, 1e-09, nan
1000000.0, 0.0001, 100, 1, 1e-10, 0.4893640273855733
1000000.0, 0.0001, 100, 1, 1e-11, 0.19300492080576778
1000000.0, 0.0001, 200, 1, 1e-08, nan
1000000.0, 0.0001, 200, 1, 1e-09, nan
1000000.0, 0.0001, 200, 1, 1e-10, 0.5095026627492617
1000000.0, 0.0001, 200, 1, 1e-11, 0.19641603075213765
1000000.0, 0.0001, 300, 1, 1e-08, nan
1000000.0, 0.0001, 300, 1, 1e-09, nan
1000000.0, 0.0001, 300, 1, 1e-10, 0.5134949205589797
1000000.0, 0.0001, 300, 1, 1e-11, 0.16390853931532665
1000000.0, 0.0001, 500, 1, 1e-08, nan
1000000.0, 0.0001, 500, 1, 1e-09, nan
1000000.0, 0.0001, 500, 1, 1e-10, 0.5172388459875625
1000000.0, 0.0001, 500, 1, 1e-11, 0.1857779440146923
1000000.0, 1e-05, 50, 1, 1e-08, nan
1000000.0, 1e-05, 50, 1, 1e-09, nan
1000000.0, 1e-05, 50, 1, 1e-10, 0.4838105203630863
1000000.0, 1e-05, 50, 1, 1e-11, 0.1966732140018884
1000000.0, 1e-05, 75, 1, 1e-08, nan
1000000.0, 1e-05, 75, 1, 1e-09, nan
1000000.0, 1e-05, 75, 1, 1e-10, 0.4832971447880686
1000000.0, 1e-05, 75, 1, 1e-11, 0.1789004557424811
1000000.0, 1e-05, 100, 1, 1e-08, nan
1000000.0, 1e-05, 100, 1, 1e-09, nan
1000000.0, 1e-05, 100, 1, 1e-10, 0.497754845953637
1000000.0, 1e-05, 100, 1, 1e-11, 0.17168978265747817
1000000.0, 1e-05, 200, 1, 1e-08, nan
1000000.0, 1e-05, 200, 1, 1e-09, nan
1000000.0, 1e-05, 200, 1, 1e-10, 0.5102065611010799
1000000.0, 1e-05, 200, 1, 1e-11, 0.19642299389207626
1000000.0, 1e-05, 300, 1, 1e-08, nan
1000000.0, 1e-05, 300, 1, 1e-09, nan
1000000.0, 1e-05, 300, 1, 1e-10, 0.49014094082808635
1000000.0, 1e-05, 300, 1, 1e-11, 0.19380010755206029
1000000.0, 1e-05, 500, 1, 1e-08, nan
1000000.0, 1e-05, 500, 1, 1e-09, nan
1000000.0, 1e-05, 500, 1, 1e-10, 0.4980175558405333
1000000.0, 1e-05, 500, 1, 1e-11, 0.16128451198142923
1000000.0, 1e-06, 50, 1, 1e-08, nan
1000000.0, 1e-06, 50, 1, 1e-09, nan
1000000.0, 1e-06, 50, 1, 1e-10, 0.5141996498318505
1000000.0, 1e-06, 50, 1, 1e-11, 0.17766520875473893
1000000.0, 1e-06, 75, 1, 1e-08, nan
1000000.0, 1e-06, 75, 1, 1e-09, nan
1000000.0, 1e-06, 75, 1, 1e-10, 0.48978908632248896
1000000.0, 1e-06, 75, 1, 1e-11, 0.167904152148504
1000000.0, 1e-06, 100, 1, 1e-08, nan
1000000.0, 1e-06, 100, 1, 1e-09, nan
1000000.0, 1e-06, 100, 1, 1e-10, 0.5016402173925143
1000000.0, 1e-06, 100, 1, 1e-11, 0.1785253509863332
1000000.0, 1e-06, 200, 1, 1e-08, nan
1000000.0, 1e-06, 200, 1, 1e-09, nan
1000000.0, 1e-06, 200, 1, 1e-10, 0.5073962653723251
1000000.0, 1e-06, 200, 1, 1e-11, 0.19860485161868852
1000000.0, 1e-06, 300, 1, 1e-08, nan
1000000.0, 1e-06, 300, 1, 1e-09, nan
1000000.0, 1e-06, 300, 1, 1e-10, 0.5088068778344216
1000000.0, 1e-06, 300, 1, 1e-11, 0.19826809035489024
1000000.0, 1e-06, 500, 1, 1e-08, nan
1000000.0, 1e-06, 500, 1, 1e-09, nan
1000000.0, 1e-06, 500, 1, 1e-10, 0.49533194185543566
1000000.0, 1e-06, 500, 1, 1e-11, 0.1719002565146438
1000000.0, 1e-07, 50, 1, 1e-08, nan
1000000.0, 1e-07, 50, 1, 1e-09, nan
1000000.0, 1e-07, 50, 1, 1e-10, 0.5035570047940996
1000000.0, 1e-07, 50, 1, 1e-11, 0.1602421952152185
1000000.0, 1e-07, 75, 1, 1e-08, nan
1000000.0, 1e-07, 75, 1, 1e-09, nan
1000000.0, 1e-07, 75, 1, 1e-10, 0.4766950681197645
1000000.0, 1e-07, 75, 1, 1e-11, 0.20784916914526264
1000000.0, 1e-07, 100, 1, 1e-08, nan
1000000.0, 1e-07, 100, 1, 1e-09, nan
1000000.0, 1e-07, 100, 1, 1e-10, 0.5233159074562448
1000000.0, 1e-07, 100, 1, 1e-11, 0.17712481170158692
1000000.0, 1e-07, 200, 1, 1e-08, nan
1000000.0, 1e-07, 200, 1, 1e-09, nan
1000000.0, 1e-07, 200, 1, 1e-10, 0.5015431354382831
1000000.0, 1e-07, 200, 1, 1e-11, 0.19228444261729571
1000000.0, 1e-07, 300, 1, 1e-08, nan
1000000.0, 1e-07, 300, 1, 1e-09, nan
1000000.0, 1e-07, 300, 1, 1e-10, 0.5145467709492147
1000000.0, 1e-07, 300, 1, 1e-11, 0.19270175494053576
1000000.0, 1e-07, 500, 1, 1e-08, nan
1000000.0, 1e-07, 500, 1, 1e-09, nan
1000000.0, 1e-07, 500, 1, 1e-10, 0.48209464288853093
1000000.0, 1e-07, 500, 1, 1e-11, 0.18539196951462056
1000000.0, 1e-08, 50, 1, 1e-08, nan
1000000.0, 1e-08, 50, 1, 1e-09, nan
1000000.0, 1e-08, 50, 1, 1e-10, 0.47169443016214396
1000000.0, 1e-08, 50, 1, 1e-11, 0.20064759150444084
1000000.0, 1e-08, 75, 1, 1e-08, nan
1000000.0, 1e-08, 75, 1, 1e-09, nan
1000000.0, 1e-08, 75, 1, 1e-10, 0.4824574574070746
1000000.0, 1e-08, 75, 1, 1e-11, 0.1656952778685881
1000000.0, 1e-08, 100, 1, 1e-08, nan
1000000.0, 1e-08, 100, 1, 1e-09, nan
1000000.0, 1e-08, 100, 1, 1e-10, 0.5172977994320727
1000000.0, 1e-08, 100, 1, 1e-11, 0.16675982058197567
1000000.0, 1e-08, 200, 1, 1e-08, nan
1000000.0, 1e-08, 200, 1, 1e-09, nan
1000000.0, 1e-08, 200, 1, 1e-10, 0.5035809697916234
1000000.0, 1e-08, 200, 1, 1e-11, 0.17717539633683357
1000000.0, 1e-08, 300, 1, 1e-08, nan
1000000.0, 1e-08, 300, 1, 1e-09, nan
1000000.0, 1e-08, 300, 1, 1e-10, 0.49772280581360634
1000000.0, 1e-08, 300, 1, 1e-11, 0.20083762271567057
1000000.0, 1e-08, 500, 1, 1e-08, nan
1000000.0, 1e-08, 500, 1, 1e-09, nan
1000000.0, 1e-08, 500, 1, 1e-10, 0.5062851344711888
1000000.0, 1e-08, 500, 1, 1e-11, 0.18801597236739617
1000000.0, 1e-09, 50, 1, 1e-08, nan
1000000.0, 1e-09, 50, 1, 1e-09, nan
1000000.0, 1e-09, 50, 1, 1e-10, 0.48821150841616856
1000000.0, 1e-09, 50, 1, 1e-11, 0.21075725920369806
1000000.0, 1e-09, 75, 1, 1e-08, nan
1000000.0, 1e-09, 75, 1, 1e-09, nan
1000000.0, 1e-09, 75, 1, 1e-10, 0.5037969058235386
1000000.0, 1e-09, 75, 1, 1e-11, 0.155667292560195
1000000.0, 1e-09, 100, 1, 1e-08, nan
1000000.0, 1e-09, 100, 1, 1e-09, nan
1000000.0, 1e-09, 100, 1, 1e-10, 0.5064362920029919
1000000.0, 1e-09, 100, 1, 1e-11, 0.18396284942141178
1000000.0, 1e-09, 200, 1, 1e-08, nan
1000000.0, 1e-09, 200, 1, 1e-09, nan
1000000.0, 1e-09, 200, 1, 1e-10, 0.49771509155235405
1000000.0, 1e-09, 200, 1, 1e-11, 0.19287381261074743
1000000.0, 1e-09, 300, 1, 1e-08, nan
1000000.0, 1e-09, 300, 1, 1e-09, nan
1000000.0, 1e-09, 300, 1, 1e-10, 0.5047803714467463
1000000.0, 1e-09, 300, 1, 1e-11, 0.17984073393380004
1000000.0, 1e-09, 500, 1, 1e-08, nan
1000000.0, 1e-09, 500, 1, 1e-09, nan
1000000.0, 1e-09, 500, 1, 1e-10, 0.49110685421291955
1000000.0, 1e-09, 500, 1, 1e-11, 0.19244400723040186
1000000.0, 1e-10, 50, 1, 1e-08, nan
1000000.0, 1e-10, 50, 1, 1e-09, nan
1000000.0, 1e-10, 50, 1, 1e-10, 0.49636783086256786
1000000.0, 1e-10, 50, 1, 1e-11, 0.16170430868994054
1000000.0, 1e-10, 75, 1, 1e-08, nan
1000000.0, 1e-10, 75, 1, 1e-09, nan
1000000.0, 1e-10, 75, 1, 1e-10, 0.46817694030380963
1000000.0, 1e-10, 75, 1, 1e-11, 0.1654765483899251
1000000.0, 1e-10, 100, 1, 1e-08, nan
1000000.0, 1e-10, 100, 1, 1e-09, nan
1000000.0, 1e-10, 100, 1, 1e-10, 0.4983406398112351
1000000.0, 1e-10, 100, 1, 1e-11, 0.19874692897557772
1000000.0, 1e-10, 200, 1, 1e-08, nan
1000000.0, 1e-10, 200, 1, 1e-09, nan
1000000.0, 1e-10, 200, 1, 1e-10, 0.5012283775479919
1000000.0, 1e-10, 200, 1, 1e-11, 0.18565633338140586
1000000.0, 1e-10, 300, 1, 1e-08, nan
1000000.0, 1e-10, 300, 1, 1e-09, nan
1000000.0, 1e-10, 300, 1, 1e-10, 0.5016981520872712
1000000.0, 1e-10, 300, 1, 1e-11, 0.1753795575125235
1000000.0, 1e-10, 500, 1, 1e-08, nan
1000000.0, 1e-10, 500, 1, 1e-09, nan
1000000.0, 1e-10, 500, 1, 1e-10, 0.5010194115891597
1000000.0, 1e-10, 500, 1, 1e-11, 0.18362359149490415
100000.0, 0.001, 50, 1, 1e-08, nan
100000.0, 0.001, 50, 1, 1e-09, 0.4806935493545623
100000.0, 0.001, 50, 1, 1e-10, 0.1661154955815925
100000.0, 0.001, 50, 1, 1e-11, 0.18912890253711143
100000.0, 0.001, 75, 1, 1e-08, nan
100000.0, 0.001, 75, 1, 1e-09, 0.49808584455694926
100000.0, 0.001, 75, 1, 1e-10, 0.18634853860049702
100000.0, 0.001, 75, 1, 1e-11, 0.1598312420806685
100000.0, 0.001, 100, 1, 1e-08, nan
