alpha, beta, c, latent_features, steps, NDCG
1, 0.01, 1, 30, 50, 0.5661700862362978
1, 0.01, 1, 30, 100, 0.5582633806566661
1, 0.01, 1, 30, 150, 0.5534080201131578
1, 0.01, 1, 50, 50, 0.538673727312256
1, 0.01, 1, 50, 100, 0.5188974004832104
1, 0.01, 1, 50, 150, 0.499559773863086
1, 0.01, 0.1, 3, 50, 0.15574882336837187
1, 0.01, 0.1, 3, 100, 0.1508303065050239
1, 0.01, 0.1, 3, 150, 0.18576714360036933
1, 0.01, 0.1, 10, 50, 0.5291224168505179
1, 0.01, 0.1, 10, 100, 0.5115390455823968
1, 0.01, 0.1, 10, 150, 0.48647917226082915
1, 0.01, 0.1, 30, 50, 0.5518605163781856
1, 0.01, 0.1, 30, 100, 0.56872217667185
1, 0.01, 0.1, 30, 150, 0.5782813072300912
1, 0.01, 0.1, 50, 50, 0.5223080994045458
1, 0.01, 0.1, 50, 100, 0.511136933516756
1, 0.01, 0.1, 50, 150, 0.5267044596013759
1, 0.01, 0.01, 3, 50, 0.08778030003461307
1, 0.01, 0.01, 3, 100, 0.09205130956460822
1, 0.01, 0.01, 3, 150, 0.076564880526274
1, 0.01, 0.01, 10, 50, 0.548942374038655
1, 0.01, 0.01, 10, 100, 0.5296182758425825
1, 0.01, 0.01, 10, 150, 0.538206371331114
1, 0.01, 0.01, 30, 50, 0.5817692104290307
1, 0.01, 0.01, 30, 100, 0.5716812826686395
1, 0.01, 0.01, 30, 150, 0.5769821246321045
1, 0.01, 0.01, 50, 50, 0.5054396273019189
1, 0.01, 0.01, 50, 100, 0.5262564795523245
1, 0.01, 0.01, 50, 150, 0.5530705622181691
1, 0.01, 0.001, 3, 50, 0.030257710601412576
1, 0.01, 0.001, 3, 100, 0.028412721508709923
1, 0.01, 0.001, 3, 150, 0.04930919985105572
1, 0.01, 0.001, 10, 50, 0.5302993347076699
1, 0.01, 0.001, 10, 100, 0.5298753566599461
1, 0.01, 0.001, 10, 150, 0.5221768578499317
1, 0.01, 0.001, 30, 50, 0.5707555137497503
1, 0.01, 0.001, 30, 100, 0.5518546339682345
1, 0.01, 0.001, 30, 150, 0.5883070194328579
1, 0.01, 0.001, 50, 50, 0.5234146623024711
1, 0.01, 0.001, 50, 100, 0.49078278451820695
1, 0.01, 0.001, 50, 150, 0.530693830340527
1, 0.0001, 100, 3, 50, 0.1579744633260196
1, 0.0001, 100, 3, 100, 0.17401882089308918
1, 0.0001, 100, 3, 150, 0.15153085481032869
1, 0.0001, 100, 10, 50, 0.4027460864880187
1, 0.0001, 100, 10, 100, 0.4545285446039625
1, 0.0001, 100, 10, 150, 0.4550579268345674
1, 0.0001, 100, 30, 50, 0.4379135423700386
1, 0.0001, 100, 30, 100, 0.4157000882229952
1, 0.0001, 100, 30, 150, 0.4503818182400441
1, 0.0001, 100, 50, 50, 0.45241613139200404
1, 0.0001, 100, 50, 100, 0.41478555980736564
1, 0.0001, 100, 50, 150, 0.4399605130579161
1, 0.0001, 10, 3, 50, 0.1916838013847143
1, 0.0001, 10, 3, 100, 0.18195368234124118
1, 0.0001, 10, 3, 150, 0.18866743596290095
1, 0.0001, 10, 10, 50, 0.5168289531838774
1, 0.0001, 10, 10, 100, 0.5301743062174298
1, 0.0001, 10, 10, 150, 0.5288773890893917
1, 0.0001, 10, 30, 50, 0.5267942771892131
1, 0.0001, 10, 30, 100, 0.5420716648669567
1, 0.0001, 10, 30, 150, 0.5457714233418552
1, 0.0001, 10, 50, 50, 0.4853677725678637
1, 0.0001, 10, 50, 100, 0.5237801508785217
1, 0.0001, 10, 50, 150, 0.5330594052874645
1, 0.0001, 1, 3, 50, 0.15386641455364755
1, 0.0001, 1, 3, 100, 0.1585442106572809
1, 0.0001, 1, 3, 150, 0.14652585708788776
1, 0.0001, 1, 10, 50, 0.5403869468975278
1, 0.0001, 1, 10, 100, 0.5222786309817264
1, 0.0001, 1, 10, 150, 0.5298347196468776
1, 0.0001, 1, 30, 50, 0.517722166029931
1, 0.0001, 1, 30, 100, 0.5652045402481801
1, 0.0001, 1, 30, 150, 0.569133363858904
1, 0.0001, 1, 50, 50, 0.545143903125687
1, 0.0001, 1, 50, 100, 0.5091757931477467
1, 0.0001, 1, 50, 150, 0.49975480385868615
1, 0.0001, 0.1, 3, 50, 0.19540094150850668
1, 0.0001, 0.1, 3, 100, 0.1470046274046307
1, 0.0001, 0.1, 3, 150, 0.16545539152373298
1, 0.0001, 0.1, 10, 50, 0.5453477513521493
1, 0.0001, 0.1, 10, 100, 0.5767417490571696
1, 0.0001, 0.1, 10, 150, 0.5383703096651672
1, 0.0001, 0.1, 30, 50, 0.5685480780679478
1, 0.0001, 0.1, 30, 100, 0.5706156160004189
1, 0.0001, 0.1, 30, 150, 0.558297298597255
1, 0.0001, 0.1, 50, 50, 0.5266333147839056
1, 0.0001, 0.1, 50, 100, 0.5092362638564317
1, 0.0001, 0.1, 50, 150, 0.5304500602243186
1, 0.0001, 0.01, 3, 50, 0.17815586619696283
1, 0.0001, 0.01, 3, 100, 0.1563223526273045
1, 0.0001, 0.01, 3, 150, 0.1818282846246068
1, 0.0001, 0.01, 10, 50, 0.5253366617460017
1, 0.0001, 0.01, 10, 100, 0.5458625896073408
1, 0.0001, 0.01, 10, 150, 0.520879476423208
1, 0.0001, 0.01, 30, 50, 0.571168510282657
1, 0.0001, 0.01, 30, 100, 0.5545196946483363
1, 0.0001, 0.01, 30, 150, 0.5703835117647374
1, 0.0001, 0.01, 50, 50, 0.5229869352457895
1, 0.0001, 0.01, 50, 100, 0.5342611601673134
1, 0.0001, 0.01, 50, 150, 0.534525466867786
1, 0.0001, 0.001, 3, 50, 0.08333772773656462
1, 0.0001, 0.001, 3, 100, 0.09033631232781796
1, 0.0001, 0.001, 3, 150, 0.12770408736370045
1, 0.0001, 0.001, 10, 50, 0.5426317185769556
1, 0.0001, 0.001, 10, 100, 0.5265467517319283
1, 0.0001, 0.001, 10, 150, 0.534556062349617
1, 0.0001, 0.001, 30, 50, 0.5587364004084592
1, 0.0001, 0.001, 30, 100, 0.5582759889990853
1, 0.0001, 0.001, 30, 150, 0.5596549645178779
1, 0.0001, 0.001, 50, 50, 0.5063423440671575
1, 0.0001, 0.001, 50, 100, 0.52562755644878
1, 0.0001, 0.001, 50, 150, 0.5166604068686206
1, 1e-06, 100, 3, 50, 0.1589685327011861
1, 1e-06, 100, 3, 100, 0.1834369915773143
1, 1e-06, 100, 3, 150, 0.16763564480519808
1, 1e-06, 100, 10, 50, 0.42463408281375836
1, 1e-06, 100, 10, 100, 0.44871621335590817
1, 1e-06, 100, 10, 150, 0.4586349937747076
1, 1e-06, 100, 30, 50, 0.44854019106548554
1, 1e-06, 100, 30, 100, 0.43588055078771193
1, 1e-06, 100, 30, 150, 0.4698427591118506
1, 1e-06, 100, 50, 50, 0.4383300278650695
1, 1e-06, 100, 50, 100, 0.42951984745738087
1, 1e-06, 100, 50, 150, 0.46034880060783534
1, 1e-06, 10, 3, 50, 0.1832830075465377
1, 1e-06, 10, 3, 100, 0.15963090479219758
1, 1e-06, 10, 3, 150, 0.1653474004739014
1, 1e-06, 10, 10, 50, 0.5328756618252711
1, 1e-06, 10, 10, 100, 0.5185710694023171
1, 1e-06, 10, 10, 150, 0.541981077816471
1, 1e-06, 10, 30, 50, 0.5195058855614194
1, 1e-06, 10, 30, 100, 0.555873113760427
1, 1e-06, 10, 30, 150, 0.5332904404829997
1, 1e-06, 10, 50, 50, 0.4809643925888489
1, 1e-06, 10, 50, 100, 0.5253649918079908
1, 1e-06, 10, 50, 150, 0.5479206603733493
1, 1e-06, 1, 3, 50, 0.16756868769594432
1, 1e-06, 1, 3, 100, 0.18995521028325565
1, 1e-06, 1, 3, 150, 0.16356270892594219
1, 1e-06, 1, 10, 50, 0.5449408082052865
1, 1e-06, 1, 10, 100, 0.5471879932259828
1, 1e-06, 1, 10, 150, 0.5417881411124268
1, 1e-06, 1, 30, 50, 0.5685137468313219
1, 1e-06, 1, 30, 100, 0.5613250002018821
1, 1e-06, 1, 30, 150, 0.5757768279821767
1, 1e-06, 1, 50, 50, 0.5284073966306191
1, 1e-06, 1, 50, 100, 0.5400094062454278
1, 1e-06, 1, 50, 150, 0.5213516505441754
1, 1e-06, 0.1, 3, 50, 0.1724826892061854
1, 1e-06, 0.1, 3, 100, 0.1692458428798125
1, 1e-06, 0.1, 3, 150, 0.17935634146342902
1, 1e-06, 0.1, 10, 50, 0.5425516862550377
1, 1e-06, 0.1, 10, 100, 0.5338908711968857
1, 1e-06, 0.1, 10, 150, 0.5579947205190052
1, 1e-06, 0.1, 30, 50, 0.5630869042332712
1, 1e-06, 0.1, 30, 100, 0.5439206873306385
1, 1e-06, 0.1, 30, 150, 0.5824470610164623
1, 1e-06, 0.1, 50, 50, 0.5097096183116114
1, 1e-06, 0.1, 50, 100, 0.546680571608377
1, 1e-06, 0.1, 50, 150, 0.526813306871693
1, 1e-06, 0.01, 3, 50, 0.1732864712168759
1, 1e-06, 0.01, 3, 100, 0.19404559698396134
1, 1e-06, 0.01, 3, 150, 0.12839746382624243
1, 1e-06, 0.01, 10, 50, 0.519143229391724
1, 1e-06, 0.01, 10, 100, 0.5416425099396274
1, 1e-06, 0.01, 10, 150, 0.5406230041046847
1, 1e-06, 0.01, 30, 50, 0.5808010389939574
1, 1e-06, 0.01, 30, 100, 0.5843775384303476
1, 1e-06, 0.01, 30, 150, 0.5787685345321409
1, 1e-06, 0.01, 50, 50, 0.5278424853709182
1, 1e-06, 0.01, 50, 100, 0.5326190838211884
1, 1e-06, 0.01, 50, 150, 0.5301272163160536
1, 1e-06, 0.001, 3, 50, 0.16267989983669337
1, 1e-06, 0.001, 3, 100, 0.17027522372025017
1, 1e-06, 0.001, 3, 150, 0.18159370791442153
1, 1e-06, 0.001, 10, 50, 0.5232672066395806
1, 1e-06, 0.001, 10, 100, 0.5477421520287663
1, 1e-06, 0.001, 10, 150, 0.53570586956649
1, 1e-06, 0.001, 30, 50, 0.5705405098318599
1, 1e-06, 0.001, 30, 100, 0.5508229731856216
1, 1e-06, 0.001, 30, 150, 0.5802013564570994
1, 1e-06, 0.001, 50, 50, 0.5197702485626327
1, 1e-06, 0.001, 50, 100, 0.5211443329480874
1, 1e-06, 0.001, 50, 150, 0.4836178398968592
0.01, 100, 100, 3, 50, 0.17714331541666098
0.01, 100, 100, 3, 100, 0.16732274997175783
0.01, 100, 100, 3, 150, 0.17920715453607378
0.01, 100, 100, 10, 50, 0.17346666991775408
0.01, 100, 100, 10, 100, 0.17470422049096182
0.01, 100, 100, 10, 150, 0.1966364559819133
0.01, 100, 100, 30, 50, 0.15923157954391254
0.01, 100, 100, 30, 100, 0.17024577728145282
0.01, 100, 100, 30, 150, 0.17526761073488692
0.01, 100, 100, 50, 50, 0.16372605637078572
0.01, 100, 100, 50, 100, 0.1673522637955633
0.01, 100, 100, 50, 150, 0.17570472606682497
0.01, 100, 10, 3, 50, 0.17649465247191615
0.01, 100, 10, 3, 100, 0.17518811622305067
0.01, 100, 10, 3, 150, 0.16674615776100096
0.01, 100, 10, 10, 50, 0.1482725506700694
0.01, 100, 10, 10, 100, 0.13337883097058145
0.01, 100, 10, 10, 150, 0.18300194304557116
0.01, 100, 10, 30, 50, 0.1804811959407535
0.01, 100, 10, 30, 100, 0.18546035247585776
0.01, 100, 10, 30, 150, 0.18781270273897296
0.01, 100, 10, 50, 50, 0.15100617465594915
0.01, 100, 10, 50, 100, 0.18328039571908608
0.01, 100, 10, 50, 150, 0.16957780833845248
0.01, 100, 1, 3, 50, 0.10832866564080687
0.01, 100, 1, 3, 100, 0.09572158144299625
0.01, 100, 1, 3, 150, 0.09779925214246457
0.01, 100, 1, 10, 50, 0.1092580381049964
0.01, 100, 1, 10, 100, 0.07921335048745323
0.01, 100, 1, 10, 150, 0.08330216000644082
0.01, 100, 1, 30, 50, 0.11313456635314453
0.01, 100, 1, 30, 100, 0.10967548589259266
0.01, 100, 1, 30, 150, 0.08680477410352522
0.01, 100, 1, 50, 50, 0.11226593642949018
0.01, 100, 1, 50, 100, 0.0920215586446578
0.01, 100, 1, 50, 150, 0.09422878209216214
0.01, 100, 0.1, 3, 50, 0.03038371406472467
0.01, 100, 0.1, 3, 100, 0.03732469119128426
0.01, 100, 0.1, 3, 150, 0.03606234878961216
0.01, 100, 0.1, 10, 50, 0.034114158524190086
0.01, 100, 0.1, 10, 100, 0.017093922277412448
0.01, 100, 0.1, 10, 150, 0.028539194959003665
0.01, 100, 0.1, 30, 50, 0.03596352328418054
0.01, 100, 0.1, 30, 100, 0.030325785398182325
0.01, 100, 0.1, 30, 150, 0.03238007304675253
0.01, 100, 0.1, 50, 50, 0.036130418646858266
0.01, 100, 0.1, 50, 100, 0.026850485077258148
0.01, 100, 0.1, 50, 150, 0.02443434458632502
0.01, 100, 0.01, 3, 50, 0.024799977525238548
0.01, 100, 0.01, 3, 100, 0.03402660789263246
0.01, 100, 0.01, 3, 150, 0.024773692680109777
0.01, 100, 0.01, 10, 50, 0.02657199846550595
0.01, 100, 0.01, 10, 100, 0.032253640677612425
0.01, 100, 0.01, 10, 150, 0.03612571590088416
0.01, 100, 0.01, 30, 50, 0.034084830931202945
0.01, 100, 0.01, 30, 100, 0.034191290364489785
0.01, 100, 0.01, 30, 150, 0.018957511379264085
0.01, 100, 0.01, 50, 50, 0.02403697982537489
0.01, 100, 0.01, 50, 100, 0.01508706176304023
0.01, 100, 0.01, 50, 150, 0.032333086315171705
0.01, 100, 0.001, 3, 50, 0.03646634255783913
0.01, 100, 0.001, 3, 100, 0.024660198970738928
0.01, 100, 0.001, 3, 150, 0.03602950863026874
0.01, 100, 0.001, 10, 50, 0.03212283032904587
0.01, 100, 0.001, 10, 100, 0.028407385593180078
0.01, 100, 0.001, 10, 150, 0.03227524294819108
0.01, 100, 0.001, 30, 50, 0.03420968882879074
0.01, 100, 0.001, 30, 100, 0.034173013707118644
0.01, 100, 0.001, 30, 150, 0.02466097629840552
0.01, 100, 0.001, 50, 50, 0.03724661187880829
0.01, 100, 0.001, 50, 100, 0.04881005925047178
0.01, 100, 0.001, 50, 150, 0.018922582362551458
0.01, 1, 100, 3, 50, 0.1869781471596673
0.01, 1, 100, 3, 100, 0.1712131976670573
0.01, 1, 100, 3, 150, 0.18254256624431528
0.01, 1, 100, 10, 50, 0.190231299590791
0.01, 1, 100, 10, 100, 0.1721495037754116
0.01, 1, 100, 10, 150, 0.19223005283085975
0.01, 1, 100, 30, 50, 0.23595107652501401
0.01, 1, 100, 30, 100, 0.23620046584397614
0.01, 1, 100, 30, 150, 0.2331366437299198
0.01, 1, 100, 50, 50, 0.23484037135860764
0.01, 1, 100, 50, 100, 0.23991944443930657
0.01, 1, 100, 50, 150, 0.2398999289439426
0.01, 1, 10, 3, 50, 0.17111993754047267
0.01, 1, 10, 3, 100, 0.17253029990990523
0.01, 1, 10, 3, 150, 0.17084758984714732
0.01, 1, 10, 10, 50, 0.1405203194167938
0.01, 1, 10, 10, 100, 0.1654076087989948
0.01, 1, 10, 10, 150, 0.1730138645836587
0.01, 1, 10, 30, 50, 0.1601214879680452
0.01, 1, 10, 30, 100, 0.14450496026335716
0.01, 1, 10, 30, 150, 0.17192381228399142
0.01, 1, 10, 50, 50, 0.18349663227635854
0.01, 1, 10, 50, 100, 0.15256190082645565
0.01, 1, 10, 50, 150, 0.19610649261479826
0.01, 1, 1, 3, 50, 0.1671365479448593
0.01, 1, 1, 3, 100, 0.17605821255841292
0.01, 1, 1, 3, 150, 0.17181730651255672
0.01, 1, 1, 10, 50, 0.17829229914369912
0.01, 1, 1, 10, 100, 0.17161494255860302
0.01, 1, 1, 10, 150, 0.17680904887472676
0.01, 1, 1, 30, 50, 0.18274156675413242
0.01, 1, 1, 30, 100, 0.1336403453979308
0.01, 1, 1, 30, 150, 0.19302399468813047
0.01, 1, 1, 50, 50, 0.16897459313483132
0.01, 1, 1, 50, 100, 0.1877865656804554
0.01, 1, 1, 50, 150, 0.17006580439418953
0.01, 1, 0.1, 3, 50, 0.1120628299066202
0.01, 1, 0.1, 3, 100, 0.10259751696810841
0.01, 1, 0.1, 3, 150, 0.08339330544387748
0.01, 1, 0.1, 10, 50, 0.08481474715402137
0.01, 1, 0.1, 10, 100, 0.10237842753318305
0.01, 1, 0.1, 10, 150, 0.09308931337424854
0.01, 1, 0.1, 30, 50, 0.08885775529485937
0.01, 1, 0.1, 30, 100, 0.11183606139330818
0.01, 1, 0.1, 30, 150, 0.10011581324621746
0.01, 1, 0.1, 50, 50, 0.10930818543955066
0.01, 1, 0.1, 50, 100, 0.0929263890373027
0.01, 1, 0.1, 50, 150, 0.09774777766083828
0.01, 1, 0.01, 3, 50, 0.03775323751240117
0.01, 1, 0.01, 3, 100, 0.02461724515178453
0.01, 1, 0.01, 3, 150, 0.038062367080043215
0.01, 1, 0.01, 10, 50, 0.4218660926947816
0.01, 1, 0.01, 10, 100, 0.43335859792310144
0.01, 1, 0.01, 10, 150, 0.4038440026390201
0.01, 1, 0.01, 30, 50, 0.4165952377683761
0.01, 1, 0.01, 30, 100, 0.42344656164641137
0.01, 1, 0.01, 30, 150, 0.4485454068440026
0.01, 1, 0.01, 50, 50, 0.39711552758989827
0.01, 1, 0.01, 50, 100, 0.4480552711337122
0.01, 1, 0.01, 50, 150, 0.40923288271981223
0.01, 1, 0.001, 3, 50, 0.03039169783297747
0.01, 1, 0.001, 3, 100, 0.03596456642715544
0.01, 1, 0.001, 3, 150, 0.02291987720175133
0.01, 1, 0.001, 10, 50, 0.4204153933240866
0.01, 1, 0.001, 10, 100, 0.4204991054579632
0.01, 1, 0.001, 10, 150, 0.4109172185451842
0.01, 1, 0.001, 30, 50, 0.42779545939343755
0.01, 1, 0.001, 30, 100, 0.41142951232416636
0.01, 1, 0.001, 30, 150, 0.4437118028656151
0.01, 1, 0.001, 50, 50, 0.4192463244718106
0.01, 1, 0.001, 50, 100, 0.41603721573558594
0.01, 1, 0.001, 50, 150, 0.39516204551014344
0.01, 0.01, 100, 3, 50, 0.18055732766964422
0.01, 0.01, 100, 3, 100, 0.15137821503952997
0.01, 0.01, 100, 3, 150, 0.1749653111690792
0.01, 0.01, 100, 10, 50, 0.4190183752240635
0.01, 0.01, 100, 10, 100, 0.45325664061946347
0.01, 0.01, 100, 10, 150, 0.4477192092941226
0.01, 0.01, 100, 30, 50, 0.45640028366106067
0.01, 0.01, 100, 30, 100, 0.46384497390074997
0.01, 0.01, 100, 30, 150, 0.4457869413424372
0.01, 0.01, 100, 50, 50, 0.3868738279450973
0.01, 0.01, 100, 50, 100, 0.43999980756887064
0.01, 0.01, 100, 50, 150, 0.39846238666637696
0.01, 0.01, 10, 3, 50, 0.18470928229456846
0.01, 0.01, 10, 3, 100, 0.15831935699841856
0.01, 0.01, 10, 3, 150, 0.16465187769403783
0.01, 0.01, 10, 10, 50, 0.510742232989942
0.01, 0.01, 10, 10, 100, 0.5102462354995283
0.01, 0.01, 10, 10, 150, 0.4843239919231905
0.01, 0.01, 10, 30, 50, 0.4664419744579443
0.01, 0.01, 10, 30, 100, 0.4379878423297526
0.01, 0.01, 10, 30, 150, 0.4258476652537939
0.01, 0.01, 10, 50, 50, 0.42092752159920044
0.01, 0.01, 10, 50, 100, 0.44859554837725596
0.01, 0.01, 10, 50, 150, 0.4356157135246497
0.01, 0.01, 1, 3, 50, 0.182169792200704
0.01, 0.01, 1, 3, 100, 0.18050262160767033
0.01, 0.01, 1, 3, 150, 0.19190533050513164
0.01, 0.01, 1, 10, 50, 0.39772472502919015
0.01, 0.01, 1, 10, 100, 0.40049548173364763
0.01, 0.01, 1, 10, 150, 0.3958312430307
0.01, 0.01, 1, 30, 50, 0.3642425539850055
0.01, 0.01, 1, 30, 100, 0.3413051662077814
0.01, 0.01, 1, 30, 150, 0.35732365215755896
0.01, 0.01, 1, 50, 50, 0.31806375033730316
0.01, 0.01, 1, 50, 100, 0.3363270650661022
0.01, 0.01, 1, 50, 150, 0.32111984577423874
0.01, 0.01, 0.1, 3, 50, 0.18747398929025585
0.01, 0.01, 0.1, 3, 100, 0.17626639418389417
0.01, 0.01, 0.1, 3, 150, 0.18183776064092963
0.01, 0.01, 0.1, 10, 50, 0.3940093855004409
0.01, 0.01, 0.1, 10, 100, 0.4322789646649309
0.01, 0.01, 0.1, 10, 150, 0.39466564172999
0.01, 0.01, 0.1, 30, 50, 0.35172218862109356
0.01, 0.01, 0.1, 30, 100, 0.3462891753686368
0.01, 0.01, 0.1, 30, 150, 0.34769746213943215
0.01, 0.01, 0.1, 50, 50, 0.32131555294087233
0.01, 0.01, 0.1, 50, 100, 0.3156436479862459
0.01, 0.01, 0.1, 50, 150, 0.3116575043503334
0.01, 0.01, 0.01, 3, 50, 0.1042196254371553
0.01, 0.01, 0.01, 3, 100, 0.11009549129323981
0.01, 0.01, 0.01, 3, 150, 0.1026063439115382
0.01, 0.01, 0.01, 10, 50, 0.3937284951055027
0.01, 0.01, 0.01, 10, 100, 0.41850916326918985
0.01, 0.01, 0.01, 10, 150, 0.42837536113230373
0.01, 0.01, 0.01, 30, 50, 0.351057218999418
0.01, 0.01, 0.01, 30, 100, 0.3570184656162715
0.01, 0.01, 0.01, 30, 150, 0.3469216237792239
0.01, 0.01, 0.01, 50, 50, 0.3403637306363526
0.01, 0.01, 0.01, 50, 100, 0.3271425632672592
0.01, 0.01, 0.01, 50, 150, 0.33137103474155183
0.01, 0.01, 0.001, 3, 50, 0.030382146233038566
0.01, 0.01, 0.001, 3, 100, 0.0341409692744076
0.01, 0.01, 0.001, 3, 150, 0.03439482569686416
0.01, 0.01, 0.001, 10, 50, 0.39849859228159024
0.01, 0.01, 0.001, 10, 100, 0.40336424229630097
0.01, 0.01, 0.001, 10, 150, 0.43647797625704776
0.01, 0.01, 0.001, 30, 50, 0.34726839686698824
0.01, 0.01, 0.001, 30, 100, 0.3407918519335347
0.01, 0.01, 0.001, 30, 150, 0.36015494908164813
0.01, 0.01, 0.001, 50, 50, 0.3149825973486975
0.01, 0.01, 0.001, 50, 100, 0.3234486034379771
0.01, 0.01, 0.001, 50, 150, 0.31197331047925614
0.01, 0.0001, 100, 3, 50, 0.161552286063071
0.01, 0.0001, 100, 3, 100, 0.19191890087383442
0.01, 0.0001, 100, 3, 150, 0.17695786596599286
0.01, 0.0001, 100, 10, 50, 0.23012491490374196
0.01, 0.0001, 100, 10, 100, 0.30574035938151956
0.01, 0.0001, 100, 10, 150, 0.3342298449804214
0.01, 0.0001, 100, 30, 50, 0.4425117077116849
0.01, 0.0001, 100, 30, 100, 0.4585411776204433
0.01, 0.0001, 100, 30, 150, 0.4088363188743764
0.01, 0.0001, 100, 50, 50, 0.45653697885680006
0.01, 0.0001, 100, 50, 100, 0.4555337874121737
0.01, 0.0001, 100, 50, 150, 0.46285373139013397
0.01, 0.0001, 10, 3, 50, 0.1736858654854627
0.01, 0.0001, 10, 3, 100, 0.17768570349693324
0.01, 0.0001, 10, 3, 150, 0.15926605122085377
0.01, 0.0001, 10, 10, 50, 0.46467763596924544
0.01, 0.0001, 10, 10, 100, 0.46527701326672394
0.01, 0.0001, 10, 10, 150, 0.4726110461487436
0.01, 0.0001, 10, 30, 50, 0.42528444218674244
0.01, 0.0001, 10, 30, 100, 0.42210118585295286
0.01, 0.0001, 10, 30, 150, 0.4116776915611508
0.01, 0.0001, 10, 50, 50, 0.43808652674136234
0.01, 0.0001, 10, 50, 100, 0.4080311227878517
0.01, 0.0001, 10, 50, 150, 0.4135962527826498
0.01, 0.0001, 1, 3, 50, 0.16128665534852074
0.01, 0.0001, 1, 3, 100, 0.168144952445224
0.01, 0.0001, 1, 3, 150, 0.15750622245203139
0.01, 0.0001, 1, 10, 50, 0.437572664692214
0.01, 0.0001, 1, 10, 100, 0.41863939586608234
0.01, 0.0001, 1, 10, 150, 0.43279433124082606
0.01, 0.0001, 1, 30, 50, 0.35109574534761684
0.01, 0.0001, 1, 30, 100, 0.3663540839519525
0.01, 0.0001, 1, 30, 150, 0.35753352997862575
0.01, 0.0001, 1, 50, 50, 0.3515959276171703
0.01, 0.0001, 1, 50, 100, 0.3484628259330282
0.01, 0.0001, 1, 50, 150, 0.31863042756342863
0.01, 0.0001, 0.1, 3, 50, 0.1780741027512588
0.01, 0.0001, 0.1, 3, 100, 0.18675286981560318
0.01, 0.0001, 0.1, 3, 150, 0.17649433975947568
0.01, 0.0001, 0.1, 10, 50, 0.40121382291156193
0.01, 0.0001, 0.1, 10, 100, 0.39509843165214564
0.01, 0.0001, 0.1, 10, 150, 0.41402247805147563
0.01, 0.0001, 0.1, 30, 50, 0.37034052414725716
0.01, 0.0001, 0.1, 30, 100, 0.3505236834831186
0.01, 0.0001, 0.1, 30, 150, 0.31680931108151966
0.01, 0.0001, 0.1, 50, 50, 0.32092206823535574
0.01, 0.0001, 0.1, 50, 100, 0.30038919503692335
0.01, 0.0001, 0.1, 50, 150, 0.30595415696196865
0.01, 0.0001, 0.01, 3, 50, 0.19490986800429044
0.01, 0.0001, 0.01, 3, 100, 0.1752918115163102
0.01, 0.0001, 0.01, 3, 150, 0.1652375415954942
0.01, 0.0001, 0.01, 10, 50, 0.3695440696092664
0.01, 0.0001, 0.01, 10, 100, 0.3915273896339895
0.01, 0.0001, 0.01, 10, 150, 0.4074386305744705
0.01, 0.0001, 0.01, 30, 50, 0.3358095627483968
0.01, 0.0001, 0.01, 30, 100, 0.363142971341397
0.01, 0.0001, 0.01, 30, 150, 0.36250303041329873
0.01, 0.0001, 0.01, 50, 50, 0.3046927975595745
0.01, 0.0001, 0.01, 50, 100, 0.26769489582309
0.01, 0.0001, 0.01, 50, 150, 0.3003862657715782
0.01, 0.0001, 0.001, 3, 50, 0.11889428033412372
0.01, 0.0001, 0.001, 3, 100, 0.09889730573651885
0.01, 0.0001, 0.001, 3, 150, 0.09585503929210645
0.01, 0.0001, 0.001, 10, 50, 0.40311459898311874
0.01, 0.0001, 0.001, 10, 100, 0.4072983633496719
0.01, 0.0001, 0.001, 10, 150, 0.41772090098955594
0.01, 0.0001, 0.001, 30, 50, 0.35381676558135916
0.01, 0.0001, 0.001, 30, 100, 0.35628938062971904
0.01, 0.0001, 0.001, 30, 150, 0.37425584817653534
0.01, 0.0001, 0.001, 50, 50, 0.2786530017559453
0.01, 0.0001, 0.001, 50, 100, 0.2978660177994654
0.01, 0.0001, 0.001, 50, 150, 0.31163941832309716
0.01, 1e-06, 100, 3, 50, 0.17491570673882198
0.01, 1e-06, 100, 3, 100, 0.1536431424566828
0.01, 1e-06, 100, 3, 150, 0.1647139271019613
0.01, 1e-06, 100, 10, 50, 0.4070520444804351
0.01, 1e-06, 100, 10, 100, 0.46279450372076136
0.01, 1e-06, 100, 10, 150, 0.45335376943957456
0.01, 1e-06, 100, 30, 50, 0.4810816221860887
0.01, 1e-06, 100, 30, 100, 0.4662599875138846
0.01, 1e-06, 100, 30, 150, 0.4570349245027032
0.01, 1e-06, 100, 50, 50, 0.4774696749873452
0.01, 1e-06, 100, 50, 100, 0.4852126420363566
0.01, 1e-06, 100, 50, 150, 0.45011309529986593
0.01, 1e-06, 10, 3, 50, 0.178760447731535
0.01, 1e-06, 10, 3, 100, 0.15348158012606838
0.01, 1e-06, 10, 3, 150, 0.18749521264532937
0.01, 1e-06, 10, 10, 50, 0.45088459500260747
0.01, 1e-06, 10, 10, 100, 0.4516902447365619
0.01, 1e-06, 10, 10, 150, 0.4176384215899078
0.01, 1e-06, 10, 30, 50, 0.4398072688221761
0.01, 1e-06, 10, 30, 100, 0.39317705415539933
0.01, 1e-06, 10, 30, 150, 0.4096729395770252
0.01, 1e-06, 10, 50, 50, 0.435073124416531
0.01, 1e-06, 10, 50, 100, 0.3855388036270867
